"arm","model","q","frac_stage1","frac_stage2","T1","T2","n1","n2","b2","s_ref","K1_tar","K1","K2_tar","K2","cost_proxy","T_fd_budget","eligible","runtime_sec","l2_error","method","T_fd","K_fd_tar","K_fd","T_fs","b_fs","K_fs_tar","K_fs","experiment_id","config_id","n","p","s_star","s","rep_id","q_selected","T1_selected","T2_selected","seed_data","seed_algo_ts","seed_algo_fs","df_X","df_eps","theta_magnitude","validation_metric","tuning_selection_rule"
"TS","linear",0.25,0.75,0.25,200,8,1350,450,56,30,225,135,8,5,270448,151,TRUE,38.75,0.884228207151804,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,9,0.25,200,8,20690429,20700429,21100429,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,151,TRUE,40.4200000000001,0.935325512468224,"FD_budget",151,225,180,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,9,0.25,200,8,20690429,20700429,21100429,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,TRUE,3.2800000000002,24.3624578895824,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,9,0.25,200,8,20690429,20700429,21100429,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.25,0.75,0.25,200,8,1350,450,56,30,225,135,8,5,270448,151,TRUE,38.0700000000002,0.679590399154972,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,10,0.25,200,8,20690430,20700430,21100430,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,151,TRUE,39.3299999999999,1.09684523576193,"FD_budget",151,225,180,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,10,0.25,200,8,20690430,20700430,21100430,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,TRUE,3.30999999999995,21.1732276252999,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,10,0.25,200,8,20690430,20700430,21100430,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.25,0.75,0.25,200,8,1350,450,56,30,225,135,8,5,270448,151,TRUE,41.2200000000003,0.791353086063114,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,11,0.25,200,8,20690431,20700431,21100431,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,151,TRUE,39.2799999999997,0.869413872648606,"FD_budget",151,225,180,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,11,0.25,200,8,20690431,20700431,21100431,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,TRUE,2.89000000000033,24.6102729806595,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,11,0.25,200,8,20690431,20700431,21100431,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.25,0.75,0.25,200,8,1350,450,56,30,225,135,8,5,270448,151,TRUE,41.6200000000003,1.06581083126212,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,12,0.25,200,8,20690432,20700432,21100432,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,151,TRUE,38.8599999999997,0.920748525408186,"FD_budget",151,225,180,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,12,0.25,200,8,20690432,20700432,21100432,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,TRUE,2.98000000000002,24.6688216488644,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,12,0.25,200,8,20690432,20700432,21100432,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.25,0.75,0.25,200,8,1350,450,56,30,225,135,8,5,270448,151,TRUE,43.3699999999999,0.698346423443577,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,13,0.25,200,8,20690433,20700433,21100433,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,151,TRUE,40.1599999999999,0.972249161470963,"FD_budget",151,225,180,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,13,0.25,200,8,20690433,20700433,21100433,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,TRUE,2.76999999999998,24.6477175085727,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,13,0.25,200,8,20690433,20700433,21100433,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.25,0.75,0.25,200,8,1350,450,56,30,225,135,8,5,270448,151,TRUE,41.4199999999996,0.644100980337244,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,14,0.25,200,8,20690434,20700434,21100434,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,151,TRUE,37.9500000000003,0.829349216100919,"FD_budget",151,225,180,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,14,0.25,200,8,20690434,20700434,21100434,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,TRUE,2.54999999999973,21.5761015965071,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,14,0.25,200,8,20690434,20700434,21100434,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.25,0.75,0.25,200,8,1350,450,56,30,225,135,8,5,270448,151,TRUE,42.3600000000001,1.35213384117798,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,15,0.25,200,8,20690435,20700435,21100435,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,151,TRUE,36.1999999999998,1.12455216000634,"FD_budget",151,225,180,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,15,0.25,200,8,20690435,20700435,21100435,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,TRUE,3.05000000000018,24.8166787654414,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,15,0.25,200,8,20690435,20700435,21100435,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.25,0.75,0.25,200,8,1350,450,56,30,225,135,8,5,270448,151,TRUE,40.1999999999998,0.765964549204466,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,16,0.25,200,8,20690436,20700436,21100436,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,151,TRUE,37.8000000000002,0.841731778978639,"FD_budget",151,225,180,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,16,0.25,200,8,20690436,20700436,21100436,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,TRUE,3.19000000000005,22.759904242334,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,16,0.25,200,8,20690436,20700436,21100436,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.25,0.75,0.25,200,8,1350,450,56,30,225,135,8,5,270448,151,TRUE,42.6500000000001,0.680689312626638,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,17,0.25,200,8,20690437,20700437,21100437,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,151,TRUE,38.4699999999998,1.29207725243056,"FD_budget",151,225,180,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,17,0.25,200,8,20690437,20700437,21100437,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,TRUE,2.97000000000025,23.1567291041572,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,17,0.25,200,8,20690437,20700437,21100437,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.25,0.75,0.25,200,8,1350,450,56,30,225,135,8,5,270448,151,TRUE,40.3099999999999,0.698769260945391,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,18,0.25,200,8,20690438,20700438,21100438,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,151,TRUE,38.6799999999998,0.815989450607556,"FD_budget",151,225,180,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,18,0.25,200,8,20690438,20700438,21100438,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,TRUE,2.9699999999998,25.469506963802,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,18,0.25,200,8,20690438,20700438,21100438,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.25,0.75,0.25,200,8,1350,450,56,30,225,135,8,5,270448,151,TRUE,41.2199999999998,1.04708812882848,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,19,0.25,200,8,20690439,20700439,21100439,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,151,TRUE,35.6300000000001,0.844188581664817,"FD_budget",151,225,180,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,19,0.25,200,8,20690439,20700439,21100439,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,TRUE,2.84999999999991,23.9455493721281,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,19,0.25,200,8,20690439,20700439,21100439,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.25,0.75,0.25,200,8,1350,450,56,30,225,135,8,5,270448,151,TRUE,39.54,0.757160449355119,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,20,0.25,200,8,20690440,20700440,21100440,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,151,TRUE,38.1399999999999,1.41912118465151,"FD_budget",151,225,180,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,20,0.25,200,8,20690440,20700440,21100440,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,TRUE,3.13999999999987,24.166450438385,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,20,0.25,200,8,20690440,20700440,21100440,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.25,0.75,0.25,200,8,1350,450,56,30,225,135,8,5,270448,151,TRUE,39.3400000000001,0.754844896937765,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,21,0.25,200,8,20690441,20700441,21100441,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,151,TRUE,36.1700000000001,1.44970200072528,"FD_budget",151,225,180,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,21,0.25,200,8,20690441,20700441,21100441,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,TRUE,2.67000000000007,22.0239284324586,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,21,0.25,200,8,20690441,20700441,21100441,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.25,0.75,0.25,200,8,1350,450,56,30,225,135,8,5,270448,151,TRUE,40.5599999999999,0.786821539418123,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,22,0.25,200,8,20690442,20700442,21100442,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,151,TRUE,35.8499999999999,0.744256363839678,"FD_budget",151,225,180,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,22,0.25,200,8,20690442,20700442,21100442,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,TRUE,2.82999999999993,25.4250130577336,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,22,0.25,200,8,20690442,20700442,21100442,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.25,0.75,0.25,200,8,1350,450,56,30,225,135,8,5,270448,151,TRUE,40.77,0.644863251457581,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,23,0.25,200,8,20690443,20700443,21100443,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,151,TRUE,36.9899999999998,0.868323985954699,"FD_budget",151,225,180,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,23,0.25,200,8,20690443,20700443,21100443,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,TRUE,3.04999999999973,22.4275635487307,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,23,0.25,200,8,20690443,20700443,21100443,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.25,0.75,0.25,200,8,1350,450,56,30,225,135,8,5,270448,151,TRUE,41.0300000000002,0.842397953714752,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,24,0.25,200,8,20690444,20700444,21100444,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,151,TRUE,37.8699999999999,0.88909888655937,"FD_budget",151,225,180,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,24,0.25,200,8,20690444,20700444,21100444,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,TRUE,2.47000000000025,25.11835047632,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,24,0.25,200,8,20690444,20700444,21100444,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.25,0.75,0.25,200,8,1350,450,56,30,225,135,8,5,270448,151,TRUE,38.6900000000001,1.34530931299228,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,25,0.25,200,8,20690445,20700445,21100445,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,151,TRUE,36.6399999999999,1.32881831644973,"FD_budget",151,225,180,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,25,0.25,200,8,20690445,20700445,21100445,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,TRUE,3.17000000000007,23.4723280251315,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,25,0.25,200,8,20690445,20700445,21100445,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.25,0.75,0.25,200,8,1350,450,56,30,225,135,8,5,270448,151,TRUE,39.98,0.947586405041909,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,26,0.25,200,8,20690446,20700446,21100446,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,151,TRUE,37.3600000000001,1.86001198072874,"FD_budget",151,225,180,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,26,0.25,200,8,20690446,20700446,21100446,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,TRUE,3.25999999999976,25.955603700285,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,26,0.25,200,8,20690446,20700446,21100446,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.25,0.75,0.25,200,8,1350,450,56,30,225,135,8,5,270448,151,TRUE,40.79,0.622004543917431,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,27,0.25,200,8,20690447,20700447,21100447,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,151,TRUE,38.8099999999999,1.22573574176733,"FD_budget",151,225,180,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,27,0.25,200,8,20690447,20700447,21100447,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,TRUE,3.0300000000002,23.8360493870926,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,27,0.25,200,8,20690447,20700447,21100447,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.25,0.75,0.25,200,8,1350,450,56,30,225,135,8,5,270448,151,TRUE,39.3600000000001,0.776916673185016,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,28,0.25,200,8,20690448,20700448,21100448,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,151,TRUE,37.5,2.05659529136627,"FD_budget",151,225,180,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,28,0.25,200,8,20690448,20700448,21100448,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,TRUE,3.01000000000022,25.0110651871492,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,28,0.25,200,8,20690448,20700448,21100448,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.25,0.75,0.25,200,8,1350,450,56,30,225,135,8,5,270448,151,TRUE,38.5799999999999,0.814200160819053,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,29,0.25,200,8,20690449,20700449,21100449,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,151,TRUE,36.9500000000003,1.04126938947088,"FD_budget",151,225,180,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,29,0.25,200,8,20690449,20700449,21100449,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,TRUE,2.69000000000005,23.8005247793093,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,29,0.25,200,8,20690449,20700449,21100449,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.25,0.75,0.25,200,8,1350,450,56,30,225,135,8,5,270448,151,TRUE,39.3299999999999,1.40048407370825,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,30,0.25,200,8,20690450,20700450,21100450,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,151,TRUE,37.0599999999999,1.36178071913687,"FD_budget",151,225,180,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar30_s60_h54e54a86",1800,1800,30,60,30,0.25,200,8,20690450,20700450,21100450,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
