"arm","model","q","frac_stage1","frac_stage2","T1","T2","n1","n2","b2","s_ref","K1_tar","K1","K2_tar","K2","cost_proxy","T_fd_budget","eligible","runtime_sec","l2_error","method","T_fd","K_fd_tar","K_fd","T_fs","b_fs","K_fs_tar","K_fs","experiment_id","config_id","n","p","s_star","s","rep_id","q_selected","T1_selected","T2_selected","seed_data","seed_algo_ts","seed_algo_fs","df_X","df_eps","theta_magnitude","validation_metric","tuning_selection_rule"
"TS","linear",0.5,0.5,0.5,150,8,900,900,112,5,38,38,8,8,135896,76,TRUE,16.1499999999999,0.234023024189819,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,1,0.5,150,8,20390421,20400421,20500421,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,76,TRUE,10.95,0.475749075913212,"FD_budget",76,38,38,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,1,0.5,150,8,20390421,20400421,20500421,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,TRUE,1.6400000000001,5.25327479903865,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,1,0.5,150,8,20390421,20400421,20500421,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,150,8,900,900,112,5,38,38,8,8,135896,76,TRUE,15.9099999999999,0.178756787876619,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,2,0.5,150,8,20390422,20400422,20500422,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,76,TRUE,11.0800000000002,0.515650497115424,"FD_budget",76,38,38,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,2,0.5,150,8,20390422,20400422,20500422,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,TRUE,2.05999999999995,5.99313153933603,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,2,0.5,150,8,20390422,20400422,20500422,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,150,8,900,900,112,5,38,38,8,8,135896,76,TRUE,16.48,0.248866963949658,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,3,0.5,150,8,20390423,20400423,20500423,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,76,TRUE,10.8699999999999,0.275259143356668,"FD_budget",76,38,38,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,3,0.5,150,8,20390423,20400423,20500423,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,TRUE,1.56000000000017,6.03955743939611,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,3,0.5,150,8,20390423,20400423,20500423,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,150,8,900,900,112,5,38,38,8,8,135896,76,TRUE,16.98,0.180727420077001,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,4,0.5,150,8,20390424,20400424,20500424,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,76,TRUE,10.05,0.322734200208194,"FD_budget",76,38,38,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,4,0.5,150,8,20390424,20400424,20500424,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,TRUE,1.69000000000005,5.69811603054673,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,4,0.5,150,8,20390424,20400424,20500424,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,150,8,900,900,112,5,38,38,8,8,135896,76,TRUE,16.8199999999999,0.219815358651023,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,5,0.5,150,8,20390425,20400425,20500425,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,76,TRUE,10.46,0.413613790256791,"FD_budget",76,38,38,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,5,0.5,150,8,20390425,20400425,20500425,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,TRUE,1.37000000000012,8.38483707413033,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,5,0.5,150,8,20390425,20400425,20500425,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,150,8,900,900,112,5,38,38,8,8,135896,76,TRUE,16.0599999999999,0.23145941696008,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,6,0.5,150,8,20390426,20400426,20500426,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,76,TRUE,10.1900000000001,0.472918063470927,"FD_budget",76,38,38,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,6,0.5,150,8,20390426,20400426,20500426,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,TRUE,1.7199999999998,7.02991027099962,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,6,0.5,150,8,20390426,20400426,20500426,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,150,8,900,900,112,5,38,38,8,8,135896,76,TRUE,15.8000000000002,0.191249758011696,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,7,0.5,150,8,20390427,20400427,20500427,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,76,TRUE,11.0799999999999,0.373947446678387,"FD_budget",76,38,38,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,7,0.5,150,8,20390427,20400427,20500427,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,TRUE,1.83999999999992,6.54547247833339,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,7,0.5,150,8,20390427,20400427,20500427,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,150,8,900,900,112,5,38,38,8,8,135896,76,TRUE,15.27,0.174541145222837,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,8,0.5,150,8,20390428,20400428,20500428,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,76,TRUE,10.6700000000001,0.742761133416536,"FD_budget",76,38,38,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,8,0.5,150,8,20390428,20400428,20500428,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,TRUE,1.78999999999996,9.10131442126972,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,8,0.5,150,8,20390428,20400428,20500428,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,150,8,900,900,112,5,38,38,8,8,135896,76,TRUE,15.8900000000001,0.17457132682285,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,9,0.5,150,8,20390429,20400429,20500429,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,76,TRUE,10.8299999999999,0.322613408363422,"FD_budget",76,38,38,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,9,0.5,150,8,20390429,20400429,20500429,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,TRUE,1.8900000000001,8.4343566964453,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,9,0.5,150,8,20390429,20400429,20500429,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,150,8,900,900,112,5,38,38,8,8,135896,76,TRUE,15.99,0.14973745491267,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,10,0.5,150,8,20390430,20400430,20500430,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,76,TRUE,10.5599999999999,0.310440666012784,"FD_budget",76,38,38,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,10,0.5,150,8,20390430,20400430,20500430,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,TRUE,2.01999999999998,6.39535413607757,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,10,0.5,150,8,20390430,20400430,20500430,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,150,8,900,900,112,5,38,38,8,8,135896,76,TRUE,15.3299999999999,0.210721549263198,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,11,0.5,150,8,20390431,20400431,20500431,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,76,TRUE,10.3000000000002,0.480272787924372,"FD_budget",76,38,38,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,11,0.5,150,8,20390431,20400431,20500431,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,TRUE,1.58999999999992,5.3711624934503,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,11,0.5,150,8,20390431,20400431,20500431,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,150,8,900,900,112,5,38,38,8,8,135896,76,TRUE,15.3399999999999,0.11696633574765,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,12,0.5,150,8,20390432,20400432,20500432,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,76,TRUE,9.68000000000006,0.468156139810999,"FD_budget",76,38,38,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,12,0.5,150,8,20390432,20400432,20500432,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,TRUE,1.72000000000003,5.16302077495367,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,12,0.5,150,8,20390432,20400432,20500432,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,150,8,900,900,112,5,38,38,8,8,135896,76,TRUE,16.27,0.174821867101454,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,13,0.5,150,8,20390433,20400433,20500433,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,76,TRUE,9.34000000000015,0.325292172628995,"FD_budget",76,38,38,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,13,0.5,150,8,20390433,20400433,20500433,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,TRUE,1.49000000000001,7.86821986431368,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,13,0.5,150,8,20390433,20400433,20500433,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,150,8,900,900,112,5,38,38,8,8,135896,76,TRUE,14.73,0.239464281670104,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,14,0.5,150,8,20390434,20400434,20500434,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,76,TRUE,10.5999999999999,0.351708743488828,"FD_budget",76,38,38,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,14,0.5,150,8,20390434,20400434,20500434,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,TRUE,1.8900000000001,4.10976867379553,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,14,0.5,150,8,20390434,20400434,20500434,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,150,8,900,900,112,5,38,38,8,8,135896,76,TRUE,16.45,0.228875192881236,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,15,0.5,150,8,20390435,20400435,20500435,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,76,TRUE,9.6099999999999,0.436874936795938,"FD_budget",76,38,38,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,15,0.5,150,8,20390435,20400435,20500435,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,TRUE,1.82999999999993,7.24816190999629,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,15,0.5,150,8,20390435,20400435,20500435,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,150,8,900,900,112,5,38,38,8,8,135896,76,TRUE,14.9300000000001,0.247801804897518,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,16,0.5,150,8,20390436,20400436,20500436,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,76,TRUE,10.3600000000001,0.489286206534759,"FD_budget",76,38,38,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,16,0.5,150,8,20390436,20400436,20500436,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,TRUE,1.92999999999984,7.04423557669547,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,16,0.5,150,8,20390436,20400436,20500436,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,150,8,900,900,112,5,38,38,8,8,135896,76,TRUE,15.6900000000001,0.16200468065412,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,17,0.5,150,8,20390437,20400437,20500437,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,76,TRUE,9.76999999999998,0.252621443591817,"FD_budget",76,38,38,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,17,0.5,150,8,20390437,20400437,20500437,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,TRUE,1.73000000000002,6.81732268222319,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,17,0.5,150,8,20390437,20400437,20500437,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,150,8,900,900,112,5,38,38,8,8,135896,76,TRUE,16.1500000000001,0.180301359100142,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,18,0.5,150,8,20390438,20400438,20500438,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,76,TRUE,9.30999999999995,0.556505717458815,"FD_budget",76,38,38,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,18,0.5,150,8,20390438,20400438,20500438,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,TRUE,1.41000000000008,5.2136101390999,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,18,0.5,150,8,20390438,20400438,20500438,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,150,8,900,900,112,5,38,38,8,8,135896,76,TRUE,15.04,0.162283665303443,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,19,0.5,150,8,20390439,20400439,20500439,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,76,TRUE,10.74,0.328625775893097,"FD_budget",76,38,38,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,19,0.5,150,8,20390439,20400439,20500439,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,TRUE,1.62000000000012,4.67220979025258,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,19,0.5,150,8,20390439,20400439,20500439,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,150,8,900,900,112,5,38,38,8,8,135896,76,TRUE,15.78,0.252160624193577,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,20,0.5,150,8,20390440,20400440,20500440,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,76,TRUE,10.78,0.412559429230069,"FD_budget",76,38,38,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,20,0.5,150,8,20390440,20400440,20500440,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,TRUE,1.71000000000004,4.99085922672437,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,20,0.5,150,8,20390440,20400440,20500440,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,150,8,900,900,112,5,38,38,8,8,135896,76,TRUE,16.0500000000002,0.167920216369747,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,21,0.5,150,8,20390441,20400441,20500441,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,76,TRUE,10.77,0.35191194242551,"FD_budget",76,38,38,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,21,0.5,150,8,20390441,20400441,20500441,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,TRUE,1.52999999999997,4.69299334558289,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,21,0.5,150,8,20390441,20400441,20500441,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,150,8,900,900,112,5,38,38,8,8,135896,76,TRUE,15.7,0.191029525613735,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,22,0.5,150,8,20390442,20400442,20500442,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,76,TRUE,11.05,0.383451944332137,"FD_budget",76,38,38,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,22,0.5,150,8,20390442,20400442,20500442,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
