"model","rep_id","iter","l2_error","tp","fp","fn","precision","recall","f1","jaccard_prev","hamming_prev","window_union_size","window_union_false_size","false_effective_width_current"
"linear",14,290,0.262859725106733,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",14,295,0.262880055337326,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",14,300,0.262915890500453,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",14,305,0.262890416573098,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",14,310,0.262784824320011,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",14,315,0.262568111412425,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",14,320,0.262324163034132,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",14,325,0.262127086886958,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",14,330,0.261962838312032,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",14,335,0.261831535669281,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",14,340,0.261734821734764,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",14,345,0.261675350091307,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",14,350,0.261647071981973,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",14,355,0.261645732608792,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",14,360,0.261675589959635,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",14,365,0.261735396042082,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",14,370,0.261822972556926,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",14,375,0.261937151210025,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",14,380,0.262179215585655,10,10,0,0.5,1,0.666666666666667,0.0952380952380952,2,21,11,10
"linear",14,385,0.263472067284762,10,10,0,0.5,1,0.666666666666667,0,0,21,11,10
"linear",14,390,0.265458056495697,10,10,0,0.5,1,0.666666666666667,0,0,21,11,10
"linear",14,395,0.267847783343023,10,10,0,0.5,1,0.666666666666667,0,0,21,11,10
"linear",14,400,0.270201644521948,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",14,405,0.272294182399163,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",14,410,0.274008337727703,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",14,415,0.275443476583031,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",14,420,0.276756206076795,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",14,425,0.278065606356246,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",14,430,0.279283835077256,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",14,435,0.280438708515247,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",14,440,0.281608209773181,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",14,445,0.282794565882714,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",14,450,0.283910078437057,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",14,455,0.284903600107603,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",14,460,0.285829171872978,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",14,465,0.286715500481197,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",14,470,0.287567795653716,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",14,475,0.288352126731203,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",14,480,0.289070293304783,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",14,485,0.289731644138792,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",14,490,0.290331720977609,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",14,495,0.29088576000549,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",14,500,0.291430449727531,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,0,4.74513812292805,0,0,10,NA,0,NA,NA,NA,0,0,NA
"linear",15,1,4.62123070329066,10,10,0,0.5,1,0.666666666666667,1,20,20,10,10
"linear",15,2,4.50072216532039,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,3,4.38430102362476,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,4,4.27165872152867,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,5,4.16347325373885,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,6,4.05908057998061,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,7,3.95789920910821,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,8,3.85981250574662,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,9,3.76535330567004,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,10,3.67478447204012,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,11,3.58736127495058,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,12,3.50254891927872,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,13,3.41965065062357,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,14,3.33903119051488,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,15,3.26077816614342,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,16,3.18534732374598,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,17,3.11305045702006,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,18,3.04295254583083,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,19,2.97433945920722,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,20,2.90704329465914,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,21,2.84139413748016,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,22,2.77814236359431,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,23,2.71710270960442,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,24,2.65738287640267,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,25,2.59905743176445,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,26,2.54214985759354,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,27,2.48638734583994,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,28,2.43157273362529,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,29,2.37827208777219,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,30,2.32660846365144,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,31,2.27621454823003,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,32,2.22735566527424,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,33,2.17999466817996,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,34,2.13377870126633,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,35,2.08875837537243,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,36,2.04490601008756,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,37,2.0022401247419,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,38,1.96021179128872,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,39,1.91947206326759,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,40,1.87933945999589,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,45,1.69303590102628,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,50,1.52412106166194,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,55,1.3716402665657,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,60,1.2350316294645,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,65,1.11496382656938,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,70,1.00776272650162,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,75,0.913575068214991,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,80,0.829705990072908,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,85,0.753581138497528,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,90,0.687203964300801,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,95,0.628319590349738,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,100,0.57528821056263,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,105,0.52688105976353,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,110,0.483452716815148,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,115,0.444303606239763,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,120,0.409140600051959,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,125,0.378000455795801,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,130,0.350404797960001,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,135,0.326479329397297,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,140,0.305987610524026,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,145,0.288496399012177,10,10,0,0.5,1,0.666666666666667,0.0952380952380952,2,21,11,10
"linear",15,150,0.275429810216288,10,10,0,0.5,1,0.666666666666667,0,0,21,11,10
"linear",15,155,0.265941271299304,10,10,0,0.5,1,0.666666666666667,0,0,21,11,10
"linear",15,160,0.258121977960694,10,10,0,0.5,1,0.666666666666667,0,0,21,11,10
"linear",15,165,0.251606121161601,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,170,0.246815971674325,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,175,0.243121053464669,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,180,0.239927932573394,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,185,0.237144225836808,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,190,0.233851214117019,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,195,0.23137936873018,10,10,0,0.5,1,0.666666666666667,0.0952380952380952,2,21,11,10
"linear",15,200,0.23203625963956,10,10,0,0.5,1,0.666666666666667,0,0,21,11,10
"linear",15,205,0.233069256038725,10,10,0,0.5,1,0.666666666666667,0,0,21,11,10
"linear",15,210,0.233784600559994,10,10,0,0.5,1,0.666666666666667,0,0,21,11,10
"linear",15,215,0.234673276465309,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,220,0.235218300280092,10,10,0,0.5,1,0.666666666666667,0.0952380952380952,2,21,11,10
"linear",15,225,0.236924256648197,10,10,0,0.5,1,0.666666666666667,0,0,21,11,10
"linear",15,230,0.237818107950591,10,10,0,0.5,1,0.666666666666667,0,0,21,11,10
"linear",15,235,0.238354824372864,10,10,0,0.5,1,0.666666666666667,0,0,21,11,10
"linear",15,240,0.238301564591417,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,245,0.237692301080866,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,250,0.237139099111017,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,255,0.23667868111937,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,260,0.236098269048097,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,265,0.235695219703437,10,10,0,0.5,1,0.666666666666667,0.0952380952380952,2,21,11,10
"linear",15,270,0.237609608435397,10,10,0,0.5,1,0.666666666666667,0,0,21,11,10
"linear",15,275,0.240790940360916,10,10,0,0.5,1,0.666666666666667,0,0,21,11,10
"linear",15,280,0.244088567160496,10,10,0,0.5,1,0.666666666666667,0,0,21,11,10
"linear",15,285,0.247353563248476,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,290,0.250476398376637,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,295,0.253831528056435,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,300,0.257157621397829,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,305,0.26035893437351,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,310,0.263515568076025,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,315,0.266475418457224,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,320,0.269082947710212,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,325,0.271383475657215,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,330,0.27362663885838,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,335,0.275816692007726,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,340,0.277791669010956,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,345,0.279481168724291,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,350,0.280870819130469,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,355,0.281903679756299,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,360,0.282613048013214,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,365,0.28317238144702,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,370,0.283577561346127,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,375,0.283808338516274,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,380,0.283919282733105,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,385,0.283984619156296,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,390,0.284034730235446,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,395,0.284082753699071,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,400,0.284154370853302,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,405,0.284267908185515,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,410,0.284416779218957,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,415,0.284587072253313,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,420,0.284777566130073,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,425,0.284985076716645,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,430,0.285207858853406,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,435,0.285446580441401,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,440,0.285698081766382,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,445,0.285957809074916,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,450,0.286217878620027,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,455,0.286469319896346,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,460,0.286712658275682,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,465,0.28695131371099,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,470,0.287190645159854,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,475,0.287435024105479,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,480,0.28768763428958,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,485,0.287945907238499,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,490,0.288212624802241,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,495,0.288473115308965,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",15,500,0.288720741680234,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,0,4.74513812292805,0,0,10,NA,0,NA,NA,NA,0,0,NA
"linear",16,1,4.61904337517129,10,10,0,0.5,1,0.666666666666667,1,20,20,10,10
"linear",16,2,4.49676113635676,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,3,4.37763448029413,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,4,4.26192771384312,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,5,4.14957019364376,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,6,4.04018428028645,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,7,3.93408216650197,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,8,3.8317380318275,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,9,3.7334513605877,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,10,3.63878401643692,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,11,3.54715111344789,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,12,3.45837038743164,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,13,3.37255577633013,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,14,3.28984634370909,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,15,3.20997356998576,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,16,3.13270770274145,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,17,3.05781020355683,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,18,2.98507611772074,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,19,2.91445739659748,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,20,2.84602525479058,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,21,2.77968509297009,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,22,2.71545417138877,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,23,2.65327700670598,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,24,2.59303548542122,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,25,2.5344974527613,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,26,2.4774655921724,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,27,2.42175692202225,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,28,2.36761173056892,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,29,2.31500928642606,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,30,2.26390535652136,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,31,2.21423361085795,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,32,2.16579903963669,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,33,2.11845244328692,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,34,2.0721374107465,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,35,2.0268689222826,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,36,1.98260948125904,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,37,1.93948147061851,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,38,1.89763403511959,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,39,1.85702681197435,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,40,1.8175524014501,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,45,1.63483279401239,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,50,1.47602574455712,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,55,1.33779219684561,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,60,1.21688671545265,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,65,1.10853730255601,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,70,1.01235725831081,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,75,0.925740542165392,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,80,0.848099051630008,10,10,0,0.5,1,0.666666666666667,0.0952380952380952,2,21,11,10
"linear",16,85,0.778842039764616,10,10,0,0.5,1,0.666666666666667,0,0,21,11,10
"linear",16,90,0.717257373658381,10,10,0,0.5,1,0.666666666666667,0,0,21,11,10
"linear",16,95,0.661203323882191,10,10,0,0.5,1,0.666666666666667,0,0,21,11,10
"linear",16,100,0.611030047144414,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,105,0.567319844864596,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,110,0.528966723060141,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,115,0.49302265052359,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,120,0.459664741108493,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,125,0.428205259559252,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,130,0.398267237929981,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,135,0.370501406536623,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,140,0.345249798799337,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,145,0.323996244888137,10,10,0,0.5,1,0.666666666666667,0.0952380952380952,2,21,11,10
"linear",16,150,0.307096274484314,10,10,0,0.5,1,0.666666666666667,0,0,21,11,10
"linear",16,155,0.293087215404204,10,10,0,0.5,1,0.666666666666667,0,0,21,11,10
"linear",16,160,0.281176545984719,10,10,0,0.5,1,0.666666666666667,0,0,21,11,10
"linear",16,165,0.270539546370114,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,170,0.261820465316397,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,175,0.254831937742524,10,10,0,0.5,1,0.666666666666667,0.0952380952380952,2,21,11,10
"linear",16,180,0.250465049482445,10,10,0,0.5,1,0.666666666666667,0,0,21,11,10
"linear",16,185,0.246157439753952,10,10,0,0.5,1,0.666666666666667,0,0,21,11,10
"linear",16,190,0.243067688968732,10,10,0,0.5,1,0.666666666666667,0,0,21,11,10
"linear",16,195,0.241177155784398,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,200,0.239801362204879,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,205,0.238925638584506,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,210,0.238185685691408,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,215,0.237434283841521,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,220,0.237032415068171,10,10,0,0.5,1,0.666666666666667,0.0952380952380952,2,21,11,10
"linear",16,225,0.237268472489592,10,10,0,0.5,1,0.666666666666667,0,0,21,11,10
"linear",16,230,0.237906322873532,10,10,0,0.5,1,0.666666666666667,0.0952380952380952,2,22,12,10
"linear",16,235,0.238542180466253,10,10,0,0.5,1,0.666666666666667,0,0,22,12,10
"linear",16,240,0.239024454250972,10,10,0,0.5,1,0.666666666666667,0,0,21,11,10
"linear",16,245,0.240821661594472,10,10,0,0.5,1,0.666666666666667,0,0,21,11,10
"linear",16,250,0.242878340449938,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,255,0.245218830600312,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,260,0.247212690588751,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,265,0.248553708548966,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,270,0.24922737941964,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,275,0.2495604946026,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,280,0.249877306908256,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,285,0.250286781428755,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,290,0.250792851266834,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,295,0.251346327452757,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,300,0.251951057146412,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,305,0.252585070970231,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,310,0.253250047859929,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,315,0.253929333492068,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,320,0.254620524212196,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,325,0.255347753626726,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,330,0.256074863494891,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,335,0.256809357563625,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,340,0.25757945859487,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,345,0.258361649912479,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,350,0.25919140714622,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,355,0.259983750836825,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,360,0.260709793312743,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,365,0.261364464430819,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,370,0.261941921253764,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,375,0.262418434091597,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,380,0.262849325457758,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,385,0.263282160919977,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,390,0.263691413147954,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,395,0.264093942129072,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,400,0.264493802884225,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,405,0.264861396716736,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,410,0.265164796084276,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,415,0.265389851432413,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,420,0.265518627674486,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,425,0.265593566142174,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,430,0.265646332080661,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,435,0.26569685475473,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,440,0.265748686002223,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,445,0.265775672789662,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,450,0.265725222482447,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,455,0.265609423482338,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
"linear",16,460,0.265457177683287,10,10,0,0.5,1,0.666666666666667,0,0,20,10,10
