"stage","method","config","repeat_id","outer_seed","fold","rmse","mae","r2","eta","eta_scale","q","k1_cap","T","T1","T2","lambda","s","tau_q","tau_x_q","tau_y_q","tau","tau_x","tau_y","nonzero","n1","n2","b2","K1","K1_default","K1_tar","K2","K2_tar","stage1_block_size","stage2_block_size","eligible","eta_base","y_center","fold_seed","lasso_seed","ts_seed"
"after_stage2","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=0, T2=4, eta=0.5/L",1,20260517,1,0.632283939822783,0.495951674286036,0.131883977168578,6.74445884912633e-05,0.5,0.4,2,NA,0,4,NA,40,NA,NA,NA,NA,NA,NA,40,252,167,41,2,31,262,2,7,126,20.5,TRUE,0.000134889176982527,2.424547,20261517,20261518,20261738
"after_stage2","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=10, T2=4, eta=0.5/L",1,20260517,1,0.594091976684062,0.468635857530628,0.233590560781666,6.74445884912633e-05,0.5,0.4,5,NA,10,4,NA,40,NA,NA,NA,NA,NA,NA,40,252,167,41,5,31,262,2,7,50.4,20.5,TRUE,0.000134889176982527,2.424547,20261517,20261518,20261738
"after_stage2","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=20, T2=4, eta=0.5/L",1,20260517,1,0.587156218190828,0.468326260646987,0.251381078671592,6.74445884912633e-05,0.5,0.4,5,NA,20,4,NA,40,NA,NA,NA,NA,NA,NA,40,252,167,41,5,31,262,2,7,50.4,20.5,TRUE,0.000134889176982527,2.424547,20261517,20261518,20261738
"after_stage2","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=30, T2=4, eta=0.5/L",1,20260517,1,0.590540538526751,0.47291892816926,0.24272625123486,6.74445884912633e-05,0.5,0.4,5,NA,30,4,NA,40,NA,NA,NA,NA,NA,NA,40,252,167,41,5,31,262,2,7,50.4,20.5,TRUE,0.000134889176982527,2.424547,20261517,20261518,20261738
"after_stage2","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=40, T2=4, eta=0.5/L",1,20260517,1,0.589839882418112,0.468535923964863,0.244522143915778,6.74445884912633e-05,0.5,0.4,5,NA,40,4,NA,40,NA,NA,NA,NA,NA,NA,40,252,167,41,5,31,262,2,7,50.4,20.5,TRUE,0.000134889176982527,2.424547,20261517,20261518,20261738
"after_stage2","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",1,20260517,1,0.597208039707669,0.476805518954296,0.22552971056813,6.74445884912633e-05,0.5,0.4,25,NA,50,4,NA,40,NA,NA,NA,NA,NA,NA,40,252,167,41,25,31,262,2,7,10.08,20.5,TRUE,0.000134889176982527,2.424547,20261517,20261518,20261738
"after_stage2","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=60, T2=4, eta=0.5/L",1,20260517,1,0.598447907636154,0.476507419600034,0.222310605696699,6.74445884912633e-05,0.5,0.4,5,NA,60,4,NA,40,NA,NA,NA,NA,NA,NA,40,252,167,41,5,31,262,2,7,50.4,20.5,TRUE,0.000134889176982527,2.424547,20261517,20261518,20261738
"after_stage2","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=70, T2=4, eta=0.5/L",1,20260517,1,0.600009556102344,0.477990300024498,0.218246552594155,6.74445884912633e-05,0.5,0.4,25,NA,70,4,NA,40,NA,NA,NA,NA,NA,NA,40,252,167,41,25,31,262,2,7,10.08,20.5,TRUE,0.000134889176982527,2.424547,20261517,20261518,20261738
"after_stage2","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=80, T2=4, eta=0.5/L",1,20260517,1,0.605659099692069,0.48328045481353,0.203455645643199,6.74445884912633e-05,0.5,0.4,25,NA,80,4,NA,40,NA,NA,NA,NA,NA,NA,40,252,167,41,25,31,262,2,7,10.08,20.5,TRUE,0.000134889176982527,2.424547,20261517,20261518,20261738
"after_stage2","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=90, T2=4, eta=0.5/L",1,20260517,1,0.606139182277679,0.484015100884334,0.202192365249826,6.74445884912633e-05,0.5,0.4,25,NA,90,4,NA,40,NA,NA,NA,NA,NA,NA,40,252,167,41,25,31,262,2,7,10.08,20.5,TRUE,0.000134889176982527,2.424547,20261517,20261518,20261738
"after_stage2","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=100, T2=4, eta=0.5/L",1,20260517,1,0.605907425524852,0.482158985386521,0.202802330632558,6.74445884912633e-05,0.5,0.4,25,NA,100,4,NA,40,NA,NA,NA,NA,NA,NA,40,252,167,41,25,31,262,2,7,10.08,20.5,TRUE,0.000134889176982527,2.424547,20261517,20261518,20261738
"stage1_only","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=0, T2=4, eta=0.5/L",1,20260517,1,0.68492676897094,0.505330685714286,-0.018689314511747,6.74445884912633e-05,0.5,0.4,2,NA,0,4,NA,40,NA,NA,NA,NA,NA,NA,0,252,167,41,2,31,262,2,7,126,20.5,TRUE,0.000134889176982527,2.424547,20261517,20261518,20261738
"stage1_only","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=10, T2=4, eta=0.5/L",1,20260517,1,0.582858627706296,0.449511853814122,0.262299751991155,6.74445884912633e-05,0.5,0.4,5,NA,10,4,NA,40,NA,NA,NA,NA,NA,NA,40,252,167,41,5,31,262,2,7,50.4,20.5,TRUE,0.000134889176982527,2.424547,20261517,20261518,20261738
"stage1_only","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=20, T2=4, eta=0.5/L",1,20260517,1,0.557776087042848,0.439924031938259,0.324425492817232,6.74445884912633e-05,0.5,0.4,5,NA,20,4,NA,40,NA,NA,NA,NA,NA,NA,40,252,167,41,5,31,262,2,7,50.4,20.5,TRUE,0.000134889176982527,2.424547,20261517,20261518,20261738
"stage1_only","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=30, T2=4, eta=0.5/L",1,20260517,1,0.550165263594973,0.434948779206962,0.342736063896046,6.74445884912633e-05,0.5,0.4,5,NA,30,4,NA,40,NA,NA,NA,NA,NA,NA,40,252,167,41,5,31,262,2,7,50.4,20.5,TRUE,0.000134889176982527,2.424547,20261517,20261518,20261738
"stage1_only","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=40, T2=4, eta=0.5/L",1,20260517,1,0.544434656681425,0.431402577688569,0.356357079866075,6.74445884912633e-05,0.5,0.4,5,NA,40,4,NA,40,NA,NA,NA,NA,NA,NA,40,252,167,41,5,31,262,2,7,50.4,20.5,TRUE,0.000134889176982527,2.424547,20261517,20261518,20261738
"stage1_only","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",1,20260517,1,0.542358535039246,0.427460330253728,0.361256595810729,6.74445884912633e-05,0.5,0.4,5,NA,50,4,NA,40,NA,NA,NA,NA,NA,NA,40,252,167,41,5,31,262,2,7,50.4,20.5,TRUE,0.000134889176982527,2.424547,20261517,20261518,20261738
"stage1_only","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=60, T2=4, eta=0.5/L",1,20260517,1,0.545422906444387,0.427310332077871,0.354018296848032,6.74445884912633e-05,0.5,0.4,5,NA,60,4,NA,40,NA,NA,NA,NA,NA,NA,40,252,167,41,5,31,262,2,7,50.4,20.5,TRUE,0.000134889176982527,2.424547,20261517,20261518,20261738
"stage1_only","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=70, T2=4, eta=0.5/L",1,20260517,1,0.55192828611207,0.429390922879987,0.338516867026543,6.74445884912633e-05,0.5,0.4,5,NA,70,4,NA,40,NA,NA,NA,NA,NA,NA,40,252,167,41,5,31,262,2,7,50.4,20.5,TRUE,0.000134889176982527,2.424547,20261517,20261518,20261738
"stage1_only","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=80, T2=4, eta=0.5/L",1,20260517,1,0.560358714772698,0.43256664898513,0.318154887803488,6.74445884912633e-05,0.5,0.4,5,NA,80,4,NA,40,NA,NA,NA,NA,NA,NA,40,252,167,41,5,31,262,2,7,50.4,20.5,TRUE,0.000134889176982527,2.424547,20261517,20261518,20261738
"stage1_only","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=90, T2=4, eta=0.5/L",1,20260517,1,0.568941039310649,0.438841062722207,0.297108981269442,6.74445884912633e-05,0.5,0.4,5,NA,90,4,NA,40,NA,NA,NA,NA,NA,NA,40,252,167,41,5,31,262,2,7,50.4,20.5,TRUE,0.000134889176982527,2.424547,20261517,20261518,20261738
"stage1_only","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=100, T2=4, eta=0.5/L",1,20260517,1,0.577730548125984,0.446013602927672,0.275223448254973,6.74445884912633e-05,0.5,0.4,5,NA,100,4,NA,40,NA,NA,NA,NA,NA,NA,40,252,167,41,5,31,262,2,7,50.4,20.5,TRUE,0.000134889176982527,2.424547,20261517,20261518,20261738
"after_stage2","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=0, T2=4, eta=0.5/L",1,20260517,2,0.641443315110475,0.448699796297792,0.181435179138474,6.65874494057837e-05,0.5,0.4,2,NA,0,4,NA,35,NA,NA,NA,NA,NA,NA,35,252,167,41,2,31,230,2,7,126,20.5,TRUE,0.000133174898811567,2.44818,20262517,20262518,20262738
"after_stage2","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=10, T2=4, eta=0.5/L",1,20260517,2,0.608499134401982,0.43081333200124,0.263358064190414,6.65874494057837e-05,0.5,0.4,2,NA,10,4,NA,35,NA,NA,NA,NA,NA,NA,35,252,167,41,2,31,230,2,7,126,20.5,TRUE,0.000133174898811567,2.44818,20262517,20262518,20262738
"after_stage2","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=20, T2=4, eta=0.5/L",1,20260517,2,0.608250962177866,0.421289997797362,0.263958810444657,6.65874494057837e-05,0.5,0.4,2,NA,20,4,NA,35,NA,NA,NA,NA,NA,NA,35,252,167,41,2,31,230,2,7,126,20.5,TRUE,0.000133174898811567,2.44818,20262517,20262518,20262738
"after_stage2","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=30, T2=4, eta=0.5/L",1,20260517,2,0.602608086443055,0.415107506110577,0.277552288405341,6.65874494057837e-05,0.5,0.4,2,NA,30,4,NA,35,NA,NA,NA,NA,NA,NA,35,252,167,41,2,31,230,2,7,126,20.5,TRUE,0.000133174898811567,2.44818,20262517,20262518,20262738
"after_stage2","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=40, T2=4, eta=0.5/L",1,20260517,2,0.601275050230421,0.41502204346963,0.280745022778288,6.65874494057837e-05,0.5,0.4,2,NA,40,4,NA,35,NA,NA,NA,NA,NA,NA,35,252,167,41,2,31,230,2,7,126,20.5,TRUE,0.000133174898811567,2.44818,20262517,20262518,20262738
"after_stage2","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",1,20260517,2,0.59956571644299,0.414590529780418,0.284828675570525,6.65874494057837e-05,0.5,0.4,2,NA,50,4,NA,35,NA,NA,NA,NA,NA,NA,35,252,167,41,2,31,230,2,7,126,20.5,TRUE,0.000133174898811567,2.44818,20262517,20262518,20262738
"after_stage2","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=60, T2=4, eta=0.5/L",1,20260517,2,0.595219446459538,0.412102041902177,0.295159691487284,6.65874494057837e-05,0.5,0.4,2,NA,60,4,NA,35,NA,NA,NA,NA,NA,NA,35,252,167,41,2,31,230,2,7,126,20.5,TRUE,0.000133174898811567,2.44818,20262517,20262518,20262738
"after_stage2","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=70, T2=4, eta=0.5/L",1,20260517,2,0.596133747633201,0.41384476748895,0.292992654519241,6.65874494057837e-05,0.5,0.4,2,NA,70,4,NA,35,NA,NA,NA,NA,NA,NA,35,252,167,41,2,31,230,2,7,126,20.5,TRUE,0.000133174898811567,2.44818,20262517,20262518,20262738
"after_stage2","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=80, T2=4, eta=0.5/L",1,20260517,2,0.596145598922884,0.414280979076969,0.292964543270111,6.65874494057837e-05,0.5,0.4,2,NA,80,4,NA,35,NA,NA,NA,NA,NA,NA,35,252,167,41,2,31,230,2,7,126,20.5,TRUE,0.000133174898811567,2.44818,20262517,20262518,20262738
"after_stage2","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=90, T2=4, eta=0.5/L",1,20260517,2,0.596483865331684,0.414217513753883,0.292161940015288,6.65874494057837e-05,0.5,0.4,2,NA,90,4,NA,35,NA,NA,NA,NA,NA,NA,35,252,167,41,2,31,230,2,7,126,20.5,TRUE,0.000133174898811567,2.44818,20262517,20262518,20262738
"after_stage2","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=100, T2=4, eta=0.5/L",1,20260517,2,0.597191541399526,0.41597057952518,0.29048136746987,6.65874494057837e-05,0.5,0.4,2,NA,100,4,NA,35,NA,NA,NA,NA,NA,NA,35,252,167,41,2,31,230,2,7,126,20.5,TRUE,0.000133174898811567,2.44818,20262517,20262518,20262738
"stage1_only","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=0, T2=4, eta=0.5/L",1,20260517,2,0.709622297287266,0.501192228571429,-0.00182304055825577,6.65874494057837e-05,0.5,0.4,2,NA,0,4,NA,35,NA,NA,NA,NA,NA,NA,0,252,167,41,2,31,230,2,7,126,20.5,TRUE,0.000133174898811567,2.44818,20262517,20262518,20262738
"stage1_only","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=10, T2=4, eta=0.5/L",1,20260517,2,0.618036961516505,0.430482907517994,0.240084318259806,6.65874494057837e-05,0.5,0.4,2,NA,10,4,NA,35,NA,NA,NA,NA,NA,NA,35,252,167,41,2,31,230,2,7,126,20.5,TRUE,0.000133174898811567,2.44818,20262517,20262518,20262738
"stage1_only","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=20, T2=4, eta=0.5/L",1,20260517,2,0.6103438186224,0.422315471853523,0.258884988028664,6.65874494057837e-05,0.5,0.4,2,NA,20,4,NA,35,NA,NA,NA,NA,NA,NA,35,252,167,41,2,31,230,2,7,126,20.5,TRUE,0.000133174898811567,2.44818,20262517,20262518,20262738
"stage1_only","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=30, T2=4, eta=0.5/L",1,20260517,2,0.604387348777907,0.437481708467579,0.27327978790504,6.65874494057837e-05,0.5,0.4,5,NA,30,4,NA,35,NA,NA,NA,NA,NA,NA,35,252,167,41,5,31,230,2,7,50.4,20.5,TRUE,0.000133174898811567,2.44818,20262517,20262518,20262738
"stage1_only","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=40, T2=4, eta=0.5/L",1,20260517,2,0.607487603841235,0.441497579644411,0.265805122714958,6.65874494057837e-05,0.5,0.4,5,NA,40,4,NA,35,NA,NA,NA,NA,NA,NA,35,252,167,41,5,31,230,2,7,50.4,20.5,TRUE,0.000133174898811567,2.44818,20262517,20262518,20262738
"stage1_only","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",1,20260517,2,0.606144070316549,0.419766556759819,0.26904905604151,6.65874494057837e-05,0.5,0.4,2,NA,50,4,NA,35,NA,NA,NA,NA,NA,NA,35,252,167,41,2,31,230,2,7,126,20.5,TRUE,0.000133174898811567,2.44818,20262517,20262518,20262738
"stage1_only","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=60, T2=4, eta=0.5/L",1,20260517,2,0.606044865225623,0.421690216112813,0.269288299892504,6.65874494057837e-05,0.5,0.4,2,NA,60,4,NA,35,NA,NA,NA,NA,NA,NA,35,252,167,41,2,31,230,2,7,126,20.5,TRUE,0.000133174898811567,2.44818,20262517,20262518,20262738
"stage1_only","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=70, T2=4, eta=0.5/L",1,20260517,2,0.606860393205361,0.423877642338617,0.267320403389554,6.65874494057837e-05,0.5,0.4,2,NA,70,4,NA,35,NA,NA,NA,NA,NA,NA,35,252,167,41,2,31,230,2,7,126,20.5,TRUE,0.000133174898811567,2.44818,20262517,20262518,20262738
"stage1_only","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=80, T2=4, eta=0.5/L",1,20260517,2,0.608137103625344,0.426455381170569,0.264234343887122,6.65874494057837e-05,0.5,0.4,2,NA,80,4,NA,35,NA,NA,NA,NA,NA,NA,35,252,167,41,2,31,230,2,7,126,20.5,TRUE,0.000133174898811567,2.44818,20262517,20262518,20262738
"stage1_only","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=90, T2=4, eta=0.5/L",1,20260517,2,0.608320544409442,0.428148196668727,0.263790398650396,6.65874494057837e-05,0.5,0.4,2,NA,90,4,NA,35,NA,NA,NA,NA,NA,NA,35,252,167,41,2,31,230,2,7,126,20.5,TRUE,0.000133174898811567,2.44818,20262517,20262518,20262738
"stage1_only","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=100, T2=4, eta=0.5/L",1,20260517,2,0.608641382157566,0.429441658937037,0.263013616996025,6.65874494057837e-05,0.5,0.4,2,NA,100,4,NA,35,NA,NA,NA,NA,NA,NA,35,252,167,41,2,31,230,2,7,126,20.5,TRUE,0.000133174898811567,2.44818,20262517,20262518,20262738
"after_stage2","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=0, T2=4, eta=0.5/L",1,20260517,3,1.03479609232529,0.617578710992238,0.228480054511827,6.57134179749184e-05,0.5,0.4,2,NA,0,4,NA,46,NA,NA,NA,NA,NA,NA,46,252,167,41,2,31,302,2,7,126,20.5,TRUE,0.000131426835949837,2.477898,20263517,20263518,20263738
"after_stage2","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=10, T2=4, eta=0.5/L",1,20260517,3,0.987397093892995,0.613936168370006,0.2975405047712,6.57134179749184e-05,0.5,0.4,2,NA,10,4,NA,46,NA,NA,NA,NA,NA,NA,46,252,167,41,2,31,302,2,7,126,20.5,TRUE,0.000131426835949837,2.477898,20263517,20263518,20263738
"after_stage2","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=20, T2=4, eta=0.5/L",1,20260517,3,0.972645499576475,0.621508371777899,0.318373037239223,6.57134179749184e-05,0.5,0.4,2,NA,20,4,NA,46,NA,NA,NA,NA,NA,NA,46,252,167,41,2,31,302,2,7,126,20.5,TRUE,0.000131426835949837,2.477898,20263517,20263518,20263738
"after_stage2","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=30, T2=4, eta=0.5/L",1,20260517,3,0.967035450064364,0.626580162460965,0.326213371752942,6.57134179749184e-05,0.5,0.4,2,NA,30,4,NA,46,NA,NA,NA,NA,NA,NA,46,252,167,41,2,31,302,2,7,126,20.5,TRUE,0.000131426835949837,2.477898,20263517,20263518,20263738
"after_stage2","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=40, T2=4, eta=0.5/L",1,20260517,3,0.967991845097872,0.633341951557414,0.324879966979194,6.57134179749184e-05,0.5,0.4,2,NA,40,4,NA,46,NA,NA,NA,NA,NA,NA,46,252,167,41,2,31,302,2,7,126,20.5,TRUE,0.000131426835949837,2.477898,20263517,20263518,20263738
"after_stage2","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",1,20260517,3,0.967536076945132,0.637488738696271,0.325515562772179,6.57134179749184e-05,0.5,0.4,2,NA,50,4,NA,46,NA,NA,NA,NA,NA,NA,46,252,167,41,2,31,302,2,7,126,20.5,TRUE,0.000131426835949837,2.477898,20263517,20263518,20263738
"after_stage2","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=60, T2=4, eta=0.5/L",1,20260517,3,0.972506368507776,0.644026970359087,0.318568028538729,6.57134179749184e-05,0.5,0.4,2,NA,60,4,NA,46,NA,NA,NA,NA,NA,NA,46,252,167,41,2,31,302,2,7,126,20.5,TRUE,0.000131426835949837,2.477898,20263517,20263518,20263738
"after_stage2","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=70, T2=4, eta=0.5/L",1,20260517,3,0.977311336638769,0.64847377622696,0.311817743386073,6.57134179749184e-05,0.5,0.4,2,NA,70,4,NA,46,NA,NA,NA,NA,NA,NA,46,252,167,41,2,31,302,2,7,126,20.5,TRUE,0.000131426835949837,2.477898,20263517,20263518,20263738
"after_stage2","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=80, T2=4, eta=0.5/L",1,20260517,3,0.980978146003188,0.651141138512168,0.306644024576645,6.57134179749184e-05,0.5,0.4,2,NA,80,4,NA,46,NA,NA,NA,NA,NA,NA,46,252,167,41,2,31,302,2,7,126,20.5,TRUE,0.000131426835949837,2.477898,20263517,20263518,20263738
"after_stage2","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=90, T2=4, eta=0.5/L",1,20260517,3,0.9844925383957,0.653300227421673,0.301667176098838,6.57134179749184e-05,0.5,0.4,2,NA,90,4,NA,46,NA,NA,NA,NA,NA,NA,46,252,167,41,2,31,302,2,7,126,20.5,TRUE,0.000131426835949837,2.477898,20263517,20263518,20263738
"after_stage2","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=100, T2=4, eta=0.5/L",1,20260517,3,0.987723463231104,0.655696826073106,0.297076053070133,6.57134179749184e-05,0.5,0.4,2,NA,100,4,NA,46,NA,NA,NA,NA,NA,NA,46,252,167,41,2,31,302,2,7,126,20.5,TRUE,0.000131426835949837,2.477898,20263517,20263518,20263738
"stage1_only","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=0, T2=4, eta=0.5/L",1,20260517,3,1.18495260424797,0.65629280952381,-0.011671597676238,6.57134179749184e-05,0.5,0.4,2,NA,0,4,NA,46,NA,NA,NA,NA,NA,NA,0,252,167,41,2,31,302,2,7,126,20.5,TRUE,0.000131426835949837,2.477898,20263517,20263518,20263738
"stage1_only","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=10, T2=4, eta=0.5/L",1,20260517,3,1.02820587418674,0.594942438556545,0.238275789561771,6.57134179749184e-05,0.5,0.4,2,NA,10,4,NA,46,NA,NA,NA,NA,NA,NA,46,252,167,41,2,31,302,2,7,126,20.5,TRUE,0.000131426835949837,2.477898,20263517,20263518,20263738
"stage1_only","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=20, T2=4, eta=0.5/L",1,20260517,3,0.999619061571653,0.602214561441937,0.280042838584126,6.57134179749184e-05,0.5,0.4,2,NA,20,4,NA,46,NA,NA,NA,NA,NA,NA,46,252,167,41,2,31,302,2,7,126,20.5,TRUE,0.000131426835949837,2.477898,20263517,20263518,20263738
"stage1_only","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=30, T2=4, eta=0.5/L",1,20260517,3,0.985412085928149,0.607022203908756,0.300362036457003,6.57134179749184e-05,0.5,0.4,2,NA,30,4,NA,46,NA,NA,NA,NA,NA,NA,46,252,167,41,2,31,302,2,7,126,20.5,TRUE,0.000131426835949837,2.477898,20263517,20263518,20263738
"stage1_only","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=40, T2=4, eta=0.5/L",1,20260517,3,0.981390142998549,0.612156822458575,0.3060615028019,6.57134179749184e-05,0.5,0.4,2,NA,40,4,NA,46,NA,NA,NA,NA,NA,NA,46,252,167,41,2,31,302,2,7,126,20.5,TRUE,0.000131426835949837,2.477898,20263517,20263518,20263738
"stage1_only","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",1,20260517,3,0.980471012645391,0.617975186053262,0.307360723631368,6.57134179749184e-05,0.5,0.4,2,NA,50,4,NA,46,NA,NA,NA,NA,NA,NA,46,252,167,41,2,31,302,2,7,126,20.5,TRUE,0.000131426835949837,2.477898,20263517,20263518,20263738
"stage1_only","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=60, T2=4, eta=0.5/L",1,20260517,3,0.983600737851342,0.62308763333521,0.302931769783666,6.57134179749184e-05,0.5,0.4,2,NA,60,4,NA,46,NA,NA,NA,NA,NA,NA,46,252,167,41,2,31,302,2,7,126,20.5,TRUE,0.000131426835949837,2.477898,20263517,20263518,20263738
"stage1_only","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=70, T2=4, eta=0.5/L",1,20260517,3,0.986916154057628,0.627156307626126,0.298224643864989,6.57134179749184e-05,0.5,0.4,2,NA,70,4,NA,46,NA,NA,NA,NA,NA,NA,46,252,167,41,2,31,302,2,7,126,20.5,TRUE,0.000131426835949837,2.477898,20263517,20263518,20263738
"stage1_only","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=80, T2=4, eta=0.5/L",1,20260517,3,0.9902715165901,0.630472548298339,0.293444676381544,6.57134179749184e-05,0.5,0.4,2,NA,80,4,NA,46,NA,NA,NA,NA,NA,NA,46,252,167,41,2,31,302,2,7,126,20.5,TRUE,0.000131426835949837,2.477898,20263517,20263518,20263738
"stage1_only","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=90, T2=4, eta=0.5/L",1,20260517,3,0.993593719924003,0.633246359496173,0.28869596281039,6.57134179749184e-05,0.5,0.4,2,NA,90,4,NA,46,NA,NA,NA,NA,NA,NA,46,252,167,41,2,31,302,2,7,126,20.5,TRUE,0.000131426835949837,2.477898,20263517,20263518,20263738
"stage1_only","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=100, T2=4, eta=0.5/L",1,20260517,3,0.996860296565979,0.635781748508424,0.284011254024239,6.57134179749184e-05,0.5,0.4,2,NA,100,4,NA,46,NA,NA,NA,NA,NA,NA,46,252,167,41,2,31,302,2,7,126,20.5,TRUE,0.000131426835949837,2.477898,20263517,20263518,20263738
"after_stage2","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=0, T2=4, eta=0.5/L",1,20260517,4,1.2227339575627,0.566246931873463,0.072550119772391,6.44379912200231e-05,0.5,0.4,2,NA,0,4,NA,38,NA,NA,NA,NA,NA,NA,38,252,167,41,2,31,249,2,7,126,20.5,TRUE,0.000128875982440046,2.477898,20264517,20264518,20264738
"after_stage2","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=10, T2=4, eta=0.5/L",1,20260517,4,1.13478353314561,0.579374943503223,0.201173336158855,6.44379912200231e-05,0.5,0.4,2,NA,10,4,NA,38,NA,NA,NA,NA,NA,NA,38,252,167,41,2,31,249,2,7,126,20.5,TRUE,0.000128875982440046,2.477898,20264517,20264518,20264738
"after_stage2","TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=20, T2=4, eta=0.5/L",1,20260517,4,1.11302514736092,0.591072676970234,0.231513122574414,6.44379912200231e-05,0.5,0.4,2,NA,20,4,NA,38,NA,NA,NA,NA,NA,NA,38,252,167,41,2,31,249,2,7,126,20.5,TRUE,0.000128875982440046,2.477898,20264517,20264518,20264738
