"method","config","repeat_id","outer_seed","fold","rmse","mae","r2","eta","eta_scale","q","k1_cap","T","T1","T2","lambda","s","tau_q","tau_x_q","tau_y_q","tau","tau_x","tau_y","nonzero","n1","n2","b2","K1","K1_default","K1_tar","K2","K2_tar","stage1_block_size","stage2_block_size","eligible","eta_base","y_center","fold_seed","lasso_seed","ts_seed"
"IHT","IHT eta=0.5/L, T=50",19,22060517,1,1.01011960074508,0.602444025931244,0.242863567289155,6.97645987600463e-05,0.5,NA,NA,50,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000139529197520093,2.477898,22061517,22061518,NA
"LASSO","LASSO cv.glmnet lambda.min",19,22060517,1,1.02977611327048,0.601037709127061,0.213109730209927,NA,NA,NA,NA,NA,NA,NA,2.41387421030022,8,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000139529197520093,2.477898,22061517,22061518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",19,22060517,1,1.08959539439583,0.670995951991761,0.119034166608508,NA,NA,NA,NA,NA,NA,NA,0.227900270151249,8,NA,0.99,0.98,NA,26.3014833301197,2.77956388,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000139529197520093,2.477898,22061517,22061558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",19,22060517,1,1.01665648550938,0.617155205532948,0.233032398595893,6.97645987600463e-05,0.5,0.4,2,NA,50,4,NA,8,NA,NA,NA,NA,NA,NA,8,252,167,41,2,31,53,2,7,126,20.5,TRUE,0.000139529197520093,2.477898,22061517,22061518,22061738
"Adaptive Huber","Adaptive Huber tau_q=0.99",19,22060517,2,0.924855894151509,0.625329066316256,0.184800169291369,NA,NA,NA,NA,NA,NA,NA,0.137550847596426,13,0.99,NA,NA,3.21528811421889,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000136876393588047,2.469354,22062517,22062548,NA
"IHT","IHT eta=0.5/L, T=50",19,22060517,2,0.880648134220984,0.599970403601252,0.260870081376359,6.84381967940237e-05,0.5,NA,NA,50,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000136876393588047,2.469354,22062517,22062518,NA
"LASSO","LASSO cv.glmnet lambda.min",19,22060517,2,0.880425512453996,0.580296994243447,0.26124372802143,NA,NA,NA,NA,NA,NA,NA,1.8611286823191,13,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000136876393588047,2.469354,22062517,22062518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",19,22060517,2,1.12054790503014,0.775829367148941,-0.196676601512644,NA,NA,NA,NA,NA,NA,NA,0.0924465467718,13,NA,0.99,0.98,NA,25.9592497413943,2.26351667999999,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000136876393588047,2.469354,22062517,22062558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",19,22060517,2,0.872054457367169,0.598129763246661,0.275225081191279,6.84381967940237e-05,0.5,0.4,2,NA,50,4,NA,13,NA,NA,NA,NA,NA,NA,13,252,167,41,2,31,86,2,7,126,20.5,TRUE,0.000136876393588047,2.469354,22062517,22062518,22062738
"Adaptive Huber","Adaptive Huber tau_q=0.99",19,22060517,3,0.728125783173312,0.549033823443668,-0.0618982097656453,NA,NA,NA,NA,NA,NA,NA,0.12645774035854,33,0.99,NA,NA,3.24757073382017,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000140253606058634,2.471426,22063517,22063548,NA
"IHT","IHT eta=0.5/L, T=50",19,22060517,3,0.750489591672017,0.557354143073357,-0.128130695015894,7.01268030293172e-05,0.5,NA,NA,50,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000140253606058634,2.471426,22063517,22063518,NA
"LASSO","LASSO cv.glmnet lambda.min",19,22060517,3,0.738787776686024,0.55270605894247,-0.0932247913210296,NA,NA,NA,NA,NA,NA,NA,0.707001222454013,33,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000140253606058634,2.471426,22063517,22063518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",19,22060517,3,0.798455577829959,0.601933305713596,-0.27694322195334,NA,NA,NA,NA,NA,NA,NA,0.159036789392624,33,NA,0.99,0.98,NA,26.1214051410134,3.00945091999999,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000140253606058634,2.471426,22063517,22063558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",19,22060517,3,0.67881855921729,0.496112788321237,0.0770514662277706,7.01268030293172e-05,0.5,0.4,15,NA,50,4,NA,33,NA,NA,NA,NA,NA,NA,33,252,167,41,15,31,217,2,7,16.8,20.5,TRUE,0.000140253606058634,2.471426,22063517,22063518,22063738
"Adaptive Huber","Adaptive Huber tau_q=0.99",19,22060517,4,0.83490691820174,0.527700501309527,0.232591888326619,NA,NA,NA,NA,NA,NA,NA,0.146415530101558,35,0.99,NA,NA,2.70348094764844,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.00012799670576375,2.458379,22064517,22064548,NA
"IHT","IHT eta=0.5/L, T=50",19,22060517,4,0.781881599836498,0.494272692693605,0.32697336480284,6.39983528818748e-05,0.5,NA,NA,50,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.00012799670576375,2.458379,22064517,22064518,NA
"LASSO","LASSO cv.glmnet lambda.min",19,22060517,4,0.790624316034058,0.51209204749615,0.311838137949536,NA,NA,NA,NA,NA,NA,NA,0.514092999053318,35,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.00012799670576375,2.458379,22064517,22064518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",19,22060517,4,0.938727900734961,0.630962672564512,0.0298704837310946,NA,NA,NA,NA,NA,NA,NA,0.134052271586926,35,NA,0.99,0.98,NA,27.4424452377806,2.76004488,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.00012799670576375,2.458379,22064517,22064558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",19,22060517,4,0.785940911270524,0.490067701145337,0.319966890493113,6.39983528818748e-05,0.5,0.4,2,NA,50,4,NA,35,NA,NA,NA,NA,NA,NA,35,252,167,41,2,31,230,2,7,126,20.5,TRUE,0.00012799670576375,2.458379,22064517,22064518,22064738
"Adaptive Huber","Adaptive Huber tau_q=0.99",19,22060517,5,0.838638338738075,0.507027944008059,0.233942017895603,NA,NA,NA,NA,NA,NA,NA,0.128728772281279,46,0.99,NA,NA,2.68220837467676,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000133947082191643,2.460678,22065517,22065548,NA
"IHT","IHT eta=0.5/L, T=50",19,22060517,5,0.858862777194087,0.497838635774982,0.196548290502646,6.69735410958215e-05,0.5,NA,NA,50,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000133947082191643,2.460678,22065517,22065518,NA
"LASSO","LASSO cv.glmnet lambda.min",19,22060517,5,0.876932282360402,0.51879999341919,0.162385217840304,NA,NA,NA,NA,NA,NA,NA,0.311540140290203,46,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000133947082191643,2.460678,22065517,22065518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",19,22060517,5,0.820020958657396,0.518807323181321,0.267576749751258,NA,NA,NA,NA,NA,NA,NA,0.190057338831697,46,NA,0.99,0.98,NA,27.2372699980665,2.75948304,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000133947082191643,2.460678,22065517,22065558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",19,22060517,5,0.812679078217776,0.47470389712626,0.28063322433294,6.69735410958215e-05,0.5,0.4,5,NA,50,4,NA,46,NA,NA,NA,NA,NA,NA,46,252,168,42,5,31,302,2,7,50.4,21,TRUE,0.000133947082191643,2.460678,22065517,22065518,22065738
"Adaptive Huber","Adaptive Huber tau_q=0.99",20,22160517,1,0.786405055851158,0.541031622549427,0.367133547996502,NA,NA,NA,NA,NA,NA,NA,0.102793712929482,24,0.99,NA,NA,3.21935384986727,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000134414006354913,2.424547,22161517,22161548,NA
"IHT","IHT eta=0.5/L, T=50",20,22160517,1,0.774777931943519,0.549539897166433,0.385709265228789,6.72070031774563e-05,0.5,NA,NA,50,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000134414006354913,2.424547,22161517,22161518,NA
"LASSO","LASSO cv.glmnet lambda.min",20,22160517,1,0.772104355267714,0.542782717405823,0.389941496491858,NA,NA,NA,NA,NA,NA,NA,0.833791497684474,24,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000134414006354913,2.424547,22161517,22161518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",20,22160517,1,0.804343957384555,0.502846407981254,0.33793125264018,NA,NA,NA,NA,NA,NA,NA,0.173260453946456,24,NA,0.99,0.98,NA,26.9886044463446,2.341816,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000134414006354913,2.424547,22161517,22161558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",20,22160517,1,0.782406151587638,0.549006198672891,0.373553490976432,6.72070031774563e-05,0.5,0.4,2,NA,50,4,NA,24,NA,NA,NA,NA,NA,NA,24,252,167,41,2,31,158,2,7,126,20.5,TRUE,0.000134414006354913,2.424547,22161517,22161518,22161738
"Adaptive Huber","Adaptive Huber tau_q=0.99",20,22160517,2,0.741348132291901,0.504116342826321,0.142294044035067,NA,NA,NA,NA,NA,NA,NA,0.133282437384232,11,0.99,NA,NA,3.26952713890676,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000130510958004458,2.477898,22162517,22162548,NA
"IHT","IHT eta=0.5/L, T=50",20,22160517,2,0.775656862022589,0.5218917694298,0.0610697996890585,6.5255479002229e-05,0.5,NA,NA,50,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000130510958004458,2.477898,22162517,22162518,NA
"LASSO","LASSO cv.glmnet lambda.min",20,22160517,2,0.766839536590637,0.508275850201423,0.0822951594062253,NA,NA,NA,NA,NA,NA,NA,1.97920189431502,11,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000130510958004458,2.477898,22162517,22162518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",20,22160517,2,0.924897746117943,0.63082939097006,-0.335000635893933,NA,NA,NA,NA,NA,NA,NA,0.160373500108225,11,NA,0.99,0.98,NA,26.5766174259578,2.77956388,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000130510958004458,2.477898,22162517,22162558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",20,22160517,2,0.691492217406523,0.462587174667733,0.253777012344977,6.5255479002229e-05,0.5,0.4,15,NA,50,4,NA,11,NA,NA,NA,NA,NA,NA,11,252,167,41,15,31,73,2,7,16.8,20.5,TRUE,0.000130510958004458,2.477898,22162517,22162518,22162738
"Adaptive Huber","Adaptive Huber tau_q=0.99",20,22160517,3,1.07081750898073,0.664377432803574,0.278904215114225,NA,NA,NA,NA,NA,NA,NA,0.1173823938961,17,0.99,NA,NA,2.86198938161533,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000130950928996325,2.446731,22163517,22163548,NA
"IHT","IHT eta=0.5/L, T=50",20,22160517,3,1.06646188992492,0.636850955713828,0.284758491449374,6.54754644981626e-05,0.5,NA,NA,50,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000130950928996325,2.446731,22163517,22163518,NA
"LASSO","LASSO cv.glmnet lambda.min",20,22160517,3,1.08961157054178,0.630258445501125,0.253369989651235,NA,NA,NA,NA,NA,NA,NA,1.1468376764811,17,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000130950928996325,2.446731,22163517,22163518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",20,22160517,3,1.139015190478,0.646828324176639,0.184129816920165,NA,NA,NA,NA,NA,NA,NA,0.662045222874989,17,NA,0.99,0.98,NA,26.5246513542803,2.14513268,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000130950928996325,2.446731,22163517,22163558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",20,22160517,3,1.06142707675083,0.633884941094794,0.291495922784216,6.54754644981626e-05,0.5,0.4,2,NA,50,4,NA,17,NA,NA,NA,NA,NA,NA,17,252,167,41,2,31,112,2,7,126,20.5,TRUE,0.000130950928996325,2.446731,22163517,22163518,22163738
"Adaptive Huber","Adaptive Huber tau_q=0.99",20,22160517,4,0.97658342307617,0.543334787294931,0.194035142785278,NA,NA,NA,NA,NA,NA,NA,0.12817482053515,38,0.99,NA,NA,2.52945347720243,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000141820976654784,2.475555,22164517,22164548,NA
"IHT","IHT eta=0.5/L, T=50",20,22160517,4,0.944457850350488,0.539220721768322,0.246188825900881,7.0910488327392e-05,0.5,NA,NA,50,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000141820976654784,2.475555,22164517,22164518,NA
"LASSO","LASSO cv.glmnet lambda.min",20,22160517,4,0.955020898173259,0.546568526915032,0.229232916230102,NA,NA,NA,NA,NA,NA,NA,0.391427381785,38,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000141820976654784,2.475555,22164517,22164518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",20,22160517,4,1.08192515605134,0.641776263211413,0.0107823722765298,NA,NA,NA,NA,NA,NA,NA,0.193707263758941,38,NA,0.99,0.98,NA,25.3848533973265,2.77722088,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000141820976654784,2.475555,22164517,22164558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",20,22160517,4,0.951985157024312,0.536852529964051,0.234125229052752,7.0910488327392e-05,0.5,0.4,2,NA,50,4,NA,38,NA,NA,NA,NA,NA,NA,38,252,167,41,2,31,249,2,7,126,20.5,TRUE,0.000141820976654784,2.475555,22164517,22164518,22164738
"Adaptive Huber","Adaptive Huber tau_q=0.99",20,22160517,5,0.741115188424371,0.553594663750484,-0.626667011468978,NA,NA,NA,NA,NA,NA,NA,0.148117568099984,61,0.99,NA,NA,2.66389579259671,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000127037457651302,2.485303,22165517,22165548,NA
"IHT","IHT eta=0.5/L, T=50",20,22160517,5,0.680674447169336,0.507120966807707,-0.372164332773801,6.35187288256512e-05,0.5,NA,NA,50,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000127037457651302,2.485303,22165517,22165518,NA
"LASSO","LASSO cv.glmnet lambda.min",20,22160517,5,0.770268482163773,0.567456318999666,-0.757160723683906,NA,NA,NA,NA,NA,NA,NA,0.195802708082089,61,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000127037457651302,2.485303,22165517,22165518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",20,22160517,5,0.868512489529164,0.670368164719993,-1.23398044915131,NA,NA,NA,NA,NA,NA,NA,0.17313472245933,61,NA,0.99,0.98,NA,27.9719650486218,3.13469454,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000127037457651302,2.485303,22165517,22165558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",20,22160517,5,0.606235077690652,0.492881578843861,-0.0884521840864332,6.35187288256512e-05,0.5,0.4,25,NA,50,4,NA,61,NA,NA,NA,NA,NA,NA,61,252,168,42,25,31,400,2,7,10.08,21,TRUE,0.000127037457651302,2.485303,22165517,22165518,22165738
