"p","n","rep_id","method","l2_error","df_x","scale_x","q","T1","T2","c_K1","c_K2","K1","K2","K1_block_size","K2_block_size","ts_eligible","seed_data","seed_ts"
600,800,26,"TS-RIGHT",0.268206977083536,2.05,4,0.2,2000,2,0.75,0.5,24,4,26.6666666666667,20,TRUE,1800026,2800026
600,800,26,"IHT",0.466330463244467,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800026,2800026
600,800,26,"Lasso",1.62847129598813,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800026,2800026
600,800,26,"Shrinkage",1.45135910406899,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800026,2800026
600,1200,26,"TS-RIGHT",0.228915399397683,2.05,4,0.2,2000,2,0.75,0.5,24,4,40,30,TRUE,2200026,3200026
600,1200,26,"IHT",0.51623544873915,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200026,3200026
600,1200,26,"Lasso",1.47863196768483,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200026,3200026
600,1200,26,"Shrinkage",1.43111437928111,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200026,3200026
600,1600,26,"TS-RIGHT",0.186548260892182,2.05,4,0.2,2000,2,0.75,0.5,24,4,53.3333333333333,40,TRUE,2600026,3600026
600,1600,26,"IHT",0.512570826012649,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600026,3600026
600,1600,26,"Lasso",1.29015799304211,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600026,3600026
600,1600,26,"Shrinkage",0.949199785708757,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600026,3600026
600,2000,26,"TS-RIGHT",0.232112585481297,2.05,4,0.2,2000,2,0.75,0.5,24,4,66.6666666666667,50,TRUE,3000026,4000026
600,2000,26,"IHT",0.466210129835811,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000026,4000026
600,2000,26,"Lasso",1.35627445858339,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000026,4000026
600,2000,26,"Shrinkage",1.12529064611954,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000026,4000026
600,600,27,"TS-RIGHT",0.456605054274846,2.05,4,0.2,2000,2,0.75,0.5,24,4,20,15,TRUE,1600027,2600027
600,600,27,"IHT",0.476344921555339,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600027,2600027
600,600,27,"Lasso",1.66074229603161,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600027,2600027
600,600,27,"Shrinkage",1.60181149149558,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600027,2600027
600,800,27,"TS-RIGHT",0.948762971578821,2.05,4,0.2,2000,2,0.75,0.5,24,4,26.6666666666667,20,TRUE,1800027,2800027
600,800,27,"IHT",0.414248291443514,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800027,2800027
600,800,27,"Lasso",1.8022694927786,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800027,2800027
600,800,27,"Shrinkage",1.54737396118297,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800027,2800027
600,1200,27,"TS-RIGHT",0.14278045105417,2.05,4,0.2,2000,2,0.75,0.5,24,4,40,30,TRUE,2200027,3200027
600,1200,27,"IHT",0.420496953334559,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200027,3200027
600,1200,27,"Lasso",1.3450044111498,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200027,3200027
600,1200,27,"Shrinkage",1.09523688226143,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200027,3200027
600,1600,27,"TS-RIGHT",0.208875128128063,2.05,4,0.2,2000,2,0.75,0.5,24,4,53.3333333333333,40,TRUE,2600027,3600027
600,1600,27,"IHT",0.530273528279686,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600027,3600027
600,1600,27,"Lasso",1.47872944258834,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600027,3600027
600,1600,27,"Shrinkage",1.32976414815492,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600027,3600027
600,2000,27,"TS-RIGHT",0.521673941004268,2.05,4,0.2,2000,2,0.75,0.5,24,4,66.6666666666667,50,TRUE,3000027,4000027
600,2000,27,"IHT",0.601306492969419,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000027,4000027
600,2000,27,"Lasso",1.49307572037322,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000027,4000027
600,2000,27,"Shrinkage",1.32992219033821,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000027,4000027
600,600,28,"TS-RIGHT",0.483860550634693,2.05,4,0.2,2000,2,0.75,0.5,24,4,20,15,TRUE,1600028,2600028
600,600,28,"IHT",0.525530107187388,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600028,2600028
600,600,28,"Lasso",1.73148697542745,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600028,2600028
600,600,28,"Shrinkage",1.49715340549015,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600028,2600028
600,800,28,"TS-RIGHT",0.352706040402013,2.05,4,0.2,2000,2,0.75,0.5,24,4,26.6666666666667,20,TRUE,1800028,2800028
600,800,28,"IHT",0.553625391028715,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800028,2800028
600,800,28,"Lasso",1.57114976867544,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800028,2800028
600,800,28,"Shrinkage",1.55270057989641,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800028,2800028
600,1200,28,"TS-RIGHT",0.357800707546274,2.05,4,0.2,2000,2,0.75,0.5,24,4,40,30,TRUE,2200028,3200028
600,1200,28,"IHT",0.491278632665497,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200028,3200028
600,1200,28,"Lasso",1.54658769493687,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200028,3200028
600,1200,28,"Shrinkage",1.45666995755121,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200028,3200028
600,1600,28,"TS-RIGHT",0.21203006687793,2.05,4,0.2,2000,2,0.75,0.5,24,4,53.3333333333333,40,TRUE,2600028,3600028
600,1600,28,"IHT",0.527833839490176,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600028,3600028
600,1600,28,"Lasso",1.4639334747499,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600028,3600028
600,1600,28,"Shrinkage",1.276139753111,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600028,3600028
600,2000,28,"TS-RIGHT",0.37683323949145,2.05,4,0.2,2000,2,0.75,0.5,24,4,66.6666666666667,50,TRUE,3000028,4000028
600,2000,28,"IHT",0.523516450623922,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000028,4000028
600,2000,28,"Lasso",1.4189503373531,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000028,4000028
600,2000,28,"Shrinkage",1.13861505893195,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000028,4000028
600,600,29,"TS-RIGHT",0.370680564833192,2.05,4,0.2,2000,2,0.75,0.5,24,4,20,15,TRUE,1600029,2600029
600,600,29,"IHT",0.518639151812799,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600029,2600029
600,600,29,"Lasso",1.72041081176033,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600029,2600029
600,600,29,"Shrinkage",1.52747616808679,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600029,2600029
600,800,29,"TS-RIGHT",0.229448072817975,2.05,4,0.2,2000,2,0.75,0.5,24,4,26.6666666666667,20,TRUE,1800029,2800029
600,800,29,"IHT",0.573854374332756,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800029,2800029
600,800,29,"Lasso",1.6310733950532,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800029,2800029
600,800,29,"Shrinkage",1.5926983310945,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800029,2800029
600,1200,29,"TS-RIGHT",0.290879967664328,2.05,4,0.2,2000,2,0.75,0.5,24,4,40,30,TRUE,2200029,3200029
600,1200,29,"IHT",0.511237624781718,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200029,3200029
600,1200,29,"Lasso",1.51425257624654,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200029,3200029
600,1200,29,"Shrinkage",1.27580089105507,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200029,3200029
600,1600,29,"TS-RIGHT",0.600418345559089,2.05,4,0.2,2000,2,0.75,0.5,24,4,53.3333333333333,40,TRUE,2600029,3600029
600,1600,29,"IHT",0.584872991232208,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600029,3600029
600,1600,29,"Lasso",1.38100107327564,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600029,3600029
600,1600,29,"Shrinkage",1.26064933378242,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600029,3600029
600,2000,29,"TS-RIGHT",0.168049888495247,2.05,4,0.2,2000,2,0.75,0.5,24,4,66.6666666666667,50,TRUE,3000029,4000029
600,2000,29,"IHT",0.508232040636795,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000029,4000029
600,2000,29,"Lasso",1.38153433717571,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000029,4000029
600,2000,29,"Shrinkage",1.12486621924052,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000029,4000029
600,600,30,"TS-RIGHT",0.263761624031264,2.05,4,0.2,2000,2,0.75,0.5,24,4,20,15,TRUE,1600030,2600030
600,600,30,"IHT",0.509174587104697,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600030,2600030
600,600,30,"Lasso",1.72898878846069,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600030,2600030
600,600,30,"Shrinkage",1.56614032114913,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600030,2600030
600,800,30,"TS-RIGHT",0.434997054408799,2.05,4,0.2,2000,2,0.75,0.5,24,4,26.6666666666667,20,TRUE,1800030,2800030
600,800,30,"IHT",0.651009905796397,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800030,2800030
600,800,30,"Lasso",1.54479306081166,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800030,2800030
600,800,30,"Shrinkage",1.53634572082855,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800030,2800030
600,1200,30,"TS-RIGHT",0.156965701044099,2.05,4,0.2,2000,2,0.75,0.5,24,4,40,30,TRUE,2200030,3200030
600,1200,30,"IHT",0.559573853483337,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200030,3200030
600,1200,30,"Lasso",1.56528932093361,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200030,3200030
600,1200,30,"Shrinkage",1.51119531734891,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200030,3200030
600,1600,30,"TS-RIGHT",0.395684611053892,2.05,4,0.2,2000,2,0.75,0.5,24,4,53.3333333333333,40,TRUE,2600030,3600030
600,1600,30,"IHT",0.52855632644982,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600030,3600030
600,1600,30,"Lasso",1.45105730630104,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600030,3600030
600,1600,30,"Shrinkage",1.32437290700954,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600030,3600030
600,2000,30,"TS-RIGHT",0.60326600888311,2.05,4,0.2,2000,2,0.75,0.5,24,4,66.6666666666667,50,TRUE,3000030,4000030
600,2000,30,"IHT",0.532515045487905,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000030,4000030
600,2000,30,"Lasso",1.45782841276144,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000030,4000030
600,2000,30,"Shrinkage",1.31602923247681,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000030,4000030
600,600,31,"TS-RIGHT",0.740925996813218,2.05,4,0.2,2000,2,0.75,0.5,24,4,20,15,TRUE,1600031,2600031
600,600,31,"IHT",0.567673004002849,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600031,2600031
600,600,31,"Lasso",1.63487413362076,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600031,2600031
600,600,31,"Shrinkage",1.59732032468746,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600031,2600031
600,800,31,"TS-RIGHT",0.537606409903012,2.05,4,0.2,2000,2,0.75,0.5,24,4,26.6666666666667,20,TRUE,1800031,2800031
600,800,31,"IHT",0.584364841993249,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800031,2800031
600,800,31,"Lasso",1.60626840286295,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800031,2800031
600,800,31,"Shrinkage",1.47670461730747,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800031,2800031
600,1200,31,"TS-RIGHT",0.101257595575138,2.05,4,0.2,2000,2,0.75,0.5,24,4,40,30,TRUE,2200031,3200031
600,1200,31,"IHT",0.515566750860598,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200031,3200031
600,1200,31,"Lasso",1.57157493886661,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200031,3200031
600,1200,31,"Shrinkage",1.41363942056091,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200031,3200031
600,1600,31,"TS-RIGHT",0.531765072975449,2.05,4,0.2,2000,2,0.75,0.5,24,4,53.3333333333333,40,TRUE,2600031,3600031
600,1600,31,"IHT",0.468512511938183,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600031,3600031
600,1600,31,"Lasso",1.41982377581554,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600031,3600031
600,1600,31,"Shrinkage",1.32761677830755,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600031,3600031
600,2000,31,"TS-RIGHT",0.28133624871872,2.05,4,0.2,2000,2,0.75,0.5,24,4,66.6666666666667,50,TRUE,3000031,4000031
600,2000,31,"IHT",0.478756021463927,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000031,4000031
600,2000,31,"Lasso",1.34054565904914,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000031,4000031
600,2000,31,"Shrinkage",1.20173442307486,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000031,4000031
600,600,32,"TS-RIGHT",0.249205700762919,2.05,4,0.2,2000,2,0.75,0.5,24,4,20,15,TRUE,1600032,2600032
600,600,32,"IHT",0.531715059209875,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600032,2600032
600,600,32,"Lasso",1.59673658257505,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600032,2600032
600,600,32,"Shrinkage",1.55795899648852,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600032,2600032
600,800,32,"TS-RIGHT",0.478622310631353,2.05,4,0.2,2000,2,0.75,0.5,24,4,26.6666666666667,20,TRUE,1800032,2800032
600,800,32,"IHT",0.452936217360561,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800032,2800032
600,800,32,"Lasso",1.62961323195772,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800032,2800032
600,800,32,"Shrinkage",1.22320943790473,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800032,2800032
600,1200,32,"TS-RIGHT",0.547645397069282,2.05,4,0.2,2000,2,0.75,0.5,24,4,40,30,TRUE,2200032,3200032
600,1200,32,"IHT",0.496857674369493,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200032,3200032
600,1200,32,"Lasso",1.47013942092361,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200032,3200032
600,1200,32,"Shrinkage",1.16984763959446,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200032,3200032
600,1600,32,"TS-RIGHT",0.342214654612008,2.05,4,0.2,2000,2,0.75,0.5,24,4,53.3333333333333,40,TRUE,2600032,3600032
600,1600,32,"IHT",0.480955845951348,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600032,3600032
600,1600,32,"Lasso",1.41542805234106,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600032,3600032
600,1600,32,"Shrinkage",0.948982523445658,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600032,3600032
600,2000,32,"TS-RIGHT",0.118727851123635,2.05,4,0.2,2000,2,0.75,0.5,24,4,66.6666666666667,50,TRUE,3000032,4000032
600,2000,32,"IHT",0.474842353378988,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000032,4000032
600,2000,32,"Lasso",1.38729435572688,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000032,4000032
600,2000,32,"Shrinkage",1.13958921642359,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000032,4000032
600,600,33,"TS-RIGHT",0.69316687470521,2.05,4,0.2,2000,2,0.75,0.5,24,4,20,15,TRUE,1600033,2600033
600,600,33,"IHT",0.540345939860086,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600033,2600033
600,600,33,"Lasso",1.53768509697746,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600033,2600033
600,600,33,"Shrinkage",1.42754481302395,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600033,2600033
600,800,33,"TS-RIGHT",0.271963356552209,2.05,4,0.2,2000,2,0.75,0.5,24,4,26.6666666666667,20,TRUE,1800033,2800033
600,800,33,"IHT",0.496221645581716,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800033,2800033
600,800,33,"Lasso",1.64512392231443,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800033,2800033
600,800,33,"Shrinkage",1.37805892638666,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800033,2800033
600,1200,33,"TS-RIGHT",0.316154014157617,2.05,4,0.2,2000,2,0.75,0.5,24,4,40,30,TRUE,2200033,3200033
600,1200,33,"IHT",0.474330739173275,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200033,3200033
600,1200,33,"Lasso",1.55200799105395,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200033,3200033
600,1200,33,"Shrinkage",1.4548734822883,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200033,3200033
600,1600,33,"TS-RIGHT",0.222139338926993,2.05,4,0.2,2000,2,0.75,0.5,24,4,53.3333333333333,40,TRUE,2600033,3600033
600,1600,33,"IHT",0.489851395030786,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600033,3600033
600,1600,33,"Lasso",1.47618037888143,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600033,3600033
600,1600,33,"Shrinkage",1.16172293625721,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600033,3600033
600,2000,33,"TS-RIGHT",0.25296116084658,2.05,4,0.2,2000,2,0.75,0.5,24,4,66.6666666666667,50,TRUE,3000033,4000033
600,2000,33,"IHT",0.494505961095161,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000033,4000033
600,2000,33,"Lasso",1.26770908601974,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000033,4000033
600,2000,33,"Shrinkage",1.06048051751029,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000033,4000033
600,600,34,"TS-RIGHT",0.23278534677458,2.05,4,0.2,2000,2,0.75,0.5,24,4,20,15,TRUE,1600034,2600034
600,600,34,"IHT",0.385000285588457,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600034,2600034
600,600,34,"Lasso",1.55575094817274,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600034,2600034
600,600,34,"Shrinkage",1.36260834990206,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600034,2600034
600,800,34,"TS-RIGHT",0.116068521761633,2.05,4,0.2,2000,2,0.75,0.5,24,4,26.6666666666667,20,TRUE,1800034,2800034
600,800,34,"IHT",0.498870278834788,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800034,2800034
600,800,34,"Lasso",1.67157259429833,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800034,2800034
600,800,34,"Shrinkage",1.5910930689587,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800034,2800034
600,1200,34,"TS-RIGHT",0.420472629629451,2.05,4,0.2,2000,2,0.75,0.5,24,4,40,30,TRUE,2200034,3200034
600,1200,34,"IHT",0.439661520194912,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200034,3200034
600,1200,34,"Lasso",1.46969590845157,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200034,3200034
600,1200,34,"Shrinkage",1.36293868849811,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200034,3200034
600,1600,34,"TS-RIGHT",0.312484972371185,2.05,4,0.2,2000,2,0.75,0.5,24,4,53.3333333333333,40,TRUE,2600034,3600034
600,1600,34,"IHT",0.558411197872198,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600034,3600034
600,1600,34,"Lasso",1.46936134029027,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600034,3600034
600,1600,34,"Shrinkage",1.48986171206442,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600034,3600034
600,2000,34,"TS-RIGHT",0.15600022937941,2.05,4,0.2,2000,2,0.75,0.5,24,4,66.6666666666667,50,TRUE,3000034,4000034
600,2000,34,"IHT",0.472692801881963,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000034,4000034
600,2000,34,"Lasso",1.24304956122528,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000034,4000034
600,2000,34,"Shrinkage",1.22470733404338,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000034,4000034
600,600,35,"TS-RIGHT",0.44331642039193,2.05,4,0.2,2000,2,0.75,0.5,24,4,20,15,TRUE,1600035,2600035
600,600,35,"IHT",0.522232889177631,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600035,2600035
600,600,35,"Lasso",1.6683500669225,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600035,2600035
600,600,35,"Shrinkage",1.3972533163496,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600035,2600035
600,800,35,"TS-RIGHT",0.221680431583123,2.05,4,0.2,2000,2,0.75,0.5,24,4,26.6666666666667,20,TRUE,1800035,2800035
600,800,35,"IHT",0.635924534752402,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800035,2800035
600,800,35,"Lasso",1.45589208476421,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800035,2800035
600,800,35,"Shrinkage",1.32440524517429,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800035,2800035
600,1200,35,"TS-RIGHT",0.123540901539361,2.05,4,0.2,2000,2,0.75,0.5,24,4,40,30,TRUE,2200035,3200035
600,1200,35,"IHT",0.464897166591919,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200035,3200035
600,1200,35,"Lasso",1.47498671391529,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200035,3200035
600,1200,35,"Shrinkage",1.37201314644231,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200035,3200035
600,1600,35,"TS-RIGHT",0.154168040590862,2.05,4,0.2,2000,2,0.75,0.5,24,4,53.3333333333333,40,TRUE,2600035,3600035
600,1600,35,"IHT",0.613891538733343,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600035,3600035
600,1600,35,"Lasso",1.42231142081821,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600035,3600035
600,1600,35,"Shrinkage",1.34940503365689,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600035,3600035
600,2000,35,"TS-RIGHT",0.131113337958982,2.05,4,0.2,2000,2,0.75,0.5,24,4,66.6666666666667,50,TRUE,3000035,4000035
600,2000,35,"IHT",0.500607537235013,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000035,4000035
600,2000,35,"Lasso",1.35719505645406,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000035,4000035
600,2000,35,"Shrinkage",1.21069729203126,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000035,4000035
600,600,36,"TS-RIGHT",0.211363930042042,2.05,4,0.2,2000,2,0.75,0.5,24,4,20,15,TRUE,1600036,2600036
600,600,36,"IHT",0.451988260096392,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600036,2600036
600,600,36,"Lasso",1.59355137780443,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600036,2600036
600,600,36,"Shrinkage",1.40385257260804,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600036,2600036
600,800,36,"TS-RIGHT",0.318536693956578,2.05,4,0.2,2000,2,0.75,0.5,24,4,26.6666666666667,20,TRUE,1800036,2800036
600,800,36,"IHT",0.520511921871557,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800036,2800036
600,800,36,"Lasso",1.52651319063937,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800036,2800036
