"n","p","rep_id","method","l2_error","runtime_sec","seed_data","seed_split","seed_algo","tuning_config_id","q","T1","T2","T_fd_budget","eta","T","lambda","tau","tau_q"
2400,800,55,"Shrinkage",0.851947295382164,15.4100000000003,20910562,21010562,21410562,NA,NA,NA,NA,NA,NA,NA,0.574889276588786,3.5568411880759,0.95
800,800,56,"TS-RIGHT",0.336598801392289,9.4399999999996,20870563,20970563,21070563,"TS_n800_h155f087a",0.5,200,8,101,0.02,NA,NA,NA,NA
800,800,56,"IHT",0.41107223433317,2.67999999999984,20870563,20970563,NA,"IHT_n800_h17021d83",NA,NA,NA,NA,0.01,200,NA,NA,NA
800,800,56,"Lasso",0.51683784870386,0.519999999999982,20870563,20970563,21170563,NA,NA,NA,NA,NA,NA,NA,0.493937957490338,NA,NA
800,800,56,"Adaptive Huber",0.327943069899201,123.89,20870563,20970563,21270563,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.43340428701292,0.95
800,800,56,"Shrinkage",1.68433499097876,1.44000000000005,20870563,20970563,21370563,NA,NA,NA,NA,NA,NA,NA,0.835667575336505,3.46827034417222,0.95
1200,800,56,"TS-RIGHT",0.262659337832384,7.01999999999998,20880563,20980563,21080563,"TS_n1200_h069793c2",0.5,150,8,76,0.02,NA,NA,NA,NA
1200,800,56,"IHT",0.298434640559652,4.23000000000002,20880563,20980563,NA,"IHT_n1200_h2051495b",NA,NA,NA,NA,0.01,200,NA,NA,NA
1200,800,56,"Lasso",0.242536081770469,4.5,20880563,20980563,21180563,NA,NA,NA,NA,NA,NA,NA,0.467721483772749,NA,NA
1200,800,56,"Adaptive Huber",0.196270605493061,198.36,20880563,20980563,21280563,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,5.26760818780142,0.95
1200,800,56,"Shrinkage",0.851199990199252,4.07999999999993,20880563,20980563,21380563,NA,NA,NA,NA,NA,NA,NA,0.790533442038029,5.43928324466943,0.98
1600,800,56,"TS-RIGHT",0.221051942931992,8.07999999999993,20890563,20990563,21090563,"TS_n1600_h21db9f6b",0.5,150,8,76,0.02,NA,NA,NA,NA
1600,800,56,"IHT",0.654551042831319,5.18000000000029,20890563,20990563,NA,"IHT_n1600_h06b009d4",NA,NA,NA,NA,0.01,200,NA,NA,NA
1600,800,56,"Lasso",1.12290962186367,7.38999999999987,20890563,20990563,21190563,NA,NA,NA,NA,NA,NA,NA,1.38626158084652,NA,NA
1600,800,56,"Adaptive Huber",0.255795258307193,302.04,20890563,20990563,21290563,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.81502521078276,0.95
1600,800,56,"Shrinkage",1.44233794749953,13.4299999999998,20890563,20990563,21390563,NA,NA,NA,NA,NA,NA,NA,0.879894710964698,3.59608384622246,0.95
2000,800,56,"TS-RIGHT",0.257985401433801,8.4699999999998,20900563,21000563,21100563,"TS_n2000_h06bee7e5",0.5,150,8,76,0.02,NA,NA,NA,NA
2000,800,56,"IHT",5.1648279773236,7.16000000000031,20900563,21000563,NA,"IHT_n2000_h371ec77d",NA,NA,NA,NA,0.01,200,NA,NA,NA
2000,800,56,"Lasso",0.258201859063504,4.0300000000002,20900563,21000563,21200563,NA,NA,NA,NA,NA,NA,NA,0.629031375252229,NA,NA
2000,800,56,"Adaptive Huber",0.1647266159802,358.18,20900563,21000563,21300563,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.1329427476294,0.95
2000,800,56,"Shrinkage",1.1517387132174,14.6500000000001,20900563,21000563,21400563,NA,NA,NA,NA,NA,NA,NA,0.65596826213553,3.65595721279505,0.95
2400,800,56,"TS-RIGHT",0.179688157893859,8.7199999999998,20910563,21010563,21110563,"TS_n2400_h2202f38e",0.5,150,8,76,0.02,NA,NA,NA,NA
2400,800,56,"IHT",5.81761310312951e+27,10.1999999999998,20910563,21010563,NA,"IHT_n2400_h1d7d87f6",NA,NA,NA,NA,0.01,200,NA,NA,NA
2400,800,56,"Lasso",0.478836941906953,5.48000000000002,20910563,21010563,21210563,NA,NA,NA,NA,NA,NA,NA,0.271173195642364,NA,NA
2400,800,56,"Adaptive Huber",0.199111460348974,437.07,20910563,21010563,21310563,NA,NA,NA,NA,NA,NA,NA,0.138949549437314,5.65520415303696,0.95
2400,800,56,"Shrinkage",1.08905236267383,15.9499999999998,20910563,21010563,21410563,NA,NA,NA,NA,NA,NA,NA,0.610944304132564,3.55182150404015,0.95
800,800,57,"TS-RIGHT",0.478321122728181,8.65999999999985,20870564,20970564,21070564,"TS_n800_h155f087a",0.5,200,8,101,0.02,NA,NA,NA,NA
800,800,57,"IHT",0.449839411922679,3.20000000000027,20870564,20970564,NA,"IHT_n800_h17021d83",NA,NA,NA,NA,0.01,200,NA,NA,NA
800,800,57,"Lasso",0.695628989856338,0.699999999999818,20870564,20970564,21170564,NA,NA,NA,NA,NA,NA,NA,0.657748780888293,NA,NA
800,800,57,"Adaptive Huber",0.308454788832131,126.04,20870564,20970564,21270564,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,4.89885206374605,0.9
800,800,57,"Shrinkage",1.31784958863426,1.59000000000015,20870564,20970564,21370564,NA,NA,NA,NA,NA,NA,NA,0.921048936889271,5.26360788155791,0.98
1200,800,57,"TS-RIGHT",0.230007966113257,7.59000000000015,20880564,20980564,21080564,"TS_n1200_h069793c2",0.5,150,8,76,0.02,NA,NA,NA,NA
1200,800,57,"IHT",0.551402870131735,3.41000000000031,20880564,20980564,NA,"IHT_n1200_h2051495b",NA,NA,NA,NA,0.01,200,NA,NA,NA
1200,800,57,"Lasso",0.729402529366866,2.76999999999998,20880564,20980564,21180564,NA,NA,NA,NA,NA,NA,NA,0.51355988944091,NA,NA
1200,800,57,"Adaptive Huber",0.295509293278532,205.14,20880564,20980564,21280564,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,5.91615165143224,0.95
1200,800,57,"Shrinkage",1.54301136081264,3.69999999999982,20880564,20980564,21380564,NA,NA,NA,NA,NA,NA,NA,0.827107930807394,3.50974909908584,0.95
1600,800,57,"TS-RIGHT",0.250129388657588,8.36999999999989,20890564,20990564,21090564,"TS_n1600_h21db9f6b",0.5,150,8,76,0.02,NA,NA,NA,NA
1600,800,57,"IHT",0.7104440008869,6.62000000000035,20890564,20990564,NA,"IHT_n1600_h06b009d4",NA,NA,NA,NA,0.01,200,NA,NA,NA
1600,800,57,"Lasso",1.14265019402168,4.12999999999965,20890564,20990564,21190564,NA,NA,NA,NA,NA,NA,NA,1.54349762660389,NA,NA
1600,800,57,"Adaptive Huber",0.313982915871994,285.69,20890564,20990564,21290564,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,11.3206915811751,0.98
1600,800,57,"Shrinkage",1.28735947515228,11.0599999999999,20890564,20990564,21390564,NA,NA,NA,NA,NA,NA,NA,0.506857021499975,3.58697350724938,0.95
2000,800,57,"TS-RIGHT",0.267729446210909,9.53999999999996,20900564,21000564,21100564,"TS_n2000_h06bee7e5",0.5,150,8,76,0.02,NA,NA,NA,NA
2000,800,57,"IHT",2.28520756621504,6.93000000000029,20900564,21000564,NA,"IHT_n2000_h371ec77d",NA,NA,NA,NA,0.01,200,NA,NA,NA
2000,800,57,"Lasso",3.71224638419437,8.14000000000033,20900564,21000564,21200564,NA,NA,NA,NA,NA,NA,NA,5.64920852730516,NA,NA
2000,800,57,"Adaptive Huber",0.199366779126707,358.69,20900564,21000564,21300564,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,16.038803353672,0.95
2000,800,57,"Shrinkage",1.02208311177022,14.46,20900564,21000564,21400564,NA,NA,NA,NA,NA,NA,NA,0.663658772639885,5.41578290028087,0.98
2400,800,57,"TS-RIGHT",0.225960198812217,8.69000000000005,20910564,21010564,21110564,"TS_n2400_h2202f38e",0.5,150,8,76,0.02,NA,NA,NA,NA
2400,800,57,"IHT",0.4002549655001,8.47000000000025,20910564,21010564,NA,"IHT_n2400_h1d7d87f6",NA,NA,NA,NA,0.01,200,NA,NA,NA
2400,800,57,"Lasso",0.495166498625036,6.03999999999996,20910564,21010564,21210564,NA,NA,NA,NA,NA,NA,NA,0.592081653976431,NA,NA
2400,800,57,"Adaptive Huber",0.229739279156111,433.55,20910564,21010564,21310564,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,5.75888707999662,0.95
2400,800,57,"Shrinkage",0.938597335114466,15.4400000000001,20910564,21010564,21410564,NA,NA,NA,NA,NA,NA,NA,0.728872554354813,5.64957663083165,0.98
800,800,58,"TS-RIGHT",0.319521210028134,8.71000000000004,20870565,20970565,21070565,"TS_n800_h155f087a",0.5,200,8,101,0.02,NA,NA,NA,NA
800,800,58,"IHT",0.344282244124007,2.61000000000013,20870565,20970565,NA,"IHT_n800_h17021d83",NA,NA,NA,NA,0.01,200,NA,NA,NA
800,800,58,"Lasso",0.471205409120212,0.710000000000036,20870565,20970565,21170565,NA,NA,NA,NA,NA,NA,NA,0.636977715077109,NA,NA
800,800,58,"Adaptive Huber",0.2538922185286,118.2,20870565,20970565,21270565,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.08994086748967,0.95
800,800,58,"Shrinkage",1.96640858535351,2.14000000000033,20870565,20970565,21370565,NA,NA,NA,NA,NA,NA,NA,0.704549430477978,2.53020308439114,0.9
1200,800,58,"TS-RIGHT",0.26947212601052,8.40000000000009,20880565,20980565,21080565,"TS_n1200_h069793c2",0.5,150,8,76,0.02,NA,NA,NA,NA
1200,800,58,"IHT",0.293966225265174,3.71000000000004,20880565,20980565,NA,"IHT_n1200_h2051495b",NA,NA,NA,NA,0.01,200,NA,NA,NA
1200,800,58,"Lasso",0.218015704135432,3.65000000000009,20880565,20980565,21180565,NA,NA,NA,NA,NA,NA,NA,0.490267304283392,NA,NA
1200,800,58,"Adaptive Huber",0.204723716697337,205.77,20880565,20980565,21280565,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,10.6759198678847,0.98
1200,800,58,"Shrinkage",1.29558159202191,4.17000000000007,20880565,20980565,21380565,NA,NA,NA,NA,NA,NA,NA,0.965472446697976,3.51084409019398,0.95
1600,800,58,"TS-RIGHT",0.171307017353701,8.2199999999998,20890565,20990565,21090565,"TS_n1600_h21db9f6b",0.5,150,8,76,0.02,NA,NA,NA,NA
1600,800,58,"IHT",0.612148703157164,6.16000000000031,20890565,20990565,NA,"IHT_n1600_h06b009d4",NA,NA,NA,NA,0.01,200,NA,NA,NA
1600,800,58,"Lasso",0.559388650832922,4.52999999999975,20890565,20990565,21190565,NA,NA,NA,NA,NA,NA,NA,0.900618201445079,NA,NA
1600,800,58,"Adaptive Huber",0.244424932265872,272.84,20890565,20990565,21290565,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.40661197504443,0.95
1600,800,58,"Shrinkage",1.17200557431423,13.29,20890565,20990565,21390565,NA,NA,NA,NA,NA,NA,NA,0.906949795579065,3.56833499826699,0.95
2000,800,58,"TS-RIGHT",0.132842973897126,8.75,20900565,21000565,21100565,"TS_n2000_h06bee7e5",0.5,150,8,76,0.02,NA,NA,NA,NA
2000,800,58,"IHT",0.228903084214434,7.19000000000005,20900565,21000565,NA,"IHT_n2000_h371ec77d",NA,NA,NA,NA,0.01,200,NA,NA,NA
2000,800,58,"Lasso",0.270945767307116,4.98000000000002,20900565,21000565,21200565,NA,NA,NA,NA,NA,NA,NA,0.338562911174071,NA,NA
2000,800,58,"Adaptive Huber",0.258706790631767,361.38,20900565,21000565,21300565,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.23971337723858,0.95
2000,800,58,"Shrinkage",1.08636042567921,14.4499999999998,20900565,21000565,21400565,NA,NA,NA,NA,NA,NA,NA,0.748282182958807,5.24353911832304,0.98
2400,800,58,"TS-RIGHT",0.157012761586113,9.55000000000018,20910565,21010565,21110565,"TS_n2400_h2202f38e",0.5,150,8,76,0.02,NA,NA,NA,NA
2400,800,58,"IHT",0.354714394711714,9.02999999999975,20910565,21010565,NA,"IHT_n2400_h1d7d87f6",NA,NA,NA,NA,0.01,200,NA,NA,NA
2400,800,58,"Lasso",0.386406273586291,5.60000000000036,20910565,21010565,21210565,NA,NA,NA,NA,NA,NA,NA,0.638968186822101,NA,NA
2400,800,58,"Adaptive Huber",0.204647257670882,445.13,20910565,21010565,21310565,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.29948706637355,0.95
2400,800,58,"Shrinkage",1.31253890649508,15.3899999999999,20910565,21010565,21410565,NA,NA,NA,NA,NA,NA,NA,0.711148252849604,3.74234106882153,0.95
800,800,59,"TS-RIGHT",0.303815221134635,9.7199999999998,20870566,20970566,21070566,"TS_n800_h155f087a",0.5,200,8,101,0.02,NA,NA,NA,NA
800,800,59,"IHT",1.07144699485081,2.36000000000013,20870566,20970566,NA,"IHT_n800_h17021d83",NA,NA,NA,NA,0.01,200,NA,NA,NA
800,800,59,"Lasso",2.17433456448936,5.30999999999995,20870566,20970566,21170566,NA,NA,NA,NA,NA,NA,NA,2.85228078379973,NA,NA
800,800,59,"Adaptive Huber",0.471165496209987,127.24,20870566,20970566,21270566,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,9.97006104939346,0.95
800,800,59,"Shrinkage",1.59845022079466,1.64000000000033,20870566,20970566,21370566,NA,NA,NA,NA,NA,NA,NA,0.517008790399112,3.47159286862383,0.95
1200,800,59,"TS-RIGHT",0.213970121149273,8.32999999999993,20880566,20980566,21080566,"TS_n1200_h069793c2",0.5,150,8,76,0.02,NA,NA,NA,NA
1200,800,59,"IHT",0.307200020633041,4.30999999999995,20880566,20980566,NA,"IHT_n1200_h2051495b",NA,NA,NA,NA,0.01,200,NA,NA,NA
1200,800,59,"Lasso",0.370401275846861,4.59000000000015,20880566,20980566,21180566,NA,NA,NA,NA,NA,NA,NA,0.486095305178132,NA,NA
1200,800,59,"Adaptive Huber",0.258052305997929,207.91,20880566,20980566,21280566,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.16655022215117,0.95
1200,800,59,"Shrinkage",1.0730378340649,4.34000000000015,20880566,20980566,21380566,NA,NA,NA,NA,NA,NA,NA,0.711390001521528,5.52158452735273,0.98
1600,800,59,"TS-RIGHT",0.173815217972738,7.30999999999995,20890566,20990566,21090566,"TS_n1600_h21db9f6b",0.5,150,8,76,0.02,NA,NA,NA,NA
1600,800,59,"IHT",0.300863348202373,6.52999999999975,20890566,20990566,NA,"IHT_n1600_h06b009d4",NA,NA,NA,NA,0.01,200,NA,NA,NA
1600,800,59,"Lasso",0.329510258432563,4,20890566,20990566,21190566,NA,NA,NA,NA,NA,NA,NA,0.332347457447975,NA,NA
1600,800,59,"Adaptive Huber",0.236244454105419,283.22,20890566,20990566,21290566,NA,NA,NA,NA,NA,NA,NA,0.138949549437314,6.00684846064081,0.95
1600,800,59,"Shrinkage",1.17322829395736,11.9699999999998,20890566,20990566,21390566,NA,NA,NA,NA,NA,NA,NA,0.640506652788276,3.64061410312481,0.95
2000,800,59,"TS-RIGHT",0.275400349572578,9.18000000000029,20900566,21000566,21100566,"TS_n2000_h06bee7e5",0.5,150,8,76,0.02,NA,NA,NA,NA
2000,800,59,"IHT",0.64296967191486,6.47000000000025,20900566,21000566,NA,"IHT_n2000_h371ec77d",NA,NA,NA,NA,0.01,200,NA,NA,NA
2000,800,59,"Lasso",0.631572342603778,7.79999999999973,20900566,21000566,21200566,NA,NA,NA,NA,NA,NA,NA,1.08044889946688,NA,NA
2000,800,59,"Adaptive Huber",0.185231566692652,355.53,20900566,21000566,21300566,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.48784676366282,0.95
2000,800,59,"Shrinkage",0.992399217038673,13.9700000000003,20900566,21000566,21400566,NA,NA,NA,NA,NA,NA,NA,0.718240209726024,3.64331963001666,0.95
2400,800,59,"TS-RIGHT",0.182992411090709,8.69000000000005,20910566,21010566,21110566,"TS_n2400_h2202f38e",0.5,150,8,76,0.02,NA,NA,NA,NA
2400,800,59,"IHT",0.278538782615985,9.2800000000002,20910566,21010566,NA,"IHT_n2400_h1d7d87f6",NA,NA,NA,NA,0.01,200,NA,NA,NA
2400,800,59,"Lasso",0.297176347051386,4.91999999999962,20910566,21010566,21210566,NA,NA,NA,NA,NA,NA,NA,0.329768482226846,NA,NA
2400,800,59,"Adaptive Huber",0.200472151197856,438.08,20910566,21010566,21310566,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.18182966831315,0.95
2400,800,59,"Shrinkage",1.02404552202141,14.25,20910566,21010566,21410566,NA,NA,NA,NA,NA,NA,NA,0.780627883730578,5.24682396187653,0.98
800,800,60,"TS-RIGHT",0.235057045914367,8.92000000000007,20870567,20970567,21070567,"TS_n800_h155f087a",0.5,200,8,101,0.02,NA,NA,NA,NA
800,800,60,"IHT",0.283823344739725,2.52999999999975,20870567,20970567,NA,"IHT_n800_h17021d83",NA,NA,NA,NA,0.01,200,NA,NA,NA
800,800,60,"Lasso",0.268351372346686,0.519999999999982,20870567,20970567,21170567,NA,NA,NA,NA,NA,NA,NA,0.332161205817308,NA,NA
800,800,60,"Adaptive Huber",0.297389500326759,121.12,20870567,20970567,21270567,NA,NA,NA,NA,NA,NA,NA,0.138949549437314,5.01121759589966,0.95
800,800,60,"Shrinkage",1.37422920893881,1.11999999999989,20870567,20970567,21370567,NA,NA,NA,NA,NA,NA,NA,0.794892105004955,3.4712827722515,0.95
1200,800,60,"TS-RIGHT",0.272982244220197,7.58999999999969,20880567,20980567,21080567,"TS_n1200_h069793c2",0.5,150,8,76,0.02,NA,NA,NA,NA
1200,800,60,"IHT",0.20691251862268,4.49000000000024,20880567,20980567,NA,"IHT_n1200_h2051495b",NA,NA,NA,NA,0.01,200,NA,NA,NA
1200,800,60,"Lasso",0.440940525497444,4.92000000000007,20880567,20980567,21180567,NA,NA,NA,NA,NA,NA,NA,0.633743053072369,NA,NA
1200,800,60,"Adaptive Huber",0.308869577794395,204.84,20880567,20980567,21280567,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.6214686677962,0.95
1200,800,60,"Shrinkage",1.11463485235173,5.33000000000038,20880567,20980567,21380567,NA,NA,NA,NA,NA,NA,NA,0.610113413386348,3.43977279218904,0.95
1600,800,60,"TS-RIGHT",0.205632933176544,8.2800000000002,20890567,20990567,21090567,"TS_n1600_h21db9f6b",0.5,150,8,76,0.02,NA,NA,NA,NA
1600,800,60,"IHT",0.260840611362664,6.69999999999982,20890567,20990567,NA,"IHT_n1600_h06b009d4",NA,NA,NA,NA,0.01,200,NA,NA,NA
1600,800,60,"Lasso",0.476189640915116,5.05000000000018,20890567,20990567,21190567,NA,NA,NA,NA,NA,NA,NA,0.555591385638207,NA,NA
1600,800,60,"Adaptive Huber",0.274103989191933,285.03,20890567,20990567,21290567,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.61617934783505,0.95
1600,800,60,"Shrinkage",0.945580777601921,12.5599999999999,20890567,20990567,21390567,NA,NA,NA,NA,NA,NA,NA,0.926522310581638,5.11955186081566,0.98
2000,800,60,"TS-RIGHT",0.237474212886698,8.7199999999998,20900567,21000567,21100567,"TS_n2000_h06bee7e5",0.5,150,8,76,0.02,NA,NA,NA,NA
2000,800,60,"IHT",0.364925151037209,6.16000000000031,20900567,21000567,NA,"IHT_n2000_h371ec77d",NA,NA,NA,NA,0.01,200,NA,NA,NA
2000,800,60,"Lasso",0.46090453799755,4.19999999999982,20900567,21000567,21200567,NA,NA,NA,NA,NA,NA,NA,0.520604286883576,NA,NA
2000,800,60,"Adaptive Huber",0.227140121924468,362.59,20900567,21000567,21300567,NA,NA,NA,NA,NA,NA,NA,0.138949549437314,5.72770216941333,0.95
2000,800,60,"Shrinkage",1.16376782102329,12.7799999999997,20900567,21000567,21400567,NA,NA,NA,NA,NA,NA,NA,0.542005902109401,3.47357047075856,0.95
2400,800,60,"TS-RIGHT",0.209317650572628,9.38999999999987,20910567,21010567,21110567,"TS_n2400_h2202f38e",0.5,150,8,76,0.02,NA,NA,NA,NA
2400,800,60,"IHT",0.224206411354356,7.69999999999982,20910567,21010567,NA,"IHT_n2400_h1d7d87f6",NA,NA,NA,NA,0.01,200,NA,NA,NA
2400,800,60,"Lasso",0.269164029415162,4.76999999999998,20910567,21010567,21210567,NA,NA,NA,NA,NA,NA,NA,0.40154180637798,NA,NA
2400,800,60,"Adaptive Huber",0.242365925541925,439.5,20910567,21010567,21310567,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.25767927583681,0.95
2400,800,60,"Shrinkage",0.883020905261144,16.3400000000001,20910567,21010567,21410567,NA,NA,NA,NA,NA,NA,NA,0.640662683281116,5.30716355103372,0.98
800,800,61,"TS-RIGHT",0.411460621675765,9.19000000000005,20870568,20970568,21070568,"TS_n800_h155f087a",0.5,200,8,101,0.02,NA,NA,NA,NA
800,800,61,"IHT",0.39533485301531,2.91999999999962,20870568,20970568,NA,"IHT_n800_h17021d83",NA,NA,NA,NA,0.01,200,NA,NA,NA
800,800,61,"Lasso",0.554177268333451,0.580000000000382,20870568,20970568,21170568,NA,NA,NA,NA,NA,NA,NA,0.764747520682891,NA,NA
800,800,61,"Adaptive Huber",0.271245280840116,126.98,20870568,20970568,21270568,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,5.41750820596223,0.95
800,800,61,"Shrinkage",1.43529990278386,1.79999999999973,20870568,20970568,21370568,NA,NA,NA,NA,NA,NA,NA,0.387873835777407,5.38514495176465,0.98
1200,800,61,"TS-RIGHT",0.175029714396797,7.88000000000011,20880568,20980568,21080568,"TS_n1200_h069793c2",0.5,150,8,76,0.02,NA,NA,NA,NA
1200,800,61,"IHT",0.708505528314977,4.02999999999975,20880568,20980568,NA,"IHT_n1200_h2051495b",NA,NA,NA,NA,0.01,200,NA,NA,NA
1200,800,61,"Lasso",0.861938760857136,6.59000000000015,20880568,20980568,21180568,NA,NA,NA,NA,NA,NA,NA,1.15150123726137,NA,NA
1200,800,61,"Adaptive Huber",0.218704310912309,200.35,20880568,20980568,21280568,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,7.3940998891516,0.95
1200,800,61,"Shrinkage",1.09530656491408,4.05999999999995,20880568,20980568,21380568,NA,NA,NA,NA,NA,NA,NA,0.739316658314183,3.57878852486988,0.95
1600,800,61,"TS-RIGHT",0.141989099638081,7.90000000000009,20890568,20990568,21090568,"TS_n1600_h21db9f6b",0.5,150,8,76,0.02,NA,NA,NA,NA
1600,800,61,"IHT",1.1507112091096e+81,6.5,20890568,20990568,NA,"IHT_n1600_h06b009d4",NA,NA,NA,NA,0.01,200,NA,NA,NA
1600,800,61,"Lasso",1.03751921524428,12.6599999999999,20890568,20990568,21190568,NA,NA,NA,NA,NA,NA,NA,1.47457503982835,NA,NA
1600,800,61,"Adaptive Huber",0.298805430805662,304.2,20890568,20990568,21290568,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,7.25762659637172,0.95
1600,800,61,"Shrinkage",1.26469962519919,13.2999999999997,20890568,20990568,21390568,NA,NA,NA,NA,NA,NA,NA,0.79001827500034,3.47868611293693,0.95
2000,800,61,"TS-RIGHT",0.190949398320199,7.7199999999998,20900568,21000568,21100568,"TS_n2000_h06bee7e5",0.5,150,8,76,0.02,NA,NA,NA,NA
2000,800,61,"IHT",0.449770702014691,8.5300000000002,20900568,21000568,NA,"IHT_n2000_h371ec77d",NA,NA,NA,NA,0.01,200,NA,NA,NA
2000,800,61,"Lasso",0.621130800184734,8.07999999999993,20900568,21000568,21200568,NA,NA,NA,NA,NA,NA,NA,0.657702585780489,NA,NA
2000,800,61,"Adaptive Huber",0.19853968422081,365.72,20900568,21000568,21300568,NA,NA,NA,NA,NA,NA,NA,0.138949549437314,6.16985412292447,0.95
2000,800,61,"Shrinkage",1.39529964356074,15.0100000000002,20900568,21000568,21400568,NA,NA,NA,NA,NA,NA,NA,0.849633271709247,5.40212262696294,0.98
2400,800,61,"TS-RIGHT",0.215004862050142,9.60999999999967,20910568,21010568,21110568,"TS_n2400_h2202f38e",0.5,150,8,76,0.02,NA,NA,NA,NA
2400,800,61,"IHT",0.158473926842102,8.73000000000002,20910568,21010568,NA,"IHT_n2400_h1d7d87f6",NA,NA,NA,NA,0.01,200,NA,NA,NA
2400,800,61,"Lasso",0.304823837697702,5.42000000000007,20910568,21010568,21210568,NA,NA,NA,NA,NA,NA,NA,0.359583693778761,NA,NA
2400,800,61,"Adaptive Huber",0.15702958113954,415.75,20910568,21010568,21310568,NA,NA,NA,NA,NA,NA,NA,0.138949549437314,5.56730321379041,0.95
2400,800,61,"Shrinkage",0.997396639710976,14.4400000000001,20910568,21010568,21410568,NA,NA,NA,NA,NA,NA,NA,0.395434220235379,5.35607699105838,0.98
800,800,62,"TS-RIGHT",0.32309320222434,10.0299999999997,20870569,20970569,21070569,"TS_n800_h155f087a",0.5,200,8,101,0.02,NA,NA,NA,NA
800,800,62,"IHT",0.733693294087224,2.95000000000027,20870569,20970569,NA,"IHT_n800_h17021d83",NA,NA,NA,NA,0.01,200,NA,NA,NA
800,800,62,"Lasso",1.25008149706919,2.40999999999985,20870569,20970569,21170569,NA,NA,NA,NA,NA,NA,NA,1.1616259649083,NA,NA
800,800,62,"Adaptive Huber",0.474056228801871,131.25,20870569,20970569,21270569,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.68916855960348,0.95
800,800,62,"Shrinkage",1.67660078875662,1.17000000000007,20870569,20970569,21370569,NA,NA,NA,NA,NA,NA,NA,0.304173551667956,3.45006034780258,0.95
1200,800,62,"TS-RIGHT",0.240595039922598,8.71000000000004,20880569,20980569,21080569,"TS_n1200_h069793c2",0.5,150,8,76,0.02,NA,NA,NA,NA
1200,800,62,"IHT",0.605467611470263,4.02999999999975,20880569,20980569,NA,"IHT_n1200_h2051495b",NA,NA,NA,NA,0.01,200,NA,NA,NA
1200,800,62,"Lasso",0.718713576340517,5.16000000000031,20880569,20980569,21180569,NA,NA,NA,NA,NA,NA,NA,1.13789296821532,NA,NA
1200,800,62,"Adaptive Huber",0.184213593381387,205.2,20880569,20980569,21280569,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.53682341264125,0.95
1200,800,62,"Shrinkage",1.12585119054386,4.44999999999982,20880569,20980569,21380569,NA,NA,NA,NA,NA,NA,NA,0.798092123572858,5.63713203696828,0.98
1600,800,62,"TS-RIGHT",0.194101474352492,8.38000000000011,20890569,20990569,21090569,"TS_n1600_h21db9f6b",0.5,150,8,76,0.02,NA,NA,NA,NA
1600,800,62,"IHT",0.406228373515715,4.92000000000007,20890569,20990569,NA,"IHT_n1600_h06b009d4",NA,NA,NA,NA,0.01,200,NA,NA,NA
1600,800,62,"Lasso",0.493559854872954,4.19999999999982,20890569,20990569,21190569,NA,NA,NA,NA,NA,NA,NA,0.342976849435325,NA,NA
1600,800,62,"Adaptive Huber",0.279341677589395,279.22,20890569,20990569,21290569,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,5.41510135829324,0.95
1600,800,62,"Shrinkage",1.59201615196089,13.1600000000003,20890569,20990569,21390569,NA,NA,NA,NA,NA,NA,NA,0.906194869848745,3.51986813284952,0.95
