"s_star","TS","FD_budget","FS","TS_vs_FD_budget_reduction","TS_vs_FS_reduction"
5,0.194943509168668,0.382594776388744,6.51429513249316,0.490470018935671,0.970074504577434
15,0.384622877027489,0.929823707524012,16.0424912217597,0.586348601444369,0.976024741312883
20,0.550043845541879,1.47204597493388,19.1959619835706,0.626340579772594,0.971345856695661
30,0.755088405796233,0.994175178943148,24.3312924419909,0.240487570209785,0.968966366764262
