"q","T1","T2","s","s_ref","q_min_tail","q_min_K2","q_max_K1","feasible_tail","feasible_K1","feasible_K2","feasible_blocks","feasible","n1","n2","b2","K1_tar","K1","K2_tar","K2","T_fd_budget","cost_proxy","budget_eligible"
0.5,128,8,10,5,0.32188758248682,0.175,0.9,TRUE,TRUE,TRUE,TRUE,TRUE,1600,1600,200,32,32,7,7,65,206400,TRUE
0.5,150,8,10,5,0.32188758248682,0.175,0.9,TRUE,TRUE,TRUE,TRUE,TRUE,1600,1600,200,32,32,7,7,76,241600,TRUE
0.5,200,8,10,5,0.32188758248682,0.175,0.9,TRUE,TRUE,TRUE,TRUE,TRUE,1600,1600,200,32,32,7,7,101,321600,TRUE
0.5,128,12,10,5,0.32188758248682,0.2625,0.9,TRUE,TRUE,TRUE,TRUE,TRUE,1600,1600,133,32,32,7,7,65,206396,TRUE
0.5,150,12,10,5,0.32188758248682,0.2625,0.9,TRUE,TRUE,TRUE,TRUE,TRUE,1600,1600,133,32,32,7,7,76,241596,TRUE
0.5,200,12,10,5,0.32188758248682,0.2625,0.9,TRUE,TRUE,TRUE,TRUE,TRUE,1600,1600,133,32,32,7,7,101,321596,TRUE
