"q","T1","T2","n1","n2","b2","K1","K2","T_fd_budget","cost_proxy","n_pilot","pilot_median_val_loss","pilot_mean_val_loss","pilot_iqr_val_loss","pilot_fail_rate","pilot_median_runtime"
0.5,150,12,1600,1600,133,32,7,76,241596,2,0.884628685047396,0.884628685047396,0.0264118497501975,0,1.86
0.5,200,12,1600,1600,133,32,7,101,321596,2,0.886755601414579,0.886755601414579,0.0272505238388421,0,2.41
0.5,128,12,1600,1600,133,32,7,65,206396,2,0.895757956286445,0.895757956286445,0.0167175110235172,0,1.61
0.5,200,8,1600,1600,200,32,7,101,321600,2,0.899590769280896,0.899590769280896,0.0288918771264364,0,2.405
0.5,150,8,1600,1600,200,32,7,76,241600,2,0.90023703389243,0.90023703389243,0.024735121417826,0,1.84
0.5,128,8,1600,1600,200,32,7,65,206400,2,0.901618622342608,0.901618622342608,0.0281922216145769,0,1.63
