"eta","T","pilot_median","pilot_iqr","fail_rate"
0.005,800,1.06122966019027,0.235343228480615,0
0.01,400,1.10788523159101,3.35507222722277,0
0.02,200,1.18931079382113,2.96013877394234e+82,0
