"q","T1","T2","pilot_median","pilot_iqr","fail_rate","n1","n2","b2","K1","K2","T_fd_budget","eligible"
0.5,100,8,1.02222424598738,0.11831588007565,0,800,800,100,34,7,51,TRUE
0.5,150,8,0.954247203257638,0.113879205167223,0,800,800,100,34,7,76,TRUE
0.5,200,8,0.939454120317462,0.104435948821197,0,800,800,100,34,7,101,TRUE
