"eta","T","pilot_median","pilot_iqr","fail_rate"
0.005,800,0.997333913041776,0.127877931938583,0
0.01,400,1.05099957056585,0.315879621062678,0
0.02,200,1.16600770482047,9.72384683605608e+70,0
