"q","T1","T2","pilot_median","pilot_iqr","fail_rate","n1","n2","b2","K1","K2","T_fd_budget","eligible"
0.5,100,8,1.38338810263529,0.459155567116867,0,400,400,50,34,5,51,TRUE
0.5,150,8,1.12959512387826,0.185128422768708,0,400,400,50,34,5,76,TRUE
0.5,200,8,1.03400314874528,0.230572541523264,0,400,400,50,34,5,101,TRUE
