"model","rep_id","radius_id","radius","cand_id","K_name","regime","multiplier","K","block_size","q_top","topq_error","l2_error","linf_error","ref_grad_norm"
"linear",4,1,4,7,"K2_c14","local",14,90,22,125,13.7712775356478,14.7749346603282,7.20394646591466,20
"linear",4,1,4,8,"K1_global","global",1,160,12,125,13.9654197723072,14.7618620187786,8.24246431477093,20
"linear",4,1,4,8,"K2_c10","local",10,64,31,125,14.1484313578869,15.9050472494652,7.46662541476151,20
"linear",4,1,4,8,"K2_c12","local",12,77,25,125,13.926380967783,15.4419971851531,7.01159945554507,20
"linear",4,1,4,8,"K2_c14","local",14,90,22,125,13.3877756647755,14.9649909284979,6.83600323277176,20
"linear",4,1,4,9,"K1_global","global",1,160,12,125,13.725470656912,14.4700399721724,8.63710271923963,20
"linear",4,1,4,9,"K2_c10","local",10,64,31,125,14.405138794537,16.1383909151177,6.8286091721473,20
"linear",4,1,4,9,"K2_c12","local",12,77,25,125,13.6051309995081,14.956857437365,7.21656955082945,20
"linear",4,1,4,9,"K2_c14","local",14,90,22,125,13.6232680300256,14.9822485174988,7.22958650370614,20
"linear",4,1,4,10,"K1_global","global",1,160,12,125,13.3383796508992,14.0166293495754,6.22789772728723,20
"linear",4,1,4,10,"K2_c10","local",10,64,31,125,13.7479530305249,15.2768243713863,5.03725122174939,20
"linear",4,1,4,10,"K2_c12","local",12,77,25,125,13.5745970728065,14.8997374856526,5.53066190843449,20
"linear",4,1,4,10,"K2_c14","local",14,90,22,125,13.2906069122628,14.4954450702366,5.36522465751742,20
"linear",4,1,4,11,"K1_global","global",1,160,12,125,13.732453262667,14.5031815773478,6.36928320856393,20
"linear",4,1,4,11,"K2_c10","local",10,64,31,125,13.4512671603489,15.2302119861592,5.22422754875036,20
"linear",4,1,4,11,"K2_c12","local",12,77,25,125,13.5312583082575,14.877213801139,5.27255492545154,20
"linear",4,1,4,11,"K2_c14","local",14,90,22,125,13.14653085586,14.5611218151342,5.49232941608557,20
"linear",4,1,4,12,"K1_global","global",1,160,12,125,13.3114500183809,14.0795542157164,7.37884276389428,20
"linear",4,1,4,12,"K2_c10","local",10,64,31,125,13.4918256936072,15.0570686799657,6.00162014333886,20
"linear",4,1,4,12,"K2_c12","local",12,77,25,125,13.554531420396,14.9033530855444,6.54024027221641,20
"linear",4,1,4,12,"K2_c14","local",14,90,22,125,13.5216008885694,14.8406443357307,6.64383545771586,20
"linear",4,2,2,1,"K1_global","global",1,160,12,125,7.03636041849644,7.51974992940164,3.07976445453648,10
"linear",4,2,2,1,"K2_c10","local",10,64,31,125,7.26230499756453,8.2932921195846,2.7466969533863,10
"linear",4,2,2,1,"K2_c12","local",12,77,25,125,7.2477728415945,8.01559476811463,2.81468993190402,10
"linear",4,2,2,1,"K2_c14","local",14,90,22,125,7.11531549451316,7.88866475183126,3.01373438253916,10
"linear",4,2,2,2,"K1_global","global",1,160,12,125,7.11275134240541,7.58779142586509,3.83791709381549,10
"linear",4,2,2,2,"K2_c10","local",10,64,31,125,7.42142878735858,8.23009273060892,3.49899703363858,10
"linear",4,2,2,2,"K2_c12","local",12,77,25,125,7.45807178395961,8.2801827142134,3.98138599905792,10
"linear",4,2,2,2,"K2_c14","local",14,90,22,125,7.17752143040522,7.97619426174126,3.50151021371348,10
"linear",4,2,2,3,"K1_global","global",1,160,12,125,6.79735870762804,7.28314802797537,3.23623673010598,10
"linear",4,2,2,3,"K2_c10","local",10,64,31,125,7.23128366678821,8.27282129535647,2.74014140914446,10
"linear",4,2,2,3,"K2_c12","local",12,77,25,125,6.96884497962343,7.71082357228588,2.99415568142671,10
"linear",4,2,2,3,"K2_c14","local",14,90,22,125,6.92447285311964,7.79812119303402,2.74090666188151,10
"linear",4,2,2,4,"K1_global","global",1,160,12,125,6.98426089318454,7.47738306303539,3.50812128348709,10
"linear",4,2,2,4,"K2_c10","local",10,64,31,125,7.03568712263298,7.92045471568642,3.00034268311168,10
"linear",4,2,2,4,"K2_c12","local",12,77,25,125,6.98964627809006,7.87099999923422,2.98197101382128,10
"linear",4,2,2,4,"K2_c14","local",14,90,22,125,6.91744532015665,7.74272784480542,2.97448014447867,10
"linear",4,2,2,5,"K1_global","global",1,160,12,125,7.14933242963572,7.67836894651564,3.15691557834179,10
"linear",4,2,2,5,"K2_c10","local",10,64,31,125,7.21041038366081,8.19979876664476,2.47396978892218,10
"linear",4,2,2,5,"K2_c12","local",12,77,25,125,7.13155510525677,7.97155246032712,2.75789897488922,10
"linear",4,2,2,5,"K2_c14","local",14,90,22,125,7.01059973454561,7.98269359001216,2.29245939761512,10
"linear",4,2,2,6,"K1_global","global",1,160,12,125,6.75236835162848,7.22047690249993,3.12532829532059,10
"linear",4,2,2,6,"K2_c10","local",10,64,31,125,7.16447761594051,8.21501939770578,2.61634890706521,10
"linear",4,2,2,6,"K2_c12","local",12,77,25,125,7.12807846027686,8.04307774196147,2.67861092620203,10
"linear",4,2,2,6,"K2_c14","local",14,90,22,125,6.75957412714304,7.66538080465213,2.53414467778629,10
"linear",4,2,2,7,"K1_global","global",1,160,12,125,7.32846954396817,7.82834683897514,3.61981111528885,10
"linear",4,2,2,7,"K2_c10","local",10,64,31,125,7.33156168313777,8.35180521742812,2.67203804133386,10
"linear",4,2,2,7,"K2_c12","local",12,77,25,125,7.67125307235198,8.49746691784467,3.19511392125899,10
"linear",4,2,2,7,"K2_c14","local",14,90,22,125,7.32493238498262,8.14447652050768,3.00829280238609,10
"linear",4,2,2,8,"K1_global","global",1,160,12,125,6.6021589200388,7.15631990227076,3.2856960897097,10
"linear",4,2,2,8,"K2_c10","local",10,64,31,125,6.81388244970979,7.92266199623883,2.44106678613802,10
"linear",4,2,2,8,"K2_c12","local",12,77,25,125,6.7465137094255,7.72233961566396,2.57600061875889,10
"linear",4,2,2,8,"K2_c14","local",14,90,22,125,6.88353925608033,7.75746869757795,2.65922976662784,10
"linear",4,2,2,9,"K1_global","global",1,160,12,125,7.09041249735678,7.53951896172101,4.39846225599365,10
"linear",4,2,2,9,"K2_c10","local",10,64,31,125,7.02506927290613,7.94713717112744,3.44254529307711,10
"linear",4,2,2,9,"K2_c12","local",12,77,25,125,7.42724052062621,8.15215918928972,4.08424797964726,10
"linear",4,2,2,9,"K2_c14","local",14,90,22,125,7.23381262969543,7.94332953091415,4.00070554126865,10
"linear",4,2,2,10,"K1_global","global",1,160,12,125,6.91815726674168,7.43258530742408,3.21214953954101,10
"linear",4,2,2,10,"K2_c10","local",10,64,31,125,6.84195607000291,7.74852948652764,2.880625463748,10
"linear",4,2,2,10,"K2_c12","local",12,77,25,125,7.00791091933442,7.83712183795017,2.95109108856416,10
"linear",4,2,2,10,"K2_c14","local",14,90,22,125,6.87020138751103,7.62914089899418,2.72205777865405,10
"linear",4,2,2,11,"K1_global","global",1,160,12,125,6.96796695424213,7.44260871542124,3.12726262778577,10
"linear",4,2,2,11,"K2_c10","local",10,64,31,125,6.90499534928924,7.71382425468567,2.8232774485303,10
"linear",4,2,2,11,"K2_c12","local",12,77,25,125,7.10373777963144,7.7956642342969,3.16308563291105,10
"linear",4,2,2,11,"K2_c14","local",14,90,22,125,7.06638451431166,7.75528889424425,3.13105514508434,10
"linear",4,2,2,12,"K1_global","global",1,160,12,125,6.80319365598811,7.29145870725279,4.31508372554396,10
"linear",4,2,2,12,"K2_c10","local",10,64,31,125,7.30858401787797,8.37882146242552,3.82803452749632,10
"linear",4,2,2,12,"K2_c12","local",12,77,25,125,7.1821855493303,7.9916177779232,4.21971814834263,10
"linear",4,2,2,12,"K2_c14","local",14,90,22,125,7.19428703472032,8.01010572033378,3.88979468092689,10
"linear",4,3,1,1,"K1_global","global",1,160,12,125,3.81209884463301,4.14206209368335,1.90021397367954,5
"linear",4,3,1,1,"K2_c10","local",10,64,31,125,4.10979704404065,4.73505856070857,1.63303889844953,5
"linear",4,3,1,1,"K2_c12","local",12,77,25,125,4.14710379851682,4.6487396934532,1.93463256050124,5
"linear",4,3,1,1,"K2_c14","local",14,90,22,125,4.03085186791673,4.51998330961666,1.75644198989259,5
"linear",4,3,1,2,"K1_global","global",1,160,12,125,3.72567963065962,4.06819619060298,1.82317082688558,5
"linear",4,3,1,2,"K2_c10","local",10,64,31,125,3.85801069083908,4.4245572950661,1.48441298891509,5
"linear",4,3,1,2,"K2_c12","local",12,77,25,125,3.99414193394238,4.58254250981794,1.6946089210796,5
"linear",4,3,1,2,"K2_c14","local",14,90,22,125,3.85877166705042,4.39831935864191,1.57499386056568,5
"linear",4,3,1,3,"K1_global","global",1,160,12,125,3.83523834442067,4.23793527087398,1.91275314733178,5
"linear",4,3,1,3,"K2_c10","local",10,64,31,125,4.06536895305272,4.81294674168403,1.5060852413463,5
"linear",4,3,1,3,"K2_c12","local",12,77,25,125,3.99706670235278,4.65636061937899,1.45543508424427,5
"linear",4,3,1,3,"K2_c14","local",14,90,22,125,3.80486292422564,4.39784914666388,1.41788213375478,5
"linear",4,3,1,4,"K1_global","global",1,160,12,125,3.87676938407622,4.20193527920767,1.88794047254511,5
"linear",4,3,1,4,"K2_c10","local",10,64,31,125,4.03360902546205,4.64748701905534,1.30165789085228,5
"linear",4,3,1,4,"K2_c12","local",12,77,25,125,4.08248321150871,4.76401545588549,1.39112641812798,5
"linear",4,3,1,4,"K2_c14","local",14,90,22,125,3.94417559854594,4.51014304845958,1.32590241021994,5
"linear",4,3,1,5,"K1_global","global",1,160,12,125,3.73483841749979,4.08289341120023,1.7247252200068,5
"linear",4,3,1,5,"K2_c10","local",10,64,31,125,3.88436620726979,4.48577280934074,1.53038613979859,5
"linear",4,3,1,5,"K2_c12","local",12,77,25,125,3.94882387503907,4.53506138221351,1.56401294672226,5
"linear",4,3,1,5,"K2_c14","local",14,90,22,125,3.74172778603253,4.34767786798173,1.4019052286671,5
"linear",4,3,1,6,"K1_global","global",1,160,12,125,3.79387420047947,4.15398926393936,1.68618302863648,5
"linear",4,3,1,6,"K2_c10","local",10,64,31,125,4.23374423815281,4.83424253931308,1.39354303578601,5
"linear",4,3,1,6,"K2_c12","local",12,77,25,125,4.09043347354049,4.61668023496583,1.72721876445031,5
"linear",4,3,1,6,"K2_c14","local",14,90,22,125,3.80278931288725,4.32324317426293,1.43898283340259,5
"linear",4,3,1,7,"K1_global","global",1,160,12,125,3.99892812360635,4.35700209234376,1.83098452786942,5
"linear",4,3,1,7,"K2_c10","local",10,64,31,125,4.24511656012939,4.87005235905522,1.54875664864534,5
"linear",4,3,1,7,"K2_c12","local",12,77,25,125,4.06282755611106,4.55482178038169,1.49637501443952,5
"linear",4,3,1,7,"K2_c14","local",14,90,22,125,4.13786429826322,4.64442410853113,1.67247661225038,5
"linear",4,3,1,8,"K1_global","global",1,160,12,125,3.59231156772014,3.96861492887423,2.43986471228321,5
"linear",4,3,1,8,"K2_c10","local",10,64,31,125,4.10664780558076,4.69687373101356,2.05824935631787,5
"linear",4,3,1,8,"K2_c12","local",12,77,25,125,3.94288372824288,4.53282127956005,2.25386094795851,5
"linear",4,3,1,8,"K2_c14","local",14,90,22,125,3.77125302372483,4.25540279380974,2.0821527476709,5
"linear",4,3,1,9,"K1_global","global",1,160,12,125,3.66470071347837,3.99767218385319,1.75695082794592,5
"linear",4,3,1,9,"K2_c10","local",10,64,31,125,4.0136228060762,4.73698991046478,1.60865153240058,5
"linear",4,3,1,9,"K2_c12","local",12,77,25,125,3.94783653640375,4.52799447763228,1.87286206695617,5
"linear",4,3,1,9,"K2_c14","local",14,90,22,125,3.77666888218914,4.32505121341532,1.64479429559064,5
"linear",4,3,1,10,"K1_global","global",1,160,12,125,3.85385482828177,4.21860013515799,1.71942889013774,5
"linear",4,3,1,10,"K2_c10","local",10,64,31,125,4.15766794222514,4.80139763815003,1.57651640229019,5
"linear",4,3,1,10,"K2_c12","local",12,77,25,125,3.89159043173936,4.42001188199662,1.6367263445991,5
"linear",4,3,1,10,"K2_c14","local",14,90,22,125,4.03788072079505,4.59034135045107,1.61644958570232,5
"linear",4,3,1,11,"K1_global","global",1,160,12,125,3.86346900392721,4.24019712883893,1.70264347011386,5
"linear",4,3,1,11,"K2_c10","local",10,64,31,125,4.08223875233338,4.67215952471953,1.44071109658623,5
"linear",4,3,1,11,"K2_c12","local",12,77,25,125,3.94762487237388,4.48904469639668,1.53263171141075,5
"linear",4,3,1,11,"K2_c14","local",14,90,22,125,3.97174586648514,4.50669902454432,1.42044693746054,5
"linear",4,3,1,12,"K1_global","global",1,160,12,125,3.87942012974474,4.22059943194359,2.1576134367027,5
"linear",4,3,1,12,"K2_c10","local",10,64,31,125,4.09679921424301,4.823894896442,1.40550775232875,5
"linear",4,3,1,12,"K2_c12","local",12,77,25,125,4.05224333261414,4.70903342858861,1.66559221217607,5
"linear",4,3,1,12,"K2_c14","local",14,90,22,125,3.90518066622414,4.51300869494642,1.38543145915127,5
"linear",4,4,0.5,1,"K1_global","global",1,160,12,125,2.24790325845674,2.59169259287334,0.724072019137067,2.5
"linear",4,4,0.5,1,"K2_c10","local",10,64,31,125,2.62698075780222,3.18450859963214,0.584367930564601,2.5
"linear",4,4,0.5,1,"K2_c12","local",12,77,25,125,2.54207641874937,3.05753929203852,0.668085913131321,2.5
"linear",4,4,0.5,1,"K2_c14","local",14,90,22,125,2.4638648420645,2.96748099660921,0.570756709565258,2.5
"linear",4,4,0.5,2,"K1_global","global",1,160,12,125,2.27682452209297,2.63823779207902,0.827355469327214,2.5
"linear",4,4,0.5,2,"K2_c10","local",10,64,31,125,2.58102858034263,3.14082945475589,0.687001666329538,2.5
"linear",4,4,0.5,2,"K2_c12","local",12,77,25,125,2.48612124496573,3.00866766488283,0.670185323304348,2.5
"linear",4,4,0.5,2,"K2_c14","local",14,90,22,125,2.54273849738375,3.00662547189817,0.707172526465719,2.5
"linear",4,4,0.5,3,"K1_global","global",1,160,12,125,2.31033134667953,2.61702448411623,1.16565590943042,2.5
"linear",4,4,0.5,3,"K2_c10","local",10,64,31,125,2.58747004941125,3.10113948439069,0.903257316901602,2.5
"linear",4,4,0.5,3,"K2_c12","local",12,77,25,125,2.40353625295622,2.86226790259015,0.897315675456299,2.5
"linear",4,4,0.5,3,"K2_c14","local",14,90,22,125,2.37419217657006,2.79790280354053,0.981430949007137,2.5
"linear",4,4,0.5,4,"K1_global","global",1,160,12,125,2.15769574955204,2.4809953734084,0.820176568599514,2.5
"linear",4,4,0.5,4,"K2_c10","local",10,64,31,125,2.62809528942673,3.20028317364441,0.565753748691566,2.5
"linear",4,4,0.5,4,"K2_c12","local",12,77,25,125,2.5880319539343,3.09504872950394,0.672885314022282,2.5
"linear",4,4,0.5,4,"K2_c14","local",14,90,22,125,2.32637270793179,2.74777029571574,0.599215104055789,2.5
"linear",4,4,0.5,5,"K1_global","global",1,160,12,125,2.21910802792908,2.52324649929852,0.82418771726837,2.5
"linear",4,4,0.5,5,"K2_c10","local",10,64,31,125,2.54429796439814,3.05687427351609,0.754046028721538,2.5
"linear",4,4,0.5,5,"K2_c12","local",12,77,25,125,2.50002973534494,3.02433663251247,0.82105333835669,2.5
"linear",4,4,0.5,5,"K2_c14","local",14,90,22,125,2.48542036028896,2.93454999140995,0.844492765729413,2.5
