"Config","arm_type","t","median_l2","q25_l2","q75_l2","n_rep"
"TS (q=0.25, T1=128, T2=8)","TS",110,0.264872333505478,0.236882099749024,0.297471335074641,100
"TS (q=0.25, T1=128, T2=8)","TS",111,0.260665803992318,0.233368762628473,0.294316715425724,100
"TS (q=0.25, T1=128, T2=8)","TS",112,0.257429018875281,0.232130489790133,0.292404805601398,100
"TS (q=0.25, T1=128, T2=8)","TS",113,0.254201101600049,0.229933324183966,0.290916005738795,100
"TS (q=0.25, T1=128, T2=8)","TS",114,0.252922598977881,0.226589902662679,0.288925935909364,100
"TS (q=0.25, T1=128, T2=8)","TS",115,0.252211363748661,0.22486721424553,0.287119188318827,100
"TS (q=0.25, T1=128, T2=8)","TS",116,0.250976519281076,0.220817539801471,0.285294239296244,100
"TS (q=0.25, T1=128, T2=8)","TS",117,0.247306536713384,0.22027572833341,0.283707414587013,100
"TS (q=0.25, T1=128, T2=8)","TS",118,0.245555192429156,0.219943715979398,0.28169893787825,100
"TS (q=0.25, T1=128, T2=8)","TS",119,0.242713660406712,0.217551388134002,0.279453307459682,100
"TS (q=0.25, T1=128, T2=8)","TS",120,0.240941466085012,0.214877628821324,0.277635826366234,100
"TS (q=0.25, T1=128, T2=8)","TS",121,0.240680276742846,0.214538240621423,0.274534826879446,100
"TS (q=0.25, T1=128, T2=8)","TS",122,0.240770655391533,0.215070337145296,0.272281503288496,100
"TS (q=0.25, T1=128, T2=8)","TS",123,0.241929409894608,0.215070274702261,0.272017150703462,100
"TS (q=0.25, T1=128, T2=8)","TS",124,0.240416598911506,0.216219632652882,0.27177268904893,100
"TS (q=0.25, T1=128, T2=8)","TS",125,0.240234756776419,0.216400565964269,0.27107965189212,100
"TS (q=0.25, T1=128, T2=8)","TS",126,0.240277014061474,0.217294718146894,0.270492609081437,100
"TS (q=0.25, T1=128, T2=8)","TS",127,0.240119201302223,0.216715229954327,0.269790844033387,100
"TS (q=0.25, T1=128, T2=8)","TS",128,0.240154259668296,0.216405646002896,0.26977719929728,100
"TS (q=0.25, T1=128, T2=8)","TS",129,0.238383730612023,0.213813660230384,0.267803031500933,100
"TS (q=0.25, T1=128, T2=8)","TS",130,0.232401775565226,0.208728120197137,0.264406625507427,100
"TS (q=0.25, T1=128, T2=8)","TS",131,0.225682499484289,0.202254144283766,0.260353217061268,100
"TS (q=0.25, T1=128, T2=8)","TS",132,0.222149020232245,0.19600081464706,0.25730307444065,100
"TS (q=0.25, T1=128, T2=8)","TS",133,0.220611534130344,0.198060726787288,0.253186165624044,100
"TS (q=0.25, T1=128, T2=8)","TS",134,0.215788226487877,0.195170649660671,0.246656932500555,100
"TS (q=0.25, T1=128, T2=8)","TS",135,0.207397263698234,0.191378290493689,0.240779078724032,100
"TS (q=0.25, T1=128, T2=8)","TS",136,0.205626695071403,0.188195254682868,0.230665356523512,100
"TS (q=0.25, T1=150, T2=8)","TS",0,15.8113883008419,15.8113883008419,15.8113883008419,100
"TS (q=0.25, T1=150, T2=8)","TS",1,15.0144318809774,14.9769514289964,15.0542074943418,100
"TS (q=0.25, T1=150, T2=8)","TS",2,14.2691049911785,14.2021192481586,14.3440985562673,100
"TS (q=0.25, T1=150, T2=8)","TS",3,13.5676516276005,13.4769023486226,13.6725361438423,100
"TS (q=0.25, T1=150, T2=8)","TS",4,12.9082520710439,12.79935535711,13.036997186744,100
"TS (q=0.25, T1=150, T2=8)","TS",5,12.288135308767,12.160477730286,12.4494388653734,100
"TS (q=0.25, T1=150, T2=8)","TS",6,11.7093149882156,11.5630560163725,11.8955804163519,100
"TS (q=0.25, T1=150, T2=8)","TS",7,11.1743576810921,11.001306428152,11.3763663603841,100
"TS (q=0.25, T1=150, T2=8)","TS",8,10.6622779775675,10.4740625471345,10.8831787560449,100
"TS (q=0.25, T1=150, T2=8)","TS",9,10.1856798569624,9.97602223186576,10.4017064388473,100
"TS (q=0.25, T1=150, T2=8)","TS",10,9.73418913426448,9.50995128755778,9.94169088978629,100
"TS (q=0.25, T1=150, T2=8)","TS",11,9.30379359019986,9.07020579573679,9.50404072734872,100
"TS (q=0.25, T1=150, T2=8)","TS",12,8.89266459684399,8.65803466874494,9.08973994609035,100
"TS (q=0.25, T1=150, T2=8)","TS",13,8.49788586006926,8.2644603946731,8.70665189579126,100
"TS (q=0.25, T1=150, T2=8)","TS",14,8.12223391310551,7.89263856890565,8.3435832819833,100
"TS (q=0.25, T1=150, T2=8)","TS",15,7.7682351203293,7.53124029911316,7.99970934067997,100
"TS (q=0.25, T1=150, T2=8)","TS",16,7.43114697442652,7.18973505189359,7.67639877543403,100
"TS (q=0.25, T1=150, T2=8)","TS",17,7.11268240284539,6.87206799298557,7.35846081418087,100
"TS (q=0.25, T1=150, T2=8)","TS",18,6.80292791396883,6.5764301031077,7.06137368838704,100
"TS (q=0.25, T1=150, T2=8)","TS",19,6.51047591582569,6.29204287495982,6.77846768998605,100
"TS (q=0.25, T1=150, T2=8)","TS",20,6.24105395218073,6.01858511392755,6.5039491439741,100
"TS (q=0.25, T1=150, T2=8)","TS",21,5.98830257765011,5.75853007600837,6.24233933921996,100
"TS (q=0.25, T1=150, T2=8)","TS",22,5.74694998181182,5.51344847120678,5.99226601261193,100
"TS (q=0.25, T1=150, T2=8)","TS",23,5.51570770704702,5.28125365017532,5.75165784812172,100
"TS (q=0.25, T1=150, T2=8)","TS",24,5.29477524308149,5.06050928472584,5.52417936993538,100
"TS (q=0.25, T1=150, T2=8)","TS",25,5.08177467891929,4.85070843421182,5.31089068212904,100
"TS (q=0.25, T1=150, T2=8)","TS",26,4.87583220071765,4.64743501716788,5.09966391407574,100
"TS (q=0.25, T1=150, T2=8)","TS",27,4.67698835955397,4.45288059919,4.89925506312617,100
"TS (q=0.25, T1=150, T2=8)","TS",28,4.49144674530957,4.26834340404962,4.70690977533617,100
"TS (q=0.25, T1=150, T2=8)","TS",29,4.30995955422534,4.09269776145478,4.52138774467895,100
"TS (q=0.25, T1=150, T2=8)","TS",30,4.13516225767378,3.92490652327273,4.34382803464217,100
"TS (q=0.25, T1=150, T2=8)","TS",31,3.96869429742575,3.76420240214185,4.1739392597586,100
"TS (q=0.25, T1=150, T2=8)","TS",32,3.81013229547913,3.60137457635428,4.01183344978888,100
"TS (q=0.25, T1=150, T2=8)","TS",33,3.65908870609336,3.44727169751038,3.85890102888411,100
"TS (q=0.25, T1=150, T2=8)","TS",34,3.51412567099104,3.30649800186431,3.71308754289499,100
"TS (q=0.25, T1=150, T2=8)","TS",35,3.37462153621648,3.16713060072783,3.57064454543337,100
"TS (q=0.25, T1=150, T2=8)","TS",36,3.24187840144212,3.03450941072748,3.4345698553034,100
"TS (q=0.25, T1=150, T2=8)","TS",37,3.11555916320787,2.91114316349045,3.30355524413616,100
"TS (q=0.25, T1=150, T2=8)","TS",38,2.99473432385176,2.79303406703886,3.17985328382251,100
"TS (q=0.25, T1=150, T2=8)","TS",39,2.87776413394879,2.68106288305458,3.06093226644359,100
"TS (q=0.25, T1=150, T2=8)","TS",40,2.76592411533491,2.57436530621991,2.94598970577177,100
"TS (q=0.25, T1=150, T2=8)","TS",41,2.66117862084461,2.47187350273241,2.83358245395374,100
"TS (q=0.25, T1=150, T2=8)","TS",42,2.55816420422721,2.36905074213914,2.72523498727089,100
"TS (q=0.25, T1=150, T2=8)","TS",43,2.46068776333728,2.2698565980214,2.62085336407926,100
"TS (q=0.25, T1=150, T2=8)","TS",44,2.36203202168889,2.17522845045267,2.51965533930299,100
"TS (q=0.25, T1=150, T2=8)","TS",45,2.27063529247608,2.08433154868708,2.42236637872995,100
"TS (q=0.25, T1=150, T2=8)","TS",46,2.18274746613731,1.99736657790742,2.3295028369232,100
"TS (q=0.25, T1=150, T2=8)","TS",47,2.0976052773876,1.91489209451645,2.24212004241744,100
"TS (q=0.25, T1=150, T2=8)","TS",48,2.01630646916616,1.83687331734067,2.16153057001238,100
"TS (q=0.25, T1=150, T2=8)","TS",49,1.93809649293713,1.76278272561118,2.07843361424271,100
"TS (q=0.25, T1=150, T2=8)","TS",50,1.86298353032566,1.69262832868501,1.99863823401243,100
"TS (q=0.25, T1=150, T2=8)","TS",51,1.78814322524132,1.62632013001244,1.92212242170159,100
"TS (q=0.25, T1=150, T2=8)","TS",52,1.71723315753195,1.56400118237735,1.85269012046937,100
"TS (q=0.25, T1=150, T2=8)","TS",53,1.65172245412183,1.4997761025061,1.78206147326553,100
