"Config","arm_type","t","median_l2","q25_l2","q75_l2","n_rep"
"FD (Baseline)","FD",29,3.89603505008751,3.72498319896914,4.11270441931586,100
"FD (Baseline)","FD",30,3.73108633799019,3.5602252373813,3.94065883588059,100
"FD (Baseline)","FD",31,3.56964446362413,3.3971595602795,3.77681515406796,100
"FD (Baseline)","FD",32,3.41395152091065,3.24092209444732,3.62037053379899,100
"FD (Baseline)","FD",33,3.26064746620972,3.0974619198343,3.4709838553567,100
"FD (Baseline)","FD",34,3.11202137630132,2.95903234379012,3.32800041615374,100
"FD (Baseline)","FD",35,2.97030670318472,2.82345450405368,3.19084342385573,100
"FD (Baseline)","FD",36,2.84071517442367,2.69914380483155,3.05864369894381,100
"FD (Baseline)","FD",37,2.71863816869571,2.58385767003719,2.93194251150743,100
"FD (Baseline)","FD",38,2.60261425125447,2.4731446738238,2.81094268032462,100
"FD (Baseline)","FD",39,2.49092847494217,2.36703258897498,2.6957431302052,100
"FD (Baseline)","FD",40,2.38229792619033,2.25940235735004,2.58642069970107,100
"FD (Baseline)","FD",41,2.27825792056839,2.15498966700771,2.48230796195514,100
"FD (Baseline)","FD",42,2.17817086782156,2.06101265386993,2.38212598555952,100
"FD (Baseline)","FD",43,2.08521444286806,1.97315835028134,2.28464645299749,100
"FD (Baseline)","FD",44,1.99606516392703,1.88871198361675,2.19129127243653,100
"FD (Baseline)","FD",45,1.91123193072767,1.8046473749135,2.10217997574948,100
"FD (Baseline)","FD",46,1.83404461783588,1.72405823639383,2.01657447505221,100
"FD (Baseline)","FD",47,1.75503105791417,1.64702611998591,1.93373162752482,100
"FD (Baseline)","FD",48,1.68286478594518,1.57531940342219,1.85490050261103,100
"FD (Baseline)","FD",49,1.61365593814643,1.50608806691969,1.77964394561214,100
"FD (Baseline)","FD",50,1.54851029778073,1.44262890292284,1.70776598907506,100
"FD (Baseline)","FD",51,1.48410009791483,1.38182946481605,1.63940596842061,100
"FD (Baseline)","FD",52,1.42129064345276,1.32347107704345,1.57414610798016,100
"FD (Baseline)","FD",53,1.35965977555206,1.26538383355313,1.51083823680725,100
"FD (Baseline)","FD",54,1.30024388314094,1.20803322600473,1.44995400986544,100
"FD (Baseline)","FD",55,1.24439990749589,1.15313042481889,1.39289111313212,100
"FD (Baseline)","FD",56,1.19371437227721,1.10133147291014,1.3392232468982,100
"FD (Baseline)","FD",57,1.14329139370343,1.0528298952855,1.287039840352,100
"FD (Baseline)","FD",58,1.09523859650015,1.00746689356565,1.23542477742539,100
"FD (Baseline)","FD",59,1.0491981908152,0.964721360615497,1.18469117395718,100
"FD (Baseline)","FD",60,1.0051052717686,0.926374213224319,1.13586467645369,100
"FD (Baseline)","FD",61,0.964034297314887,0.890418999760813,1.09032530268659,100
"FD (Baseline)","FD",62,0.925470807156742,0.856601391456667,1.04668819154753,100
"FD (Baseline)","FD",63,0.889189147111303,0.819819369353203,1.00452698124153,100
"FD (Baseline)","FD",64,0.853834772580871,0.784527857391576,0.96585251894722,100
"FD (Baseline)","FD",65,0.82005119577348,0.752072236200566,0.928515711367756,100
"FD (Baseline)","FD",66,0.787768253423584,0.717226505846116,0.891748657953853,100
"FD (Baseline)","FD",67,0.756475592523653,0.686116080545291,0.859162658544448,100
"FD (Baseline)","FD",68,0.725645116154496,0.657926191617039,0.827273183873037,100
"FD (Baseline)","FD",69,0.695691214910384,0.628739734541258,0.796547419587223,100
"FD (Baseline)","FD",70,0.666264390119272,0.604265750496812,0.764964301723359,100
"FD (Baseline)","FD",71,0.638136604389415,0.577695903170068,0.734333704261505,100
"FD (Baseline)","FD",72,0.611449191939265,0.552028598905456,0.704904778573848,100
"FD (Baseline)","FD",73,0.585728719458365,0.527384163374,0.677218629576068,100
"FD (Baseline)","FD",74,0.56185803742991,0.505794682245534,0.65031861954427,100
"FD (Baseline)","FD",75,0.542918373747531,0.487516190292638,0.624658673377357,100
"FD (Baseline)","FD",76,0.523584698717854,0.467554930937506,0.60013257674672,100
"FD (Baseline)","FD",77,0.50488853431609,0.447114531395587,0.576663246663077,100
"FD (Baseline)","FD",78,0.487787914503363,0.429153449947136,0.554134508900398,100
"FD (Baseline)","FD",79,0.473521870681014,0.41301035014855,0.532783397608157,100
"FD (Baseline)","FD",80,0.456559404530344,0.397714895138658,0.512645335545377,100
"FD (Baseline)","FD",81,0.437008764978557,0.383212929421478,0.493317240579008,100
"FD (Baseline)","FD",82,0.418754340799244,0.369618506603148,0.475028946240571,100
"FD (Baseline)","FD",83,0.402407778978449,0.355849267494142,0.457721308133422,100
"FD (Baseline)","FD",84,0.388231746935283,0.344353937574243,0.442922504211531,100
"FD (Baseline)","FD",85,0.377098069371962,0.331812771333905,0.426644654766351,100
"FD (Baseline)","FD",86,0.366588440634096,0.320279683738839,0.412252351192702,100
"FD (Baseline)","FD",87,0.35443285697786,0.30933772569393,0.398976512197448,100
"FD (Baseline)","FD",88,0.343995598646027,0.298984070085141,0.385870293152733,100
"FD (Baseline)","FD",89,0.335043865983447,0.28824007548534,0.374674071691741,100
"FD (Baseline)","FD",90,0.325747926295874,0.276582264341148,0.364928730879008,100
"FD (Baseline)","FD",91,0.31655738800425,0.265517438088925,0.355990141142641,100
"FD (Baseline)","FD",92,0.3082000951117,0.254778827718189,0.344631240173697,100
"FD (Baseline)","FD",93,0.300748662776402,0.246602110814888,0.333075234293366,100
"FD (Baseline)","FD",94,0.293257832033845,0.240809061349771,0.323459778402272,100
"FD (Baseline)","FD",95,0.284724204876276,0.235019653121157,0.313088270777982,100
"FD (Baseline)","FD",96,0.277895632478595,0.22905810609095,0.30525595030263,100
"FD (Baseline)","FD",97,0.27121602935723,0.222278543846864,0.301670684475229,100
"FD (Baseline)","FD",98,0.267190154940695,0.217763466439938,0.297901205699339,100
"FD (Baseline)","FD",99,0.26179748960862,0.214965081742225,0.290757824513186,100
"FD (Baseline)","FD",100,0.256985369106882,0.213164900750737,0.283879426371576,100
"FD (Baseline)","FD",101,0.249211831689518,0.211981151501015,0.277968129022849,100
"FD (Baseline)","FD",102,0.243702943080599,0.208806446141689,0.272807008103869,100
"FD (Baseline)","FD",103,0.24021327629207,0.205412476982818,0.267374148957781,100
"FD (Baseline)","FD",104,0.237276231779021,0.203200957257199,0.264431307961188,100
"FD (Baseline)","FD",105,0.232426872088931,0.202595999583817,0.260899382507327,100
"FD (Baseline)","FD",106,0.227793087622226,0.202357454873489,0.257218809108938,100
"FD (Baseline)","FD",107,0.223938003008608,0.199062395009369,0.254253310313814,100
"FD (Baseline)","FD",108,0.221450152651555,0.198868173621236,0.25205495992122,100
"FD (Baseline)","FD",109,0.218005187802192,0.198633334450361,0.251084359228795,100
"FD (Baseline)","FD",110,0.216909052845027,0.196473537896186,0.250313949354901,100
"FD (Baseline)","FD",111,0.216340645260318,0.193767792230468,0.249922964935772,100
"FD (Baseline)","FD",112,0.215426215264523,0.193816762197454,0.249923898974648,100
"FD (Baseline)","FD",113,0.21356794022678,0.19359937096311,0.249763119805447,100
"FD (Baseline)","FD",114,0.213995329856402,0.191818063133742,0.24868307462176,100
"FD (Baseline)","FD",115,0.213252378921985,0.190881577714696,0.248622128504547,100
"FD (Baseline)","FD",116,0.212881734360891,0.189206082395384,0.247282313883551,100
"FD (Baseline)","FD",117,0.212730169942668,0.189918408070428,0.245097970606029,100
"FD (Baseline)","FD",118,0.212769031619269,0.189813793123454,0.243193120863518,100
"FD (Baseline)","FD",119,0.213689146999874,0.189099496701177,0.241410313954957,100
"FD (Baseline)","FD",120,0.214317935574122,0.189154119422843,0.24005426919878,100
"FD (Baseline)","FD",121,0.214788554123219,0.188775649016561,0.239487200855195,100
"FD (Baseline)","FD",122,0.215077270283303,0.188860811516834,0.238762400136837,100
"FD (Baseline)","FD",123,0.215917298201253,0.189600807351456,0.239738930042266,100
"FD (Baseline)","FD",124,0.217880023552508,0.190813671194743,0.240449965553826,100
"FD (Baseline)","FD",125,0.218485434848499,0.192096888206122,0.240664144965027,100
"FD (Baseline)","FD",126,0.219385634392262,0.193584677748209,0.239929264741887,100
"FD (Baseline)","FD",127,0.220387647035358,0.194267314037021,0.241053664104968,100
"FD (Baseline)","FD",128,0.22064319269891,0.19563192342756,0.24217795942397,100
"FD (Baseline)","FD",129,0.221989087150828,0.196242964405586,0.243544260142328,100
"FD (Baseline)","FD",130,0.223484004986559,0.196620022308126,0.244586803530137,100
"FD (Baseline)","FD",131,0.224253009399472,0.197091978903173,0.244443931571833,100
"FD (Baseline)","FD",132,0.224782794850242,0.197887706062254,0.244051969020147,100
"FD (Baseline)","FD",133,0.225228291442957,0.198908545764712,0.243661294868238,100
"FD (Baseline)","FD",134,0.225187484784846,0.199886530247762,0.243429585721056,100
"FD (Baseline)","FD",135,0.225181767942174,0.200847366252819,0.244696535401913,100
"FD (Baseline)","FD",136,0.225937838754129,0.20191612725022,0.245867998219229,100
"FD (Baseline)","FD",137,0.226650936981442,0.202962665842739,0.246415387208514,100
"FD (Baseline)","FD",138,0.227332021031046,0.203992869488284,0.247891520333291,100
"FD (Baseline)","FD",139,0.228318868071105,0.205064260012103,0.24939482834569,100
"FD (Baseline)","FD",140,0.228901028340358,0.206198439243905,0.250462994419857,100
"FD (Baseline)","FD",141,0.230111472009893,0.20657121784127,0.25127673368678,100
"FD (Baseline)","FD",142,0.231930779311277,0.207745959500813,0.252118201095535,100
"FD (Baseline)","FD",143,0.232788422551742,0.209186671931296,0.252424306669509,100
"FD (Baseline)","FD",144,0.233444221649877,0.209519158685554,0.252588819646151,100
"FD (Baseline)","FD",145,0.233850820742047,0.209459619330765,0.253693266423355,100
"FD (Baseline)","FD",146,0.234715807812146,0.209615179790919,0.254594310847929,100
"FD (Baseline)","FD",147,0.235545534687305,0.210380157649879,0.256231834238572,100
"FD (Baseline)","FD",148,0.236318758622579,0.211275351646853,0.256427452504772,100
"FD (Baseline)","FD",149,0.236848163058846,0.212223744426737,0.256517821274128,100
"FD (Baseline)","FD",150,0.237392397696063,0.213329610257689,0.256601005931843,100
"FD (Baseline)","FD",151,0.23783119234523,0.213789977901377,0.256789057592679,100
"FD (Baseline)","FD",152,0.238816486163034,0.213644196622672,0.25740093476657,100
"FD (Baseline)","FD",153,0.239438209677462,0.21351826007915,0.257729783420648,100
"FD (Baseline)","FD",154,0.240047722203113,0.213454435969071,0.258255628943453,100
"FD (Baseline)","FD",155,0.240646017883701,0.213399067362681,0.258770475902668,100
"FD (Baseline)","FD",156,0.241255795597765,0.21362206358299,0.259354782676648,100
"FD (Baseline)","FD",157,0.241850252347469,0.214801477340263,0.260486786809476,100
"FD (Baseline)","FD",158,0.242416792415998,0.21643299301364,0.261469278445756,100
"FD (Baseline)","FD",159,0.24296609607458,0.21675423885632,0.262146407925653,100
"FD (Baseline)","FD",160,0.243501106942126,0.217089089673763,0.262121139979788,100
"FD (Baseline)","FD",161,0.243782789129662,0.217958854225175,0.263144677892784,100
"FD (Baseline)","FD",162,0.244238080567472,0.219374384541555,0.264455717234521,100
"FD (Baseline)","FD",163,0.244477704849712,0.220825057145163,0.265667923956546,100
"FD (Baseline)","FD",164,0.24507621537565,0.222283918254992,0.266767965970415,100
"FD (Baseline)","FD",165,0.245554824713649,0.223054855474624,0.267650173889916,100
"FD (Baseline)","FD",166,0.246246316627749,0.223337772535544,0.268482191399416,100
"FD (Baseline)","FD",167,0.247052072880235,0.223376837116185,0.269370124021956,100
"FD (Baseline)","FD",168,0.24732454612761,0.223499038816625,0.270380259461015,100
"FD (Baseline)","FD",169,0.248218508904257,0.223855851227807,0.270739453789369,100
"FD (Baseline)","FD",170,0.248903313508272,0.224226380893734,0.270720466509316,100
"FD (Baseline)","FD",171,0.249529326622741,0.224598911735445,0.270838984243877,100
"FD (Baseline)","FD",172,0.249648677600692,0.224962257319803,0.271340508348069,100
"FD (Baseline)","FD",173,0.249922082662396,0.225556084615424,0.271511718544213,100
"FD (Baseline)","FD",174,0.250256831929174,0.226156833002917,0.271670553293558,100
"FD (Baseline)","FD",175,0.251408688233736,0.226768036877867,0.271821241615256,100
"FD (Baseline)","FD",176,0.252577507266063,0.22736490794128,0.271968218484556,100
"FD (Baseline)","FD",177,0.252727451302372,0.227947752278306,0.272111652154979,100
"FD (Baseline)","FD",178,0.252867929925735,0.228262147209853,0.272251990143449,100
"FD (Baseline)","FD",179,0.252999883795446,0.228084783803765,0.272389070467017,100
"FD (Baseline)","FD",180,0.253124538112199,0.227927857762651,0.272870625872897,100
"FD (Baseline)","FD",181,0.253242369017092,0.227787574618897,0.273162705041217,100
"FD (Baseline)","FD",182,0.25335384946062,0.22758132581149,0.273244418252353,100
"FD (Baseline)","FD",183,0.253459114031832,0.227435778463122,0.273434839778815,100
"FD (Baseline)","FD",184,0.253558364176101,0.227385659140336,0.273721055555043,100
"FD (Baseline)","FD",185,0.253652080399099,0.227388698154202,0.274071046939229,100
"FD (Baseline)","FD",186,0.253931052343057,0.227736970607074,0.274420635654205,100
"FD (Baseline)","FD",187,0.254219682861256,0.228719413296298,0.27473261294283,100
"FD (Baseline)","FD",188,0.254610879632495,0.229351559732783,0.275028296343317,100
"FD (Baseline)","FD",189,0.25495967823229,0.229977547704594,0.275503516817453,100
"FD (Baseline)","FD",190,0.255639305517477,0.230485930883855,0.276295362697632,100
"FD (Baseline)","FD",191,0.256387054215194,0.230910474694447,0.277056760704321,100
"FD (Baseline)","FD",192,0.256729539397586,0.231417222419575,0.277238116584299,100
"FD (Baseline)","FD",193,0.257045806649551,0.231921252918002,0.277535164131017,100
"FD (Baseline)","FD",194,0.257370948876275,0.232419016264958,0.277897376042289,100
"FD (Baseline)","FD",195,0.257437787498056,0.232917945851092,0.278057946852935,100
"FD (Baseline)","FD",196,0.257459620303701,0.233413602884478,0.278651322941359,100
"FD (Baseline)","FD",197,0.257468231009391,0.233902346545255,0.279403819998024,100
"FD (Baseline)","FD",198,0.257464657578382,0.234385462830275,0.279838010110869,100
"FD (Baseline)","FD",199,0.257847419354988,0.234418256908074,0.280190759880904,100
"FD (Baseline)","FD",200,0.257763070376475,0.234385300898511,0.280531524299392,100
"FD (Baseline)","FD",201,0.257633556471058,0.234359016672229,0.280859721433716,100
"FD (Baseline)","FD",202,0.257563860837582,0.234343686575662,0.281175347510947,100
"FD (Baseline)","FD",203,0.257426919835068,0.234696912632348,0.281569536321306,100
"FD (Baseline)","FD",204,0.257297954297409,0.235038770708011,0.282182051096942,100
"FD (Baseline)","FD",205,0.257207502020152,0.235367660263218,0.282599532430259,100
"FD (Baseline)","FD",206,0.256996688872388,0.235682296448906,0.283004401640454,100
"FD (Baseline)","FD",207,0.256887251656996,0.235982696774259,0.283399202877467,100
"FD (Baseline)","FD",208,0.256753119470733,0.236268660053432,0.28380541309521,100
"FD (Baseline)","FD",209,0.256587147149683,0.236545141855882,0.284412452328103,100
"FD (Baseline)","FD",210,0.256433766441532,0.236821139942151,0.284942497435251,100
"FD (Baseline)","FD",211,0.256291185095711,0.237087048713731,0.285434669165641,100
"FD (Baseline)","FD",212,0.25649319757524,0.23711884523812,0.285877946999868,100
"FD (Baseline)","FD",213,0.256684491170702,0.237090228760006,0.286141166208702,100
"FD (Baseline)","FD",214,0.256646193612958,0.237053104553581,0.286229451964145,100
"FD (Baseline)","FD",215,0.256607795771581,0.23685862244274,0.286268009602437,100
"FD (Baseline)","FD",216,0.256590567330378,0.236660749066585,0.286550761263105,100
"FD (Baseline)","FD",217,0.256683603393326,0.236480757506324,0.28725150820973,100
"FD (Baseline)","FD",218,0.256774840068978,0.23631779815268,0.28747492547204,100
"FD (Baseline)","FD",219,0.256864556692998,0.23617108169511,0.287614776034967,100
"FD (Baseline)","FD",220,0.256952954340337,0.236038952587048,0.287792414241129,100
"FD (Baseline)","FD",221,0.25732018485283,0.235919766399445,0.287972679069817,100
"FD (Baseline)","FD",222,0.25802883993811,0.23581200600234,0.288105233750256,100
"FD (Baseline)","FD",223,0.258196440760576,0.23571431258559,0.28815370387695,100
"FD (Baseline)","FD",224,0.258208036060335,0.235625472675234,0.288192929402576,100
"FD (Baseline)","FD",225,0.258218413580668,0.235544353529495,0.288224531087334,100
"FD (Baseline)","FD",226,0.258227736051346,0.235470479733232,0.288250332380088,100
"FD (Baseline)","FD",227,0.258236124038734,0.235423291501681,0.288240253751524,100
"FD (Baseline)","FD",228,0.258243691633908,0.235326608143752,0.288271505180963,100
"FD (Baseline)","FD",229,0.258250546122516,0.235211832175721,0.288230535403349,100
"TS (q=0.25, T1=128, T2=8)","TS",0,15.8113883008419,15.8113883008419,15.8113883008419,100
"TS (q=0.25, T1=128, T2=8)","TS",1,15.0144318809774,14.9769514289964,15.0542074943418,100
"TS (q=0.25, T1=128, T2=8)","TS",2,14.2691049911785,14.2021192481586,14.3440985562673,100
"TS (q=0.25, T1=128, T2=8)","TS",3,13.5676516276005,13.4769023486226,13.6725361438423,100
"TS (q=0.25, T1=128, T2=8)","TS",4,12.9082520710439,12.79935535711,13.036997186744,100
"TS (q=0.25, T1=128, T2=8)","TS",5,12.288135308767,12.160477730286,12.4494388653734,100
"TS (q=0.25, T1=128, T2=8)","TS",6,11.7093149882156,11.5630560163725,11.8955804163519,100
"TS (q=0.25, T1=128, T2=8)","TS",7,11.1743576810921,11.001306428152,11.3763663603841,100
"TS (q=0.25, T1=128, T2=8)","TS",8,10.6622779775675,10.4740625471345,10.8831787560449,100
"TS (q=0.25, T1=128, T2=8)","TS",9,10.1856798569624,9.97602223186576,10.4017064388473,100
"TS (q=0.25, T1=128, T2=8)","TS",10,9.73418913426448,9.50995128755778,9.94169088978629,100
"TS (q=0.25, T1=128, T2=8)","TS",11,9.30379359019986,9.07020579573679,9.50404072734872,100
"TS (q=0.25, T1=128, T2=8)","TS",12,8.89266459684399,8.65803466874494,9.08973994609035,100
"TS (q=0.25, T1=128, T2=8)","TS",13,8.49788586006926,8.2644603946731,8.70665189579126,100
"TS (q=0.25, T1=128, T2=8)","TS",14,8.12223391310551,7.89263856890565,8.3435832819833,100
"TS (q=0.25, T1=128, T2=8)","TS",15,7.7682351203293,7.53124029911316,7.99970934067997,100
"TS (q=0.25, T1=128, T2=8)","TS",16,7.43114697442652,7.18973505189359,7.67639877543403,100
"TS (q=0.25, T1=128, T2=8)","TS",17,7.11268240284539,6.87206799298557,7.35846081418087,100
"TS (q=0.25, T1=128, T2=8)","TS",18,6.80292791396883,6.5764301031077,7.06137368838704,100
"TS (q=0.25, T1=128, T2=8)","TS",19,6.51047591582569,6.29204287495982,6.77846768998605,100
"TS (q=0.25, T1=128, T2=8)","TS",20,6.24105395218073,6.01858511392755,6.5039491439741,100
"TS (q=0.25, T1=128, T2=8)","TS",21,5.98830257765011,5.75853007600837,6.24233933921996,100
"TS (q=0.25, T1=128, T2=8)","TS",22,5.74694998181182,5.51344847120678,5.99226601261193,100
"TS (q=0.25, T1=128, T2=8)","TS",23,5.51570770704702,5.28125365017532,5.75165784812172,100
"TS (q=0.25, T1=128, T2=8)","TS",24,5.29477524308149,5.06050928472584,5.52417936993538,100
"TS (q=0.25, T1=128, T2=8)","TS",25,5.08177467891929,4.85070843421182,5.31089068212904,100
"TS (q=0.25, T1=128, T2=8)","TS",26,4.87583220071765,4.64743501716788,5.09966391407574,100
"TS (q=0.25, T1=128, T2=8)","TS",27,4.67698835955397,4.45288059919,4.89925506312617,100
"TS (q=0.25, T1=128, T2=8)","TS",28,4.49144674530957,4.26834340404962,4.70690977533617,100
"TS (q=0.25, T1=128, T2=8)","TS",29,4.30995955422534,4.09269776145478,4.52138774467895,100
"TS (q=0.25, T1=128, T2=8)","TS",30,4.13516225767378,3.92490652327273,4.34382803464217,100
"TS (q=0.25, T1=128, T2=8)","TS",31,3.96869429742575,3.76420240214185,4.1739392597586,100
"TS (q=0.25, T1=128, T2=8)","TS",32,3.81013229547913,3.60137457635428,4.01183344978888,100
"TS (q=0.25, T1=128, T2=8)","TS",33,3.65908870609336,3.44727169751038,3.85890102888411,100
"TS (q=0.25, T1=128, T2=8)","TS",34,3.51412567099104,3.30649800186431,3.71308754289499,100
"TS (q=0.25, T1=128, T2=8)","TS",35,3.37462153621648,3.16713060072783,3.57064454543337,100
"TS (q=0.25, T1=128, T2=8)","TS",36,3.24187840144212,3.03450941072748,3.4345698553034,100
"TS (q=0.25, T1=128, T2=8)","TS",37,3.11555916320787,2.91114316349045,3.30355524413616,100
"TS (q=0.25, T1=128, T2=8)","TS",38,2.99473432385176,2.79303406703886,3.17985328382251,100
"TS (q=0.25, T1=128, T2=8)","TS",39,2.87776413394879,2.68106288305458,3.06093226644359,100
"TS (q=0.25, T1=128, T2=8)","TS",40,2.76592411533491,2.57436530621991,2.94598970577177,100
"TS (q=0.25, T1=128, T2=8)","TS",41,2.66117862084461,2.47187350273241,2.83358245395374,100
"TS (q=0.25, T1=128, T2=8)","TS",42,2.55816420422721,2.36905074213914,2.72523498727089,100
"TS (q=0.25, T1=128, T2=8)","TS",43,2.46068776333728,2.2698565980214,2.62085336407926,100
"TS (q=0.25, T1=128, T2=8)","TS",44,2.36203202168889,2.17522845045267,2.51965533930299,100
"TS (q=0.25, T1=128, T2=8)","TS",45,2.27063529247608,2.08433154868708,2.42236637872995,100
"TS (q=0.25, T1=128, T2=8)","TS",46,2.18274746613731,1.99736657790742,2.3295028369232,100
"TS (q=0.25, T1=128, T2=8)","TS",47,2.0976052773876,1.91489209451645,2.24212004241744,100
"TS (q=0.25, T1=128, T2=8)","TS",48,2.01630646916616,1.83687331734067,2.16153057001238,100
"TS (q=0.25, T1=128, T2=8)","TS",49,1.93809649293713,1.76278272561118,2.07843361424271,100
"TS (q=0.25, T1=128, T2=8)","TS",50,1.86298353032566,1.69262832868501,1.99863823401243,100
"TS (q=0.25, T1=128, T2=8)","TS",51,1.78814322524132,1.62632013001244,1.92212242170159,100
"TS (q=0.25, T1=128, T2=8)","TS",52,1.71723315753195,1.56400118237735,1.85269012046937,100
"TS (q=0.25, T1=128, T2=8)","TS",53,1.65172245412183,1.4997761025061,1.78206147326553,100
"TS (q=0.25, T1=128, T2=8)","TS",54,1.58970108428221,1.44174194897206,1.71377385353249,100
"TS (q=0.25, T1=128, T2=8)","TS",55,1.5296563516059,1.38568942078874,1.65108419857603,100
"TS (q=0.25, T1=128, T2=8)","TS",56,1.47144686295011,1.33070847224836,1.59309818826202,100
"TS (q=0.25, T1=128, T2=8)","TS",57,1.41435329510397,1.28164481831477,1.53726710718012,100
"TS (q=0.25, T1=128, T2=8)","TS",58,1.35965007084054,1.23491379335951,1.48320477268732,100
"TS (q=0.25, T1=128, T2=8)","TS",59,1.30813707446453,1.18526549935318,1.43082524687945,100
"TS (q=0.25, T1=128, T2=8)","TS",60,1.25870285005273,1.13886390261018,1.38019403553593,100
"TS (q=0.25, T1=128, T2=8)","TS",61,1.2117933167584,1.09382348667796,1.33198997001237,100
"TS (q=0.25, T1=128, T2=8)","TS",62,1.16681726014357,1.04680381353821,1.28562862330068,100
"TS (q=0.25, T1=128, T2=8)","TS",63,1.12340057096581,1.00208134748155,1.24074802748874,100
"TS (q=0.25, T1=128, T2=8)","TS",64,1.08078850519033,0.963094261826007,1.19722781619296,100
"TS (q=0.25, T1=128, T2=8)","TS",65,1.03866950473932,0.925288640328161,1.15407387326815,100
"TS (q=0.25, T1=128, T2=8)","TS",66,0.998530381377804,0.886457050534326,1.11041150267462,100
"TS (q=0.25, T1=128, T2=8)","TS",67,0.959674233834411,0.850650329625967,1.06585152165103,100
"TS (q=0.25, T1=128, T2=8)","TS",68,0.923591667628284,0.819259726262937,1.02286802932326,100
"TS (q=0.25, T1=128, T2=8)","TS",69,0.888851295681023,0.791372999538482,0.981637544360223,100
"TS (q=0.25, T1=128, T2=8)","TS",70,0.853609848536186,0.758742672919722,0.94419788256989,100
"TS (q=0.25, T1=128, T2=8)","TS",71,0.819758460819939,0.729607271556268,0.91153641917792,100
"TS (q=0.25, T1=128, T2=8)","TS",72,0.788192500261648,0.703588632616963,0.879465530491287,100
"TS (q=0.25, T1=128, T2=8)","TS",73,0.758260133694702,0.67922648622689,0.849724323393321,100
"TS (q=0.25, T1=128, T2=8)","TS",74,0.730336261923369,0.653998063403759,0.820679791071397,100
"TS (q=0.25, T1=128, T2=8)","TS",75,0.702165684828634,0.627576871568305,0.790216329735843,100
"TS (q=0.25, T1=128, T2=8)","TS",76,0.674991051555473,0.603747068511461,0.760673668304559,100
"TS (q=0.25, T1=128, T2=8)","TS",77,0.649343372348655,0.582730797341399,0.732329571238738,100
"TS (q=0.25, T1=128, T2=8)","TS",78,0.627260334924699,0.561984577244197,0.709775823923754,100
"TS (q=0.25, T1=128, T2=8)","TS",79,0.606714063302198,0.54299696568477,0.689119702113299,100
"TS (q=0.25, T1=128, T2=8)","TS",80,0.585129426090408,0.524397352582993,0.66855537738253,100
"TS (q=0.25, T1=128, T2=8)","TS",81,0.564220727475323,0.506400813311044,0.646002631046138,100
"TS (q=0.25, T1=128, T2=8)","TS",82,0.545794562192773,0.489174873000574,0.623410099482631,100
"TS (q=0.25, T1=128, T2=8)","TS",83,0.527386523368189,0.472698296770647,0.599647598432467,100
"TS (q=0.25, T1=128, T2=8)","TS",84,0.509795259140066,0.456925379724156,0.577356395362076,100
"TS (q=0.25, T1=128, T2=8)","TS",85,0.493143206300253,0.441496877064602,0.559784430248263,100
"TS (q=0.25, T1=128, T2=8)","TS",86,0.477783790101067,0.42671706785061,0.543251609146792,100
"TS (q=0.25, T1=128, T2=8)","TS",87,0.463100180233415,0.411672109508974,0.525344679672666,100
"TS (q=0.25, T1=128, T2=8)","TS",88,0.448253163948103,0.39921110232955,0.506894140853495,100
"TS (q=0.25, T1=128, T2=8)","TS",89,0.433728109004232,0.385066521449905,0.489484050209306,100
"TS (q=0.25, T1=128, T2=8)","TS",90,0.420525534655039,0.371398374610807,0.474719408956446,100
"TS (q=0.25, T1=128, T2=8)","TS",91,0.406364304680226,0.361964386429414,0.461742338173518,100
"TS (q=0.25, T1=128, T2=8)","TS",92,0.394357254182186,0.351384595056095,0.447326091457917,100
"TS (q=0.25, T1=128, T2=8)","TS",93,0.383783219665776,0.341313803080508,0.435214408464689,100
"TS (q=0.25, T1=128, T2=8)","TS",94,0.372547349756892,0.330780868428539,0.425079291298174,100
"TS (q=0.25, T1=128, T2=8)","TS",95,0.36178055486049,0.320899143692327,0.415354343705823,100
"TS (q=0.25, T1=128, T2=8)","TS",96,0.350828513842431,0.310994951174124,0.40567200875493,100
"TS (q=0.25, T1=128, T2=8)","TS",97,0.342544403302902,0.300492126941944,0.393708775522789,100
"TS (q=0.25, T1=128, T2=8)","TS",98,0.332908112898555,0.290636378046978,0.382316479287837,100
"TS (q=0.25, T1=128, T2=8)","TS",99,0.323593604701244,0.282096770076021,0.376088215231137,100
"TS (q=0.25, T1=128, T2=8)","TS",100,0.317215268507777,0.276700060392056,0.368362309613459,100
"TS (q=0.25, T1=128, T2=8)","TS",101,0.3118377021608,0.270817295890557,0.359249122694756,100
"TS (q=0.25, T1=128, T2=8)","TS",102,0.305891060044513,0.264798411830457,0.350034085128187,100
"TS (q=0.25, T1=128, T2=8)","TS",103,0.299845798389945,0.260718363270801,0.342051756727068,100
"TS (q=0.25, T1=128, T2=8)","TS",104,0.295277903440904,0.256333108710017,0.333909328527046,100
"TS (q=0.25, T1=128, T2=8)","TS",105,0.290503838001559,0.252078431921648,0.326621883621249,100
"TS (q=0.25, T1=128, T2=8)","TS",106,0.285676944750708,0.247884014931543,0.319918905809307,100
"TS (q=0.25, T1=128, T2=8)","TS",107,0.279949307848149,0.243332984219396,0.313263838779219,100
"TS (q=0.25, T1=128, T2=8)","TS",108,0.275526801183868,0.240368960547076,0.306193422931194,100
"TS (q=0.25, T1=128, T2=8)","TS",109,0.270147111241599,0.239461142907467,0.300209889884118,100
