"eta","T","pilot_median","pilot_iqr","fail_rate"
0.005,200,1.43846485810282,1.77046971187001,0
0.005,400,1.00774375628197,0.146772826031381,0
0.005,800,0.998239676189642,0.0742559185925307,0
0.01,200,0.984284058909551,0.0904775819863588,0
0.01,400,0.997760471590253,0.0876222142939214,0
0.01,800,0.997705531092097,0.0913689960376318,0
0.02,200,0.998394504462238,0.0939812376969061,0
0.02,400,0.99904440445137,0.0916957699402046,0
0.02,800,0.999044462480161,0.091695768174708,0.0666666666666667
