"eta","T","pilot_median","pilot_iqr","fail_rate"
0.005,200,1.39312043489722,0.548606509140114,0
0.005,400,1.01764893127942,0.292443650806012,0
0.005,800,1.02295286905856,0.187147037983529,0
0.01,200,1.02387929343019,0.285739483047665,0
0.01,400,1.04094549309618,0.168734396984884,0
0.01,800,1.06556291621055,0.160743459344204,0
0.02,200,1.08049170270125,0.285424441868472,0
0.02,400,1.07958880695295,0.286293690718473,0
0.02,800,1.0795886154646,0.28629336730013,0
