"eta","T","pilot_median","pilot_iqr","fail_rate"
0.005,200,1.44270627128215,0.198089244732951,0
0.005,400,1.03433870000813,0.206382789292697,0
0.005,800,1.09030519996543,0.223893314571478,0
0.01,200,1.05325319337344,0.245627023241246,0
0.01,400,1.11943361020766,0.235534894310009,0
0.01,800,1.12257404937487,0.236585170712421,0
0.02,200,1.14568473473942,0.245693496214899,0
0.02,400,1.14767592736253,0.246383504049521,0
0.02,800,1.14767591797187,0.246383707519636,0
