"config_id","n","pilot_id","eta","T","val_loss","seed_data","seed_split"
"IHT_n2400_h1d7d87f6",2400,2,0.01,400,0.917420417764104,20710509,20810509
"IHT_n2400_h1d7d87f6",2400,3,0.01,400,1.09998519253284,20710510,20810510
"IHT_n2400_h1d7d87f6",2400,4,0.01,400,1.03748738378661,20710511,20810511
"IHT_n2400_h1d7d87f6",2400,5,0.01,400,0.861525514718135,20710512,20810512
"IHT_n2400_h1d7d87f6",2400,6,0.01,400,1.18980371552028,20710513,20810513
"IHT_n2400_h1d7d87f6",2400,7,0.01,400,1.08004590354247,20710514,20810514
"IHT_n2400_h1d7d87f6",2400,8,0.01,400,0.929200239615052,20710515,20810515
"IHT_n2400_h1d7d87f6",2400,9,0.01,400,1.10049328167488,20710516,20810516
"IHT_n2400_h1d7d87f6",2400,10,0.01,400,0.997685058380935,20710517,20810517
"IHT_n2400_h1d7d87f6",2400,11,0.01,400,0.931410836390345,20710518,20810518
"IHT_n2400_h1d7d87f6",2400,12,0.01,400,1.12896986120041,20710519,20810519
"IHT_n2400_h1d7d87f6",2400,13,0.01,400,1.98427553889335,20710520,20810520
"IHT_n2400_h1d7d87f6",2400,14,0.01,400,1.0042681065317,20710521,20810521
"IHT_n2400_h1d7d87f6",2400,15,0.01,400,0.937824654064405,20710522,20810522
"IHT_n2400_h1d7d87f6",2400,1,0.02,400,1.07717429306527,20710508,20810508
"IHT_n2400_h1d7d87f6",2400,2,0.02,400,0.91742301643828,20710509,20810509
"IHT_n2400_h1d7d87f6",2400,3,0.02,400,1.10012087282993,20710510,20810510
"IHT_n2400_h1d7d87f6",2400,4,0.02,400,1.11466028453029,20710511,20810511
"IHT_n2400_h1d7d87f6",2400,5,0.02,400,0.861515503968592,20710512,20810512
"IHT_n2400_h1d7d87f6",2400,6,0.02,400,1.08548962390331,20710513,20810513
"IHT_n2400_h1d7d87f6",2400,7,0.02,400,1.07975701475183,20710514,20810514
"IHT_n2400_h1d7d87f6",2400,8,0.02,400,0.929631030022604,20710515,20810515
"IHT_n2400_h1d7d87f6",2400,9,0.02,400,1.1004510976437,20710516,20810516
"IHT_n2400_h1d7d87f6",2400,10,0.02,400,0.980698554151871,20710517,20810517
"IHT_n2400_h1d7d87f6",2400,11,0.02,400,0.933557084600332,20710518,20810518
"IHT_n2400_h1d7d87f6",2400,12,0.02,400,4.45137440153071e+154,20710519,20810519
"IHT_n2400_h1d7d87f6",2400,13,0.02,400,1.98369059978163,20710520,20810520
"IHT_n2400_h1d7d87f6",2400,14,0.02,400,1.00434171766871,20710521,20810521
"IHT_n2400_h1d7d87f6",2400,15,0.02,400,0.937857501847846,20710522,20810522
"IHT_n2400_h1d7d87f6",2400,1,0.005,800,1.09019428812631,20710508,20810508
"IHT_n2400_h1d7d87f6",2400,2,0.005,800,0.917392113049267,20710509,20810509
"IHT_n2400_h1d7d87f6",2400,3,0.005,800,1.099313075553,20710510,20810510
"IHT_n2400_h1d7d87f6",2400,4,0.005,800,1.0370235849219,20710511,20810511
"IHT_n2400_h1d7d87f6",2400,5,0.005,800,0.902456830795116,20710512,20810512
"IHT_n2400_h1d7d87f6",2400,6,0.005,800,7.15365846884979,20710513,20810513
"IHT_n2400_h1d7d87f6",2400,7,0.005,800,1.08013295626336,20710514,20810514
"IHT_n2400_h1d7d87f6",2400,8,0.005,800,0.928087136602063,20710515,20810515
"IHT_n2400_h1d7d87f6",2400,9,0.005,800,1.10050301620879,20710516,20810516
"IHT_n2400_h1d7d87f6",2400,10,0.005,800,0.997700574275567,20710517,20810517
"IHT_n2400_h1d7d87f6",2400,11,0.005,800,0.930553182999885,20710518,20810518
"IHT_n2400_h1d7d87f6",2400,12,0.005,800,1.0280779667515,20710519,20810519
"IHT_n2400_h1d7d87f6",2400,13,0.005,800,1.98432729067068,20710520,20810520
"IHT_n2400_h1d7d87f6",2400,14,0.005,800,1.00426596769333,20710521,20810521
"IHT_n2400_h1d7d87f6",2400,15,0.005,800,0.937803471131213,20710522,20810522
"IHT_n2400_h1d7d87f6",2400,1,0.01,800,1.09287892733571,20710508,20810508
"IHT_n2400_h1d7d87f6",2400,2,0.01,800,0.91742301690495,20710509,20810509
"IHT_n2400_h1d7d87f6",2400,3,0.01,800,1.10012087223489,20710510,20810510
"IHT_n2400_h1d7d87f6",2400,4,0.01,800,1.0354376981867,20710511,20810511
"IHT_n2400_h1d7d87f6",2400,5,0.01,800,0.861515504015475,20710512,20810512
"IHT_n2400_h1d7d87f6",2400,6,0.01,800,1.18964115554343,20710513,20810513
"IHT_n2400_h1d7d87f6",2400,7,0.01,800,1.07975702136943,20710514,20810514
"IHT_n2400_h1d7d87f6",2400,8,0.01,800,0.929631025069415,20710515,20810515
"IHT_n2400_h1d7d87f6",2400,9,0.01,800,1.1004510978421,20710516,20810516
"IHT_n2400_h1d7d87f6",2400,10,0.01,800,0.997568133273106,20710517,20810517
"IHT_n2400_h1d7d87f6",2400,11,0.01,800,0.933557061778215,20710518,20810518
"IHT_n2400_h1d7d87f6",2400,12,0.01,800,1.12897257887281,20710519,20810519
"IHT_n2400_h1d7d87f6",2400,13,0.01,800,1.98369060418139,20710520,20810520
"IHT_n2400_h1d7d87f6",2400,14,0.01,800,1.00434171699809,20710521,20810521
"IHT_n2400_h1d7d87f6",2400,15,0.01,800,0.9378575035103,20710522,20810522
"IHT_n2400_h1d7d87f6",2400,1,0.02,800,1.07717431783463,20710508,20810508
"IHT_n2400_h1d7d87f6",2400,2,0.02,800,0.917423014824545,20710509,20810509
"IHT_n2400_h1d7d87f6",2400,3,0.02,800,1.10012087305688,20710510,20810510
"IHT_n2400_h1d7d87f6",2400,4,0.02,800,1.11466021611118,20710511,20810511
"IHT_n2400_h1d7d87f6",2400,5,0.02,800,0.861515503859051,20710512,20810512
"IHT_n2400_h1d7d87f6",2400,6,0.02,800,1.0854896420358,20710513,20810513
"IHT_n2400_h1d7d87f6",2400,7,0.02,800,1.07975700857542,20710514,20810514
"IHT_n2400_h1d7d87f6",2400,8,0.02,800,0.929631049082795,20710515,20810515
"IHT_n2400_h1d7d87f6",2400,9,0.02,800,1.10045109935726,20710516,20810516
"IHT_n2400_h1d7d87f6",2400,10,0.02,800,0.980698551231995,20710517,20810517
"IHT_n2400_h1d7d87f6",2400,11,0.02,800,0.933557105731936,20710518,20810518
"IHT_n2400_h1d7d87f6",2400,12,0.02,800,4.07137673941621e+154,20710519,20810519
"IHT_n2400_h1d7d87f6",2400,13,0.02,800,1.98369058686034,20710520,20810520
"IHT_n2400_h1d7d87f6",2400,14,0.02,800,1.00434171947854,20710521,20810521
"IHT_n2400_h1d7d87f6",2400,15,0.02,800,0.937857493492074,20710522,20810522
