"eta","T","pilot_median","pilot_iqr","fail_rate"
0.005,200,1.24284124772061,0.304089305843754,0
0.005,400,1.00660045230127,0.172095338256542,0
0.005,800,1.0280779667515,0.160575354774106,0
0.01,200,1.01690543951202,0.167042563290524,0
0.01,400,1.03748738378661,0.165621491876484,0
0.01,800,1.0354376981867,0.164578702394239,0
0.02,200,1.07690173162593,0.165132861874802,0
0.02,400,1.07717429306527,0.164578692012726,0
0.02,800,1.07717431783463,0.164578686595065,0
