"config_id","n","pilot_id","eta","T","val_loss","seed_data","seed_split"
"IHT_n1200_h2051495b",1200,6,0.01,400,0.996495072775756,20680513,20780513
"IHT_n1200_h2051495b",1200,7,0.01,400,1.11038104831565,20680514,20780514
"IHT_n1200_h2051495b",1200,8,0.01,400,0.937350058842559,20680515,20780515
"IHT_n1200_h2051495b",1200,9,0.01,400,0.733681740358878,20680516,20780516
"IHT_n1200_h2051495b",1200,10,0.01,400,1.08560105638081,20680517,20780517
"IHT_n1200_h2051495b",1200,11,0.01,400,0.958782388078329,20680518,20780518
"IHT_n1200_h2051495b",1200,12,0.01,400,1.42207287918247,20680519,20780519
"IHT_n1200_h2051495b",1200,13,0.01,400,0.988525894633929,20680520,20780520
"IHT_n1200_h2051495b",1200,14,0.01,400,2.28463445773205,20680521,20780521
"IHT_n1200_h2051495b",1200,15,0.01,400,0.934188381947239,20680522,20780522
"IHT_n1200_h2051495b",1200,1,0.02,400,1.13666198761464,20680508,20780508
"IHT_n1200_h2051495b",1200,2,0.02,400,1.07958880695295,20680509,20780509
"IHT_n1200_h2051495b",1200,3,0.02,400,1.04066502714502,20680510,20780510
"IHT_n1200_h2051495b",1200,4,0.02,400,0.95934278816986,20680511,20780511
"IHT_n1200_h2051495b",1200,5,0.02,400,1.50768125090262,20680512,20780512
"IHT_n1200_h2051495b",1200,6,0.02,400,0.932263084519471,20680513,20780513
"IHT_n1200_h2051495b",1200,7,0.02,400,9.98156134118934e+154,20680514,20780514
"IHT_n1200_h2051495b",1200,8,0.02,400,0.936847418794734,20680515,20780515
"IHT_n1200_h2051495b",1200,9,0.02,400,0.733641788312804,20680516,20780516
"IHT_n1200_h2051495b",1200,10,0.02,400,1.08598050898036,20680517,20780517
"IHT_n1200_h2051495b",1200,11,0.02,400,1.06092818606506,20680518,20780518
"IHT_n1200_h2051495b",1200,12,0.02,400,1.40142513995973,20680519,20780519
