"q","T1","T2","pilot_median","pilot_iqr","fail_rate","n1","n2","b2","K1","K2","T_fd_budget","eligible"
0.5,150,8,0.974988570891907,0.0610603861753828,0,600,600,75,34,7,76,TRUE
0.5,200,8,0.994729122766959,0.06655478195706,0,600,600,75,34,7,101,TRUE
