"eta","T","pilot_median","pilot_iqr","fail_rate"
0.005,200,1.82654951557244,2.35626305739908,0
0.005,400,1.14350051829889,0.274601004533098,0
0.005,800,1.1355112602357,0.25004766001798,0
0.01,200,1.15980732161679,0.930917790030438,0
0.01,400,1.15773518293366,0.982392603477058,0
0.01,800,1.15804271724325,0.976949731331218,0
0.02,200,1.18816247943076,0.983062407029993,0
0.02,400,1.19140902359351,0.975628380288741,0
0.02,800,1.19140931847158,0.975626139457807,0
