"q","T1","T2","pilot_median","pilot_iqr","fail_rate","n1","n2","b2","K1","K2","T_fd_budget","eligible"
0.5,150,8,1.079472923028,0.316116330792976,0,400,400,50,34,5,76,TRUE
0.5,200,8,1.00239356971805,0.23165221260064,0,400,400,50,34,5,101,TRUE
